N	4gram	Propp_Russ_2	Istorich
1	в то время как	1	3
2	в тех случаях когда	1	3
3	ее к себе в	1	2
4	о чем говорилось выше	1	1
5	не что иное как	2	1
6	во всяком случае не	1	1
7	это приводит нас к	1	1
8	той лишь разницей что	1	1
9	имели целью воздействовать на	1	1
10	о чем речь будет	1	1
11	чем речь будет ниже	1	1
12	с одной стороны умерший	1	1
13	как уже указывалось выше	1	1
14	но вместе с тем	2	1
15	состоял в том что	1	1
16	ниже когда мы рассмотрим	1	1
17	так же как и	2	1
18	с той лишь разницей	1	1
