N	2gram	Bakhtin_Pr_2	Myshleni
1	внутренней речи	2	67
2	речи и	4	30
3	в этом	13	29
4	точки зрения	13	28
5	и в	43	26
6	для себя	2	24
7	не только	11	24
8	то что	7	24
9	таким образом	5	23
10	с точки	8	21
11	и речи	1	19
12	того чтобы	1	19
13	в том	6	18
14	и не	29	18
15	том что	2	17
16	как и	14	15
17	к слову	1	14
18	речь для	1	14
19	как мы	10	14
20	того что	2	14
21	так как	4	14
22	так же	2	14
23	с помощью	1	13
24	и его	8	12
25	вместе с	1	12
26	что в	4	12
27	мысли и	2	11
28	речи но	1	11
29	в слове	5	11
30	только не	1	11
31	мысли к	1	11
32	но и	14	11
33	не может	18	11
34	словом и	2	10
35	слова и	12	10
36	по своей	1	10
37	в сущности	9	9
38	в самом	7	9
39	в себе	5	9
40	мысли в	1	9
41	мышления и	1	9
42	слово и	9	9
43	тем что	3	9
44	по своему	2	9
45	же как	1	8
46	то же	8	8
47	той же	3	8
48	что она	1	8
49	что он	13	8
50	только в	4	8
51	ее в	2	8
52	сказать что	2	8
53	и то	2	7
54	мы не	4	7
55	и к	3	7
56	к тому	4	7
57	по мере	4	7
58	может быть	23	7
59	прежде всего	10	7
60	самом деле	5	6
61	вопрос о	2	6
62	во всех	4	6
63	по отношению	5	6
64	все же	3	6
65	и слова	2	6
66	что это	2	6
67	все эти	5	6
68	было бы	5	6
69	и тем	1	6
70	в ее	1	6
71	к внутренней	2	6
72	структурные особенности	1	6
73	в сознании	1	6
74	между собой	2	6
75	и что	5	6
76	в какой	1	6
77	иначе как	1	6
78	а не	7	6
79	как бы	22	6
80	в смысле	1	6
81	речи как	2	6
82	как на	1	6
83	все что	1	6
84	связи между	3	5
85	тем же	2	5
86	речь не	1	5
87	в целом	2	5
88	и с	5	5
89	речи от	1	5
90	слова к	1	5
91	что этот	2	5
92	она не	3	5
93	что с	1	5
94	тогда когда	1	5
95	в процессе	2	5
96	слова как	3	5
97	речи не	1	5
98	в направлении	4	5
99	же самое	1	5
100	никак не	5	5
101	во второй	1	5
102	является в	1	5
103	если бы	3	5
104	в виду	3	5
105	можно сказать	1	5
106	и следовательно	3	5
107	с одной	1	5
108	в качестве	1	5
109	если мы	2	5
110	в начале	1	5
111	и их	3	5
112	слова в	12	5
113	речь и	2	5
114	одной стороны	1	5
115	от мысли	1	5
116	до конца	4	5
117	как это	1	5
118	отношению к	5	5
119	и для	3	5
120	в речи	5	5
121	бы в	5	5
122	и словом	1	5
123	еще не	9	4
124	с другой	4	4
125	в нашем	1	4
126	если в	1	4
127	это и	1	4
128	как в	2	4
129	стороны и	3	4
130	целый ряд	2	4
131	но в	10	4
132	нами в	2	4
133	отношение между	2	4
134	на то	5	4
135	и во	1	4
136	чем в	1	4
137	в такой	2	4
138	в котором	6	4
139	не в	11	4
140	в той	5	4
141	не менее	3	4
142	никогда не	9	4
143	связи с	1	4
144	не могут	4	4
145	не есть	2	4
146	слова с	7	4
147	приводит к	6	4
148	что у	2	4
149	о том	5	4
150	мысль не	1	4
151	в его	10	4
152	и только	3	4
153	одной из	1	4
154	так что	5	4
155	то и	2	4
156	к мысли	1	4
157	в конце	2	4
158	друг друга	1	4
159	это есть	1	4
160	о чем	1	4
161	речь в	2	4
162	должны быть	2	4
163	и от	1	4
164	и наконец	6	4
165	этой точки	1	4
166	на самом	1	3
167	между двумя	1	3
168	в первом	2	3
169	к другому	5	3
170	собственном смысле	1	3
171	мы уже	3	3
172	есть не	1	3
173	но не	5	3
174	нет и	1	3
175	из важнейших	1	3
176	в этой	1	3
177	речи именно	1	3
178	в одной	3	3
179	как к	1	3
180	в мысли	1	3
181	из этих	2	3
182	учение о	1	3
183	он не	9	3
184	в первой	2	3
185	чем у	3	3
186	и по	1	3
187	одно и	2	3
188	так и	3	3
189	об этом	2	3
190	с другими	1	3
191	это положение	1	3
192	такой же	3	3
193	для него	8	3
194	в своей	4	3
195	в основном	1	3
196	друг другу	1	3
197	тем не	2	3
198	том и	1	3
199	по себе	11	3
200	речь речь	1	3
201	что ему	1	3
202	в основе	1	3
203	но только	1	3
204	только и	1	3
205	в самой	4	3
206	пути и	2	3
207	я не	4	3
208	во всем	3	3
209	отличается от	2	3
210	его с	1	3
211	в собственном	1	3
212	с собой	4	3
213	мог бы	1	3
214	речь как	1	3
215	для этого	2	3
216	с ним	3	3
217	нашей работы	2	3
218	но мы	1	3
219	во втором	1	3
220	что и	3	3
221	это не	3	3
222	все больше	1	3
223	к нему	5	3
224	мы видим	1	3
225	и является	2	3
226	устной речи	3	3
227	есть в	3	3
228	только на	3	3
229	и обратно	1	3
230	менее всего	1	3
231	самого слова	1	3
232	мы находим	1	3
233	мы можем	2	3
234	как раз	4	3
235	и речь	2	3
236	были бы	1	3
237	из двух	1	3
238	до сих	7	3
239	своей структуре	1	3
240	и потому	1	3
241	смысле этого	1	3
242	мы остановимся	1	3
243	этого слова	2	3
244	и о	2	3
245	сих пор	7	3
246	но это	4	3
247	о его	1	3
248	все это	5	3
249	и слово	1	3
250	слова но	2	3
251	совершается в	1	3
252	в пределе	1	3
253	между ними	4	3
254	речи здесь	1	3
255	в то	7	3
256	и другой	1	3
257	ту же	2	2
258	отношения к	2	2
259	одним из	1	2
260	также и	3	2
261	выражения в	1	2
262	и есть	1	2
263	то в	1	2
264	речи на	1	2
265	и до	4	2
266	почти всегда	2	2
267	все те	1	2
268	не раз	1	2
269	неизбежно приводит	1	2
270	что если	3	2
271	время как	2	2
272	мы и	2	2
273	речь эта	1	2
274	и он	5	2
275	слово не	8	2
276	отношение к	2	2
277	отличие от	4	2
278	друг от	2	2
279	друга и	2	2
280	идет о	1	2
281	с этим	2	2
282	перед нами	7	2
283	его к	2	2
284	слова он	2	2
285	зрения как	2	2
286	но эта	2	2
287	бы с	1	2
288	раз в	1	2
289	не могла	1	2
290	в нем	12	2
291	своего пути	1	2
292	от нее	1	2
293	а затем	2	2
294	значение в	2	2
295	к другу	2	2
296	самим собой	3	2
297	лишь в	8	2
298	его в	3	2
299	речью и	1	2
300	от одного	2	2
301	ни в	2	2
302	о которых	1	2
303	несмотря на	1	2
304	должно быть	4	2
305	мере не	1	2
306	убедиться что	1	2
307	бы сказать	1	2
308	в этих	6	2
309	во время	4	2
310	и при	2	2
311	в противоположных	1	2
312	осознания и	2	2
313	относится ко	1	2
314	в их	3	2
315	она в	1	2
316	мы говорили	1	2
317	в отличие	4	2
318	в которых	2	2
319	и другого	2	2
320	точку зрения	1	2
321	поэтому мы	1	2
322	которые в	1	2
323	но он	4	2
324	что было	2	2
325	мы упоминали	1	2
326	том же	4	2
327	даже в	3	2
328	и речью	1	2
329	в отношении	3	2
330	не имеет	1	2
331	того как	2	2
332	противоположных направлениях	1	2
333	нельзя не	1	2
334	того и	3	2
335	как два	1	2
336	ничего не	3	2
337	эти три	1	2
338	и делает	1	2
339	речи значение	1	2
340	с другом	4	2
341	у нас	2	2
342	структуре слова	1	2
343	и свой	3	2
344	чтобы сделать	2	2
345	ли не	1	2
346	всего в	1	2
347	и больше	1	2
348	его значение	1	2
349	которой она	1	2
350	если же	4	2
351	с ее	1	2
352	от друга	2	2
353	что все	1	2
354	то время	2	2
355	можно было	3	2
356	здесь как	1	2
357	по природе	1	2
358	и здесь	3	2
359	нас в	1	2
360	этих двух	1	2
361	входит в	2	2
362	во всей	1	2
363	наконец в	3	2
364	слов и	5	2
365	направлении в	1	2
366	один из	1	2
367	своего выражения	1	2
368	и ее	3	2
369	но то	1	2
370	всякая мысль	1	2
371	со всеми	3	2
372	с которыми	1	2
373	где они	1	2
374	эти отношения	2	2
375	уже в	2	2
376	вопроса о	1	2
377	в большинстве	9	2
378	мысль от	1	2
379	его и	2	2
380	мы знаем	1	2
381	ведь это	2	2
382	вовсе не	5	2
383	его мысль	1	2
384	не до	1	2
385	что на	2	2
386	его мысли	2	2
387	с другим	2	2
388	по своим	3	2
389	себя и	3	2
390	что не	2	2
391	что для	1	2
392	больше и	1	2
393	которых мы	1	2
394	не исключает	1	2
395	большинстве случаев	8	2
396	из которых	1	2
397	могут быть	3	2
398	но этот	2	2
399	что же	7	2
400	и всей	1	2
401	даже с	1	2
402	друг с	4	2
403	и функций	1	2
404	благодаря этому	1	2
405	речь а	2	2
406	но для	3	2
407	не мог	1	2
408	но с	1	2
409	она может	1	2
410	или в	8	2
411	для нас	2	2
412	а в	5	2
413	от ее	1	2
414	совершенно не	4	2
415	из этого	1	2
416	чем слово	1	2
417	в речь	6	2
418	как слово	2	2
419	в своих	2	2
420	к этому	1	2
421	во всяком	2	2
422	первому и	1	1
423	так подробно	1	1
424	и т	13	1
425	например в	2	1
426	функции в	1	1
427	того же	3	1
428	сам по	5	1
429	он может	1	1
430	своими собственными	1	1
431	в чисто	1	1
432	всякой социальной	1	1
433	не вещь	1	1
434	к учению	1	1
435	оно было	1	1
436	сказать с	1	1
