N	3gram	Ircho_Kome_3	Hudozhes
1	по отношению к	3	10
2	в отличие от	1	7
3	не сводится к	1	6
4	то же время	4	6
5	в то же	4	6
6	более или менее	1	5
7	с другой стороны	2	5
8	в том что	9	5
9	состоит в том	2	4
10	так и не	1	4
11	с точки зрения	3	3
12	в конечном счете	2	3
13	тем не менее	3	3
14	можно сказать что	1	3
15	и в то	1	2
16	в основе своей	1	2
17	как уже говорилось	1	2
18	с одной стороны	3	2
19	так или иначе	2	2
20	в свою очередь	6	2
21	для того чтобы	6	2
22	том числе и	1	2
23	в том числе	1	2
24	к тому что	1	2
25	однако и в	1	1
26	таким образом что	1	1
27	не в состоянии	1	1
28	в виду что	1	1
29	имеем в виду	1	1
30	подобно тому как	1	1
31	в настоящее время	1	1
32	в этом случае	2	1
33	себе в этом	1	1
34	не было и	1	1
35	в зависимости от	1	1
36	что он не	2	1
37	бы то ни	2	1
38	с этой точки	1	1
39	по крайней мере	1	1
40	как раз в	1	1
41	в такое же	1	1
42	едва ли не	1	1
43	и не дает	1	1
44	в самом начале	1	1
45	если говорить о	1	1
46	себе отчет в	1	1
47	то ни было	2	1
48	таким образом и	1	1
49	и в пределах	1	1
50	в связи с	3	1
51	и не могла	1	1
52	в первую очередь	1	1
53	как бы в	1	1
54	а в ее	1	1
55	в свое время	1	1
56	в то время	2	1
57	о том что	4	1
58	этой точки зрения	1	1
59	в себе самом	1	1
60	и в самом	3	1
61	и тем более	1	1
62	именно потому что	2	1
63	речь идет о	3	1
64	мы имеем в	1	1
65	друг от друга	1	1
66	жизнь в которой	1	1
67	в отношении к	1	1
68	в соответствии с	1	1
69	человека и его	1	1
70	к тому же	4	1
71	так же точно	1	1
