N	2gram	Vinokur_Ku_3	DiskursI
1	в качестве	2	34
2	не только	17	28
3	в том	22	23
4	литературных жанров	1	22
5	а не	11	22
6	тогда как	1	19
7	том что	11	19
8	может быть	14	17
9	как и	5	16
10	и в	23	16
11	в этом	16	15
12	еще не	9	14
13	но и	3	14
14	при этом	6	13
15	по своей	1	11
16	но не	3	11
17	прежде всего	9	11
18	и не	10	11
19	как в	4	10
20	далеко не	5	10
21	с другой	7	10
22	по отношению	3	9
23	не может	6	9
24	состоит в	2	9
25	с одной	4	9
26	одной стороны	4	9
27	в частности	2	9
28	отношению к	2	9
29	речевой жанр	1	8
30	отнюдь не	3	8
31	но в	2	8
32	своего рода	2	8
33	о том	6	8
34	так и	6	8
35	а также	4	8
36	не было	4	7
37	в себе	1	7
38	то же	6	7
39	не в	5	7
40	в основе	1	7
41	со стороны	1	7
42	в его	11	7
43	только в	6	7
44	в своем	4	6
45	жанр в	1	6
46	и как	2	6
47	в составе	1	5
48	и на	1	5
49	отличие от	2	5
50	в рамках	5	5
51	природе своей	1	5
52	тому же	3	5
53	в силу	6	5
54	в котором	2	5
55	в их	6	5
56	в отличие	2	5
57	в процессе	3	5
58	сводится к	1	5
59	по природе	1	5
60	или иной	7	5
61	можно сказать	2	5
62	а с	3	5
63	в данном	7	5
64	как бы	5	5
65	к тому	3	5
66	а в	5	5
67	то что	4	5
68	в своей	4	5
69	и о	4	4
70	в которых	3	4
71	в сторону	1	4
72	отношение к	3	4
73	и к	3	4
74	уже не	8	4
75	в целом	4	4
76	не как	2	4
77	лишь в	8	4
78	потому что	12	4
79	могут быть	6	4
80	жанра в	1	4
81	внимание на	2	4
82	же время	1	4
83	между тем	4	4
84	во втором	1	4
85	одной из	1	4
86	что он	6	4
87	для него	1	4
88	в особенности	2	4
89	по своим	1	4
90	что не	4	4
91	связи с	6	4
92	далеко еще	1	4
93	что в	13	4
94	также и	5	3
95	того же	4	3
96	и потому	1	3
97	значении этого	1	3
98	в первом	5	3
99	столь же	4	3
100	той или	5	3
101	в одной	1	3
102	с этим	1	3
103	перед нами	1	3
104	в самом	13	3
105	зрения на	3	3
106	заключается в	4	3
107	это не	3	3
108	ведет к	1	3
109	общения с	1	3
110	и того	2	3
111	точки зрения	23	3
112	однако в	2	3
113	по себе	6	3
114	в то	3	3
115	он мог	1	3
116	таким образом	9	3
117	ли не	1	3
118	должны быть	1	3
119	в строгом	1	3
120	как не	1	3
121	свою очередь	1	3
122	в ее	4	3
123	не с	2	3
124	что и	6	3
125	в лингвистике	1	3
126	хотя бы	9	3
127	в данной	3	3
128	тем что	5	3
129	именно в	3	3
130	и составляет	1	3
131	понятие о	2	3
132	по своему	2	3
133	для обозначения	2	3
134	тому как	2	3
135	того что	11	3
136	один из	4	3
137	все же	5	3
138	как уже	1	3
139	в свою	1	3
140	сказать что	7	3
141	другой стороны	3	3
142	это понятие	1	3
143	отношения к	1	2
144	например в	1	2
145	языка с	1	2
146	и есть	5	2
147	к другому	2	2
148	мы имеем	2	2
149	в сущности	4	2
150	на себя	2	2
151	в виду	8	2
152	между собой	1	2
153	в различных	2	2
154	но как	3	2
155	за пределы	2	2
156	как к	2	2
157	что касается	1	2
158	собственно и	1	2
159	хотя и	5	2
160	когда он	2	2
161	целый ряд	4	2
162	однако на	1	2
163	литературного жанра	1	2
164	более или	2	2
165	в противоположность	1	2
166	жанра и	1	2
167	в тех	2	2
168	так сказать	2	2
169	в значении	2	2
170	своем распоряжении	1	2
171	в принципе	1	2
172	том чтобы	4	2
173	на этом	2	2
174	так например	1	2
175	исходя из	1	2
176	в каждом	1	2
177	того или	3	2
178	и тем	6	2
179	рассказывает что	1	2
