1	по отношению к	10	19
2	в эстетический объект	2	12
3	не может быть	1	11
4	с точки зрения	3	6
5	в отличие от	7	5
6	и прежде всего	2	5
7	позицию по отношению	1	4
8	не входит в	1	4
9	в художественном произведении	1	4
10	в конечном счете	3	4
11	эстетического объекта и	1	4
12	с другой стороны	5	4
13	в противном случае	2	3
14	в иных случаях	1	3
15	все то что	1	3
16	в этом смысле	3	3
17	в основе своей	2	3
18	тем не менее	3	3
19	в том что	5	3
20	в то же	6	3
21	с одной стороны	2	3
22	бы то ни	1	3
23	то же время	6	3
24	то есть его	1	2
25	не имеет автора-творца	1	2
26	ни в коем	2	2
27	не совпадает с	1	2
28	начало и конец	1	2
29	не могут быть	1	2
30	того или иного	3	2
31	то ни было	1	2
32	в нашем примере	1	2
33	и в то	2	2
34	для того чтобы	2	2
35	то или иное	1	2
36	коем случае не	2	2
37	момент художественной формы	1	2
38	входит в эстетический	1	2
39	той или иной	5	2
40	можно сказать что	3	2
41	мы имеем дело	2	2
42	только в искусстве	1	2
43	в коем случае	2	2
44	и тем самым	1	2
45	и др в	1	2
46	конститутивный момент художественной	1	2
47	может и не	1	2
48	эстетическая деятельность направлена	1	1
49	отношению к которому	1	1
50	о мире и	1	1
51	к тому что	2	1
52	в его эстетической	1	1
53	таким образом и	1	1
54	содержание эстетической деятельности	1	1
55	быть не может	1	1
56	что иное как	1	1
57	факторов художественного впечатления	2	1
58	в равной степени	2	1
59	направленной на произведение	1	1
60	то есть в	1	1
61	художественное произведение и	1	1
62	в самом произведении	1	1
63	отношения к миру	1	1
64	его то есть	1	1
65	в одном и	1	1
66	и как бы	1	1
67	в виду что	1	1
68	чего еще нет	1	1
69	а не с	1	1
70	не что иное	1	1
71	ни к чему	1	1
72	может быть признано	1	1
73	в связи с	1	1
74	как это ни	1	1
75	искусства может быть	2	1
76	до того времени	1	1
77	незаместимое место в	1	1
78	в значительной степени	2	1
79	художественного восприятия как	1	1
80	с самим собою	1	1
81	в свое время	1	1
82	деятельности созерцания направленной	1	1
83	в то время	1	1
84	автор-творец конститутивный момент	1	1
85	это и есть	1	1
86	бы они ни	1	1
87	имеем дело с	1	1
88	когда для смертного	1	1
89	та или иная	1	1
90	отношению к нему	1	1
91	чего бы то	1	1
92	в том и	2	1
93	они ни были	1	1
94	произведения в ее	1	1
95	лингвистической точки зрения	1	1
96	эстетической деятельности созерцания	1	1
97	могли бы быть	1	1
98	может быть определен	1	1
99	есть не что	1	1
100	в которой я	1	1
101	не может обладать	1	1
102	человека и его	1	1
103	в свою очередь	2	1
104	может быть и	1	1
105	является как бы	1	1
106	а в том	1	1
107	и в том	1	1
108	перевод его в	1	1
109	к вопросу о	1	1
110	себя только в	1	1
111	и в самом	1	1
112	осуществляет себя только	1	1
113	созерцания направленной на	1	1
114	к чему не	1	1
115	иметь в виду	1	1
116	эстетическое вполне осуществляет	1	1
117	как и в	1	1
118	в таких случаях	1	1
119	иметь место в	1	1
120	подобно тому как	1	1
121	вследствие того что	1	1
122	в настоящее время	1	1
123	вполне осуществляет себя	1	1
124	тем или иным	2	1
125	до известной степени	2	1
