N	3gram	Bakhtin_Pr_5	KulturaY
1	с точки зрения	2	16
2	в самом деле	1	11
3	для того чтобы	1	11
4	можно было бы	2	10
5	тем не менее	1	9
6	до сих пор	1	8
7	в том что	2	8
8	той или иной	4	5
9	в этом случае	1	4
10	в данном случае	1	4
11	и в этом	2	4
12	и в самом	3	4
13	на самом деле	9	3
14	сих пор еще	1	3
15	сам по себе	2	3
16	с другой стороны	3	3
17	не может быть	3	3
18	так и в	2	3
19	о том что	1	3
20	смысле этого слова	2	2
21	сплошь да рядом	1	2
22	в той или	4	2
23	и того же	1	2
24	по отношению к	6	2
25	как раз и	2	2
26	самом деле не	1	2
27	в отличие от	2	2
28	было бы привести	1	2
29	в своей статье	1	2
30	точки зрения на	1	2
31	потому что в	1	2
32	одного и того	1	2
33	сама по себе	1	2
34	что и в	1	2
35	к тому же	3	2
36	как мы видели	1	2
37	в свое время	1	2
38	в сущности уже	1	1
39	другой точки зрения	1	1
40	что же касается	1	1
41	в чем же	1	1
42	и к тому	2	1
43	что здесь можно	1	1
44	а вовсе не	1	1
45	прежде всего в	1	1
46	в этом смысле	3	1
47	то же самое	1	1
48	он мог бы	1	1
49	одних и тех	1	1
50	не только слово	2	1
51	и не может	2	1
52	и в то	2	1
53	примеров достаточно все	1	1
54	это еще не	1	1
55	что он не	1	1
56	а что же	1	1
57	в строгом смысле	1	1
58	бы то ни	3	1
59	после всего этого	1	1
60	а так как	1	1
61	но в этом	1	1
62	по крайней мере	1	1
63	не иначе как	1	1
64	это вовсе не	1	1
65	или иной степени	2	1
66	не только не	1	1
67	вместе с тем	1	1
68	и тех же	1	1
69	может быть и	1	1
70	этом смысле можно	1	1
71	не может обойтись	1	1
72	в то время	1	1
73	к другому и	2	1
74	пор еще не	1	1
75	все без исключения	1	1
76	более интересна что	1	1
77	как и слово	1	1
78	не только для	1	1
79	что он в	2	1
80	то что он	1	1
81	или иной форме	2	1
82	и в отношении	1	1
83	решается в сущности	1	1
84	во всяком случае	4	1
85	то же слово	1	1
86	нас прежде всего	1	1
87	независимо от их	1	1
88	тем более интересна	1	1
89	это потому что	1	1
90	ни одного слова	2	1
91	то же время	10	1
92	из которых каждый	1	1
93	но для этого	1	1
94	и вместе с	1	1
95	в свою очередь	1	1
96	и не даром	1	1
97	же время как	1	1
98	в этом я	1	1
99	и прежде всего	4	1
100	что на самом	1	1
101	но все же	2	1
102	в то же	10	1
103	к тому что	1	1
104	друг от друга	1	1
105	дают достаточный материал	1	1
106	мы увидим что	2	1
107	именно потому что	2	1
