N	2gram	Ircho_Kome_2	KulturaY
1	т е	1	38
2	и т	2	33
3	в том	11	30
4	и в	26	24
5	потому что	6	23
6	том что	9	21
7	т п	2	18
8	что в	9	17
9	того чтобы	6	17
10	для того	5	16
11	было бы	8	15
12	в этом	10	14
13	точки зрения	4	14
14	может быть	11	13
15	все же	4	12
16	таким образом	6	12
17	и не	14	12
18	в его	4	12
19	не в	2	11
20	только в	4	11
21	хотя бы	2	10
22	в самом	4	10
23	не только	7	10
24	в силу	2	10
25	у нас	1	10
26	вовсе не	2	10
27	самом деле	1	9
28	с точки	1	9
29	так как	4	9
30	если бы	9	9
31	о том	6	9
32	отношению к	3	9
33	прежде всего	4	9
34	то что	6	9
35	по отношению	3	8
36	то обстоятельство	1	8
37	то же	3	8
38	том чтобы	1	8
39	обстоятельство что	1	8
40	тем что	3	8
41	как раз	1	8
42	а не	1	8
43	не может	3	7
44	это не	2	7
45	в них	4	7
46	не менее	4	7
47	связи с	3	7
48	в области	1	7
49	так и	12	7
50	бы в	2	7
51	в качестве	5	7
52	с другой	2	7
53	с помощью	1	7
54	как бы	2	7
55	вместе с	9	7
56	только потому	2	6
57	мере в	1	6
58	мы имеем	2	6
59	на себе	1	6
60	в ней	3	6
61	однако не	1	6
62	в которой	5	6
63	все эти	1	6
64	можно было	4	6
65	что он	5	6
66	в какой	2	6
67	но и	10	6
68	именно в	1	6
69	что же	1	6
70	все это	3	6
71	этого рода	1	6
72	другой стороны	1	6
73	например в	3	5
74	еще не	6	5
75	но не	3	5
76	не просто	1	5
77	и вовсе	2	5
78	что это	4	5
79	и с	5	5
80	но уже	1	5
81	рядом с	2	5
82	с тем	5	5
83	и его	12	5
84	к тому	12	5
85	в виду	2	5
86	с ним	1	5
87	и что	2	5
88	между тем	4	5
89	всяком случае	2	5
90	содержание и	1	5
91	что не	1	5
92	в той	2	5
93	в результате	1	5
94	целый ряд	2	5
95	а в	3	5
96	речи и	1	5
97	во всяком	2	5
98	того же	3	4
99	что эти	1	4
100	и на	7	4
101	с его	5	4
102	в рамках	1	4
103	как в	3	4
104	в целом	4	4
105	из этих	4	4
106	роль в	2	4
107	в нем	6	4
108	в первую	3	4
109	того или	1	4
110	и тогда	1	4
111	из области	1	4
112	тем не	1	4
113	тем самым	1	4
114	того как	3	4
115	иными словами	1	4
116	и является	1	4
117	к себе	1	4
118	в пределах	1	4
119	не на	1	4
120	в самой	3	4
121	внимание на	1	4
122	что и	7	4
123	с ними	2	4
124	должен быть	1	4
125	так что	5	4
126	речь в	1	4
127	из них	7	4
128	со стороны	2	4
129	до сих	2	4
130	там где	1	4
131	в частности	4	4
132	с этим	5	4
133	в тех	3	4
134	по существу	1	4
135	сих пор	2	4
136	один из	5	4
137	же в	4	4
138	в этих	4	4
139	так же	1	4
140	в первом	2	3
141	в котором	3	3
142	той же	3	3
143	в сущности	1	3
144	на себя	7	3
145	то это	2	3
146	то мы	1	3
147	в общем	1	3
148	в истории	5	3
149	в связи	3	3
150	в своем	6	3
151	хотя и	4	3
152	когда он	1	3
153	более или	1	3
154	в этой	3	3
155	с их	4	3
156	в себе	1	3
157	и если	2	3
158	на его	1	3
159	не имеют	1	3
160	что она	2	3
161	соответствии с	1	3
162	несмотря на	1	3
163	или менее	1	3
164	в г	17	3
165	в их	3	3
166	представление о	2	3
167	даже в	2	3
168	тому что	4	3
169	значение слова	1	3
170	это слово	4	3
171	в духе	2	3
172	ли не	7	3
173	свою очередь	1	3
174	сводится к	1	3
175	не с	1	3
176	ясно что	8	3
177	и здесь	6	3
178	нуждается в	1	3
179	этом смысле	2	3
180	обе эти	1	3
181	уже в	4	3
182	в одном	2	3
183	на долю	1	3
184	не было	3	3
185	и даже	1	3
186	или иной	1	3
187	к которому	1	3
188	в свою	1	3
189	а с	1	3
190	в соответствии	1	3
191	если не	2	3
192	как это	4	3
193	со словом	1	3
194	нам не	1	3
195	в системе	1	3
196	была бы	1	3
197	или иного	1	3
198	как на	1	3
199	гораздо более	1	3
200	речь идет	3	2
201	одним из	2	2
202	и есть	2	2
203	очень много	1	2
204	бы и	2	2
205	один пример	1	2
206	думаю что	1	2
207	что его	3	2
208	значение и	1	2
209	не все	1	2
210	если в	2	2
211	меньше всего	4	2
212	идет о	2	2
213	что касается	3	2
214	тех случаях	1	2
215	и как	1	2
216	но в	3	2
217	от этого	2	2
218	так или	3	2
219	чуть ли	2	2
220	больше всего	1	2
221	он не	2	2
222	пример из	1	2
223	но все	3	2
224	в каждом	3	2
225	к г	1	2
226	в состоянии	1	2
227	первую очередь	3	2
228	и мы	1	2
229	ни в	5	2
230	этого не	1	2
231	как и	4	2
232	как таковой	1	2
233	и еще	2	2
234	но если	3	2
235	и при	1	2
236	в своей	3	2
237	не столько	1	2
238	вопрос о	3	2
239	и более	1	2
240	том же	1	2
241	вместе со	1	2
242	по себе	1	2
243	до конца	1	2
244	в то	6	2
245	как о	1	2
246	не имеет	3	2
247	ничего не	1	2
248	что их	2	2
249	никогда не	1	2
250	же время	3	2
251	не является	2	2
252	ли в	1	2
253	если мы	1	2
254	в собственном	1	2
255	действия и	1	2
256	не мог	1	2
257	чтобы дать	1	2
258	было в	1	2
259	когда в	2	2
260	о котором	1	2
261	одно из	2	2
262	в разных	1	2
263	на примере	1	2
264	никак не	1	2
265	это было	4	2
266	в греческой	1	2
267	каждом из	1	2
268	раз на	1	2
269	в современной	1	2
270	как например	1	2
271	любовь к	1	2
272	тот же	2	2
273	конечно не	1	2
274	ряде случаев	1	2
275	доказывает что	1	2
276	в большинстве	1	2
277	то и	1	2
278	ни одного	1	2
279	свидетельствует о	1	2
280	ознакомиться с	1	2
281	а то	1	2
282	может служить	1	2
283	общения и	1	2
284	были бы	1	2
285	или иначе	3	2
286	в каком	1	2
287	на этот	4	2
288	даже для	1	2
289	а на	2	2
290	так называемой	3	2
291	о чем	3	2
292	речь всегда	1	2
293	не всегда	2	2
294	в это	2	2
295	к своему	1	2
296	своего времени	2	2
297	в контексте	1	2
298	с этой	3	2
299	не раз	1	2
300	в более	1	2
301	и для	4	2
302	случаях когда	1	2
303	или в	3	2
304	для нас	3	2
305	и все	2	2
306	тем более	1	2
307	между ними	1	2
308	не говоря	2	2
309	в последнем	1	2
310	говоря о	1	1
311	а из	2	1
312	для себя	1	1
313	тех же	3	1
314	или к	1	1
315	у двух	1	1
316	из самых	2	1
317	двух остальных	1	1
318	из его	2	1
319	едва ли	14	1
320	и этот	1	1
321	его не	1	1
322	повседневной жизни	1	1
323	не приходится	1	1
324	в семье	1	1
325	говорить о	2	1
326	вместо того	1	1
327	из того	1	1
328	но даже	1	1
329	похожи на	3	1
330	это время	3	1
331	когда речь	1	1
332	не был	1	1
333	к ее	1	1
334	столь же	9	1
335	время в	1	1
336	слова эти	1	1
337	в различных	1	1
338	теперь в	2	1
339	что люди	1	1
340	как правило	3	1
341	все больше	2	1
342	сомневаться что	1	1
343	в область	1	1
344	то он	1	1
345	силу этого	2	1
346	с совершенно	1	1
347	факты из	1	1
348	отношение к	2	1
349	отличие от	2	1
350	широко распространенных	1	1
351	друг от	1	1
352	из таких	1	1
353	менее важно	1	1
354	в одной	2	1
355	государства и	1	1
356	общего с	1	1
357	как к	1	1
358	помнить что	1	1
359	которое и	1	1
360	речи из	1	1
361	в действительности	2	1
362	следующим образом	1	1
363	следует остановиться	1	1
364	он дал	1	1
365	со своей	3	1
366	шире и	1	1
367	представлению о	1	1
368	себя то	1	1
369	проблем в	1	1
370	мне не	1	1
371	в чем	1	1
372	что нас	1	1
373	в нашем	2	1
374	выражение в	1	1
375	думать что	1	1
376	ii и	1	1
377	по имени	4	1
378	родился в	1	1
379	как он	3	1
380	не следует	2	1
381	идти речь	1	1
382	чтобы установить	1	1
383	в разработке	1	1
384	i в	1	1
385	любой из	1	1
386	на этом	2	1
387	в большой	1	1
388	и стало	1	1
389	от нее	1	1
390	а вместе	1	1
391	то ни	2	1
392	же не	2	1
393	не считать	1	1
394	том случае	1	1
395	об этом	2	1
396	связанных с	2	1
397	а их	1	1
398	что подобная	1	1
399	на все	1	1
400	во-вторых не	1	1
401	буквальный перевод	1	1
402	и свидетельствует	1	1
403	на протяжении	10	1
404	не хуже	1	1
405	их сделать	1	1
406	находит и	1	1
407	уж не	1	1
408	мы встретим	1	1
409	в жизни	1	1
410	на второй	1	1
411	выступает не	1	1
412	силы в	1	1
413	человек который	1	1
414	для своего	1	1
415	шаг вперед	1	1
416	необходимость в	1	1
417	и уже	1	1
418	мы видели	1	1
419	вместо него	1	1
420	народа и	1	1
421	со всей	1	1
422	на первый	1	1
423	во второй	1	1
424	в следующем	2	1
425	и без	1	1
426	бы привести	1	1
427	всего похожи	1	1
428	почти ни	1	1
429	в отличие	2	1
430	то лишь	1	1
431	должны были	1	1
432	друг другу	3	1
433	но они	1	1
434	однако в	2	1
435	в устах	1	1
436	что например	1	1
437	освободиться от	1	1
438	человеку не	1	1
439	также что	2	1
440	любви и	1	1
441	из нас	1	1
442	важно что	4	1
443	иметь в	1	1
444	та или	1	1
445	из других	1	1
446	правда в	1	1
447	одна из	2	1
448	отнестись к	1	1
449	из четырех	2	1
450	таким путем	1	1
451	более что	1	1
452	и после	2	1
453	как не	2	1
454	с достаточной	2	1
455	и теперь	1	1
456	что речь	1	1
