N	2gram	Bakhtin_Fr_5	VerxiiNi
1	и в	45	26
2	таким образом	8	22
3	с тем	2	18
4	в этом	14	15
5	вместе с	3	15
6	точки зрения	4	13
7	как бы	12	12
8	в том	10	11
9	из этих	3	10
10	не только	14	10
11	и с	10	10
12	может быть	2	10
13	связи с	6	9
14	в области	1	9
15	так как	6	9
16	но и	10	9
17	что в	12	9
18	но не	4	8
19	в общем	4	8
20	и у	5	8
21	и не	15	8
22	как на	4	8
23	но в	14	7
24	связанные с	3	7
25	но все	1	7
26	из них	1	7
27	том что	7	7
28	потому что	7	7
29	в эпоху	7	7
30	к нему	2	7
31	то что	2	7
32	того же	3	6
33	все же	2	6
34	все эти	5	6
35	в себе	1	6
36	с точки	2	6
37	в отношении	2	6
38	к тому	2	6
39	так и	6	6
40	и т.д	2	6
41	о том	4	6
42	в конце	7	6
43	что и	7	6
44	несмотря на	2	6
45	и потому	1	6
46	все это	7	6
47	во всяком	1	6
48	сих пор	3	5
49	и к	5	5
50	тому же	4	5
51	в мире	1	5
52	лишь в	2	5
53	не имеет	3	5
54	того чтобы	6	5
55	никогда не	1	5
56	с другом	2	5
57	для того	6	5
58	образом в	1	5
59	в его	13	5
60	до сих	3	5
61	а не	4	5
62	к жизни	1	5
63	друг с	2	5
64	и для	3	5
65	так же	8	5
66	одной из	5	5
67	том числе	4	5
68	в котором	1	4
69	то же	11	4
70	в течение	3	4
71	целый ряд	1	4
72	в самом	4	4
73	в этой	6	4
74	и по	1	4
75	что все	2	4
76	то есть	25	4
77	должен был	1	4
78	он не	6	4
79	далеко не	1	4
80	в которых	3	4
81	в то	11	4
82	очень мало	1	4
83	в нем	10	4
84	а в	4	4
85	числе и	2	4
86	и что	2	4
87	и только	2	4
88	только в	4	4
89	на этот	3	4
90	не может	5	4
91	в так	1	4
92	и от	4	4
93	во время	12	4
94	что он	6	4
95	в виде	1	4
96	же как	4	3
97	в народном	2	3
98	если в	2	3
99	в своем	11	3
100	когда он	2	3
101	и как	5	3
102	что это	2	3
103	и если	2	3
104	при этом	2	3
105	и при	1	3
106	тем не	1	3
107	если бы	1	3
108	не менее	3	3
109	к концу	1	3
110	в других	1	3
111	и о	4	3
112	можно сказать	2	3
113	в значительной	2	3
114	того что	3	3
115	но с	1	3
116	хотя бы	2	3
117	в качестве	2	3
118	для него	3	3
119	в одном	3	3
120	к ним	1	3
121	случае не	1	3
122	и даже	4	3
123	в связи	5	3
124	в рамках	1	3
125	сознание своей	1	3
126	и таким	1	3
127	отношению к	1	3
128	и другие	3	3
129	к этому	2	3
130	в таком	1	3
131	одним из	5	2
132	связана с	1	2
133	и это	4	2
134	и больше	2	2
135	его не	4	2
136	надо было	1	2
137	еще не	1	2
138	и на	5	2
139	с его	7	2
140	во всех	13	2
141	различия между	1	2
142	на небе	3	2
143	относится к	2	2
144	общего с	1	2
145	стихии и	1	2
146	и наконец	2	2
147	он в	2	2
148	на то	1	2
149	перестает быть	2	2
150	они в	1	2
151	не как	1	2
152	и связанные	2	2
153	из него	1	2
154	те же	1	2
155	них не	1	2
156	на все	2	2
157	что большинство	1	2
158	в них	6	2
159	творца и	1	2
160	мы видели	7	2
161	богу и	1	2
162	и сейчас	1	2
163	признать что	1	2
164	которые в	1	2
165	не в	7	2
166	вплоть до	2	2
167	тогда когда	1	2
168	ее с	1	2
169	не могло	3	2
170	больше чем	2	2
171	в самой	8	2
172	же время	9	2
173	и является	1	2
174	так например	2	2
175	этом отношении	5	2
176	ему в	1	2
177	и здесь	4	2
178	начиная с	2	2
179	не могут	2	2
180	выход из	1	2
181	той или	1	2
182	пор еще	2	2
183	время он	1	2
184	этот путь	2	2
185	ничего общего	1	2
186	значительной мере	1	2
187	и сами	1	2
188	приводит к	1	2
189	в образе	1	2
190	связанных с	3	2
191	по тому	2	2
192	для этого	1	2
193	к одной	1	2
194	а также	4	2
195	народная культура	1	2
196	добра и	1	2
197	между тем	2	2
198	вслед за	1	2
199	наконец в	1	2
200	исторического развития	1	2
201	у всех	1	2
202	быть и	1	2
203	один из	2	2
204	тот же	1	2
205	положение в	1	2
206	между этими	1	2
207	от них	1	2
208	иной характер	1	2
209	со всеми	5	2
210	для всех	3	2
211	конечно не	2	2
212	эти черты	1	2
213	в начале	2	2
214	свидетельствует о	1	2
215	одно из	2	2
216	и люди	1	2
217	мы можем	2	2
218	он один	1	2
219	но вместе	1	2
220	из своих	2	2
221	или иной	1	2
222	и из	1	2
223	именно в	3	2
224	к которому	1	2
225	прежде всего	10	2
226	связано с	1	2
227	превращается в	2	2
228	не было	3	2
229	и все	7	2
230	так называемой	1	2
231	в одно	2	2
232	если не	1	2
233	должна была	1	2
234	связь с	3	2
235	человек должен	1	2
236	по своему	4	2
237	по существу	3	2
238	благодаря этому	2	2
239	только для	2	2
240	же самое	2	2
241	в другое	2	2
242	совершенно иной	1	2
243	пути к	1	2
244	из себя	1	2
245	в эту	2	2
246	в свою	1	2
247	связанный с	1	2
