N	2gram	Tiupa_Lite_3	Problema
1	и не	22	28
2	то есть	5	27
3	не только	14	24
4	только в	7	23
5	вовсе не	1	21
6	и в	16	20
7	в том	12	20
8	не просто	1	16
9	то что	12	15
10	потому что	3	15
11	точки зрения	7	14
12	у нас	2	14
13	той или	2	14
14	было бы	2	14
15	но и	14	14
16	перед нами	1	13
17	не в	10	13
18	или иной	2	13
19	в нашем	1	12
20	в себе	6	12
21	том что	8	12
22	не есть	1	12
23	с точки	3	11
24	по себе	2	11
25	прежде всего	3	11
26	подобного рода	1	11
27	как будто	4	11
28	едва ли	3	10
29	отнюдь не	3	10
30	тем не	1	10
31	и его	6	10
32	не менее	2	10
33	так и	9	10
34	в качестве	5	10
35	это значит	1	10
36	в этом	14	9
37	может быть	12	9
38	и даже	2	9
39	все это	1	9
40	но в	3	8
41	содержит в	1	8
42	если бы	2	8
43	что он	5	8
44	в той	1	8
45	и все	1	8
46	то же	9	7
47	в ней	1	7
48	еще не	6	7
49	и с	2	7
50	это не	5	7
51	здесь не	2	7
52	хотя бы	1	7
53	и тем	3	7
54	есть в	1	7
55	с другой	6	7
56	именно в	5	7
57	сказать что	1	7
58	а не	12	7
59	и потому	2	7
60	такого рода	10	7
61	есть не	1	6
62	при этом	15	6
63	как и	5	6
64	в данном	4	6
65	же самое	2	6
66	в виду	1	6
67	а также	4	6
68	что здесь	1	6
69	так что	1	6
70	но это	1	6
71	и от	1	6
72	для нас	1	6
73	другой стороны	2	6
74	в таком	1	6
75	на самом	1	5
76	но не	4	5
77	как в	5	5
78	хотя и	4	5
79	и если	4	5
80	в нем	2	5
81	в них	1	5
82	в этих	1	5
83	когда мы	1	5
84	и о	1	5
85	в ее	5	5
86	данном случае	4	5
87	о том	6	5
88	можно сказать	2	5
89	жизни и	3	5
90	уже не	3	5
91	так как	1	5
92	случае не	1	5
93	то и	1	5
94	не может	8	5
95	вместе с	5	5
96	так же	2	5
97	ничего общего	1	5
98	и т	1	4
99	это и	1	4
100	человеческих отношений	1	4
101	и есть	1	4
102	и наконец	3	4
103	уже в	1	4
104	в этой	8	4
105	времени и	1	4
106	с тем	1	4
107	несмотря на	2	4
108	в своей	7	4
109	в одном	4	4
110	в отношении	1	4
111	тем самым	7	4
112	не имеет	1	4
113	только не	1	4
114	нет ни	1	4
115	здесь как	2	4
116	жизнь и	1	4
117	во всех	2	4
118	и только	2	4
119	стороны однако	1	4
120	одной из	1	4
121	и ее	2	4
122	или даже	1	4
123	ни с	2	4
124	что не	2	4
125	с этим	1	4
126	как бы	8	4
127	в художественном	1	4
