N	3gram	Tiupa_Lite_3	Psycholo
1	в самом деле	2	18
2	на то что	2	12
3	в том что	4	11
4	и в самом	2	10
5	с точки зрения	3	9
6	то же самое	2	8
7	для того чтобы	1	8
8	и т п	1	5
9	с одной стороны	4	5
10	с другой стороны	2	5
11	и то что	1	3
12	о том что	4	3
13	о том как	1	2
14	на самом деле	1	2
15	того же самого	1	2
16	только в том	1	2
17	то что в	1	2
18	вместе с тем	1	2
19	в данном случае	4	2
20	может быть не	1	2
21	одного из них	1	2
22	я не могу	1	2
23	мы все время	1	2
24	и вместе с	2	2
25	в свою очередь	1	2
26	к тому что	1	2
27	по аналогии с	1	2
28	что он все	1	1
29	не будь ее	1	1
30	более или менее	1	1
31	как и всякое	1	1
32	в ней есть	1	1
33	в отличие от	5	1
34	в этом отношении	5	1
35	до самого конца	1	1
36	о котором не	1	1
37	с этой точки	1	1
38	в первой половине	2	1
39	которые могли бы	1	1
40	в своей основе	1	1
41	который может быть	1	1
42	состоит в том	2	1
43	и при этом	1	1
44	в зависимость от	1	1
45	том что они	1	1
46	в целом ряде	1	1
47	потому что здесь	1	1
48	что несмотря на	1	1
49	этой точки зрения	1	1
50	в том чтобы	2	1
51	другой стороны читатель	1	1
52	не только не	1	1
53	до какой степени	1	1
54	но и не	2	1
55	как бы в	1	1
56	не может быть	3	1
57	подобно тому как	2	1
58	к тому же	5	1
59	как раз в	1	1
60	еще раз в	1	1
