N	3gram	Vygotskiy__3	Komedia
1	до сих пор	1	9
2	в том что	17	9
3	для того чтобы	7	6
4	в свою очередь	2	6
5	о том что	3	4
6	с самого начала	6	4
7	по отношению к	2	3
8	о том как	1	3
9	с точки зрения	1	3
10	вместе с тем	10	3
11	в связи с	5	3
12	во всяком случае	4	3
13	и в самом	1	3
14	с одной стороны	5	3
15	тем не менее	5	3
16	то же самое	1	3
17	состоит в том	3	2
18	так или иначе	1	2
19	в этом случае	1	2
20	по сравнению с	3	2
21	бы то ни	1	2
22	в этом отношении	3	2
23	то время как	4	2
24	то ни было	1	2
25	в конце концов	1	2
26	по отношению ко	1	2
27	с другой стороны	3	2
28	с полным основанием	1	2
29	то обстоятельство что	3	2
30	в то время	4	2
31	в известной степени	1	2
32	на этот раз	1	2
33	что и в	5	2
34	том что она	1	1
35	не в состоянии	1	1
36	и тому же	1	1
37	ничем не отличаются	1	1
38	сравнению с тем	1	1
39	отношению ко всем	1	1
40	более или менее	1	1
41	подобно тому как	1	1
42	в том числе	1	1
43	на первый план	2	1
44	не отличаются от	1	1
45	в зависимости от	5	1
46	в отличие от	6	1
47	независимо от того	3	1
48	отнюдь не является	1	1
49	за то что	1	1
50	на то что	3	1
51	на пути к	2	1
52	с этой точки	2	1
53	что он так	1	1
54	же что и	1	1
55	даже если бы	1	1
56	здесь мы видим	1	1
57	таким же образом	1	1
58	что мы не	1	1
59	в самом начале	1	1
60	остается то что	1	1
61	в том чтобы	1	1
62	один из них	1	1
63	не сводится к	1	1
64	одной стороны он	1	1
65	и в отношении	2	1
66	первая из них	1	1
67	из них не	1	1
68	мы подходим к	1	1
69	в случае с	1	1
70	обо всем этом	1	1
71	этой точки зрения	2	1
72	но столь же	1	1
73	как с помощью	1	1
74	что и у	1	1
75	так же точно	3	1
76	так как этот	1	1
77	так и в	2	1
78	ничего общего с	1	1
79	они относятся к	1	1
80	к одному и	1	1
81	и остается в	1	1
82	в самом его	1	1
83	являющаяся одним из	1	1
84	он так же	1	1
85	по этому поводу	1	1
86	таким образом что	2	1
87	к тому что	1	1
88	друг от друга	1	1
89	друг с другом	5	1
90	и в этом	2	1
91	и в его	1	1
92	человека и его	1	1
93	так как он	1	1
94	одному и тому	1	1
95	и все его	1	1
96	для нас важно	1	1
97	том числе и	1	1
98	как в случае	1	1
