N	2gram	Losev_Dial_1	Problema
1	то есть	1	46
2	в его	3	43
3	и не	30	42
4	и в	18	38
5	не может	12	27
6	может быть	17	26
7	как бы	11	22
8	отнюдь не	9	19
9	и с	5	17
10	и его	1	16
11	в этом	12	15
12	в нем	16	15
13	и т	21	14
14	только в	3	13
15	т п	2	13
16	прежде всего	10	13
17	но не	4	12
18	в искусстве	1	12
19	во всех	1	11
20	ни в	15	11
21	и для	2	11
22	отношение к	5	10
23	таким образом	1	10
24	в их	3	10
25	к нему	8	10
26	не только	13	9
27	в поэзии	1	9
28	не имеет	15	9
29	его в	1	9
30	но и	7	9
31	и как	7	8
32	было бы	12	8
33	точки зрения	17	8
34	место в	1	8
35	для нее	2	8
36	в том	9	8
37	и др	1	8
38	то что	13	8
39	еще не	2	7
40	в самом	3	7
41	вообще не	1	7
42	как и	2	7
43	и становится	1	7
44	не в	6	7
45	как мы	4	7
46	с другой	6	7
47	между тем	1	7
48	объекта и	2	7
49	совершенно не	8	7
50	в своей	2	7
51	что в	13	7
52	отношения к	3	6
53	самом деле	3	6
54	там где	1	6
55	и наконец	1	6
56	не к	1	6
57	форма есть	1	6
58	не всегда	1	6
59	с точки	12	6
60	не есть	40	6
61	и этим	1	6
62	можно только	2	6
63	ничего не	17	6
64	мы можем	4	6
65	все же	5	6
66	а в	5	6
67	только как	2	6
68	в своем	5	5
69	все эти	2	5
70	при этом	1	5
71	то же	10	5
72	это не	9	5
73	в них	3	5
74	далеко не	1	5
75	так и	9	5
76	в основе	3	5
77	и о	3	5
78	никогда не	9	5
79	не нужно	2	5
80	с ним	6	5
81	может иметь	3	5
82	конечно не	3	5
83	а не	14	5
84	могут быть	3	5
85	быть только	1	5
86	должно быть	3	5
87	все они	1	5
88	имеет место	1	5
89	на самом	3	4
90	должна быть	3	4
91	в виду	5	4
92	в ней	3	4
93	но конечно	2	4
94	относится к	2	4
95	не входят	1	4
96	как в	2	4
97	но в	6	4
98	в себе	11	4
99	в данном	3	4
100	не должна	2	4
101	не менее	2	4
102	но они	2	4
103	тем самым	1	4
104	в то	6	4
105	известной степени	1	4
106	должны быть	1	4
107	здесь не	1	4
108	в ее	1	4
109	можно было	5	4
110	не с	5	4
111	о том	4	4
112	своим предметом	1	4
113	с ними	2	4
114	в предмете	1	4
115	и только	1	4
116	что не	7	4
117	и потому	3	4
118	лишь как	2	4
119	хотя бы	6	4
120	может и	4	4
121	между ними	1	4
122	сказать что	10	4
123	другой стороны	4	4
124	также и	7	3
125	например в	1	3
126	действительности и	3	3
127	говорить о	5	3
128	мы будем	1	3
129	точка зрения	2	3
130	менее всего	1	3
131	нет и	1	3
132	помнить что	2	3
133	кроме того	1	3
134	и к	1	3
135	он не	3	3
136	в мире	2	3
137	а как	1	3
138	с другими	2	3
139	и тем	1	3
140	несмотря на	10	3
141	том что	9	3
142	есть его	1	3
143	тем не	1	3
144	имеем дело	1	3
145	же время	4	3
146	или как	1	3
147	как только	2	3
148	и это	2	3
149	хотя и	4	3
150	и от	2	3
151	в дальнейшем	5	3
