N	3gram	Tiupa_Narr_1	Myshleni
1	в том что	8	19
2	по отношению к	6	10
3	с точки зрения	2	10
4	так же как	2	6
5	можно сказать что	4	6
6	то же самое	1	6
7	можно было бы	2	5
8	и тем самым	3	5
9	друг с другом	1	5
10	и того же	1	4
11	одного и того	1	4
12	как мы видели	1	4
13	том что оно	1	3
14	до сих пор	1	3
15	в этом отношении	3	3
16	в первую очередь	1	3
17	в первом случае	2	3
18	не в состоянии	1	2
19	состоит в том	3	2
20	в этом смысле	1	2
21	в том же	1	2
22	до известной степени	1	2
23	только то что	1	2
24	независимо от того	1	2
25	на сегодняшний день	1	2
26	и то что	1	2
27	то что он	1	2
28	с другой стороны	4	2
29	совершенно очевидно что	1	2
30	в связи с	2	2
31	мы имеем дело	2	2
32	не может быть	5	2
33	является как бы	1	2
34	том что в	1	1
35	один и тот	1	1
36	что иное как	2	1
37	на всем протяжении	1	1
38	как то что	1	1
39	в иной ситуации	1	1
40	на самом деле	1	1
41	что один из	1	1
42	в том числе	6	1
43	в качестве своего	1	1
44	же как и	1	1
45	друг от друга	1	1
46	мы не имеем	1	1
47	сами по себе	2	1
48	самом деле не	1	1
49	в отличие от	5	1
50	и все их	1	1
51	как это часто	1	1
52	по аналогии с	1	1
53	том числе и	4	1
54	он не может	1	1
55	точно так же	2	1
56	и здесь но	1	1
57	с этой точки	1	1
58	не то что	2	1
59	чего он сам	1	1
60	здесь но в	1	1
61	в том или	2	1
62	сам по себе	1	1
63	содержит в себе	1	1
64	подтверждает нашу мысль	1	1
65	в данном случае	4	1
66	один из них	1	1
67	не только в	2	1
68	в первый раз	1	1
69	с одной стороны	7	1
70	и тот же	1	1
71	что именно в	1	1
72	связаны между собой	1	1
73	имеем дело с	1	1
74	переход от одной	2	1
75	а не как	1	1
76	все равно что	1	1
77	это часто бывает	1	1
78	этой точки зрения	2	1
79	конкретных проблем в	1	1
80	есть не что	1	1
81	на фоне которых	1	1
82	и как бы	1	1
83	они и не	1	1
84	с не меньшим	1	1
85	не что иное	2	1
86	как и в	1	1
87	в свою очередь	3	1
88	не может не	2	1
89	в самом деле	1	1
90	той или иной	4	1
91	включает в себя	1	1
92	не с точки	1	1
93	бы он ни	1	1
94	но не может	1	1
95	тех или иных	1	1
96	тем не менее	3	1
97	подобно тому как	2	1
98	принципиальное различие между	1	1
