N	2gram	Bakhtin_Pr_2	TeoriaLi
1	в мире	1	24
2	не только	11	18
3	в качестве	1	17
4	и не	29	16
5	я в	1	16
6	а в	5	14
7	и в	43	13
8	то есть	4	12
9	так и	3	12
10	может быть	23	12
11	в этом	13	11
12	при этом	6	11
13	в том	6	11
14	но не	5	10
15	и его	8	10
16	а не	7	10
17	то же	8	9
18	в его	10	9
19	по отношению	5	8
20	но и	14	8
21	отношению к	5	8
22	что в	4	8
23	отличие от	4	7
24	в себе	5	7
25	том что	2	7
26	точки зрения	13	7
27	в отличие	4	7
28	в то	7	7
29	по своей	1	7
30	во второй	1	7
31	только в	4	7
32	себя в	3	7
33	как это	1	7
34	еще не	9	6
35	с его	4	6
36	но в	10	6
37	в первой	2	6
38	лишь в	8	6
39	же время	5	6
40	как бы	22	6
41	в рамках	1	5
42	в своем	4	5
43	в самом	7	5
44	он не	9	5
45	как и	14	5
46	не в	11	5
47	однако в	1	5
48	в нем	12	5
49	в ее	1	5
50	в пределах	16	5
51	или иной	3	5
52	между тем	3	5
53	уже не	3	5
54	не случайно	1	5
55	с другой	4	5
56	как в	2	5
57	между ними	4	5
58	героя и	5	5
59	высказывания в	1	4
60	отношение к	2	4
61	хотя и	5	4
62	то что	7	4
63	ни в	2	4
64	в слове	5	4
65	в своей	4	4
66	в их	3	4
67	или менее	3	4
68	не менее	3	4
69	приводит к	6	4
70	читателя в	1	4
71	можно сказать	1	4
72	в форме	2	4
73	и ее	3	4
74	за пределами	1	4
75	но он	4	4
76	и т.п	1	4
77	не знает	3	4
78	сказать что	2	4
79	не может	18	4
80	более или	3	4
81	и то	2	3
82	между двумя	1	3
83	например в	2	3
84	художественного произведения	1	3
85	иного рода	1	3
86	в сторону	2	3
87	герой не	2	3
88	в художественном	3	3
89	перед нами	7	3
90	и к	3	3
91	в точке	2	3
92	все эти	5	3
93	в нашем	1	3
94	в этой	1	3
95	он должен	1	3
96	и по	1	3
97	самим собой	3	3
98	его в	3	3
99	этом смысле	2	3
100	мог бы	1	3
101	и сам	7	3
102	в этих	6	3
103	художественного творчества	2	3
104	тем не	2	3
105	в отношении	3	3
106	никогда не	9	3
107	на меня	2	3
108	как раз	4	3
109	той или	3	3
110	другой стороны	3	3
111	в произведении	4	3
112	так в	1	3
113	в другом	7	3
114	и что	5	3
115	входит в	2	3
116	того что	2	3
117	а с	2	3
118	человека с	1	3
119	для него	8	3
120	слова в	12	3
121	с ее	1	3
122	на почве	2	3
123	и др	2	3
124	прежде всего	10	3
125	и потому	1	3
126	по своему	2	3
127	этого слова	2	3
128	к которому	1	3
129	таким образом	5	3
130	или в	8	3
131	в основе	1	3
132	отношении к	2	3
133	речи и	4	3
134	я и	2	2
135	была бы	2	2
136	отношения к	2	2
137	того же	3	2
138	и это	4	2
139	это и	1	2
140	в присутствии	1	2
141	и больше	1	2
142	я как	1	2
143	случае это	1	2
144	но она	1	2
145	принадлежит к	1	2
146	на себя	2	2
147	я не	4	2
148	в целом	2	2
149	между собой	2	2
150	но как	1	2
151	у него	6	2
152	и весьма	1	2
153	ведет по	1	2
154	человеческих отношений	1	2
155	за пределы	3	2
156	сама по	4	2
157	его я	1	2
158	как к	1	2
159	и как	2	2
160	образом и	3	2
161	так или	1	2
162	но на	2	2
163	к герою	1	2
164	могут оказаться	2	2
165	к одному	6	2
166	этом мире	1	2
167	одно и	2	2
168	не следует	1	2
169	здесь мы	2	2
170	об этом	2	2
171	это не	3	2
172	и иных	1	2
173	и тем	1	2
174	вовсе не	5	2
175	с точки	8	2
176	от себя	1	2
177	высказывания и	2	2
178	их в	4	2
179	зрения и	3	2
180	по себе	11	2
181	даже в	3	2
182	автора и	2	2
