N	2gram	Losev_Prob_2	OGranits
1	и в	35	13
2	и его	1	12
3	прежде всего	11	9
4	может быть	18	8
5	не может	13	8
6	и не	37	8
7	в его	7	7
8	и их	3	7
9	точки зрения	2	7
10	только в	14	6
11	как бы	4	6
12	не только	24	6
13	то что	38	6
14	мы должны	3	6
15	таким образом	4	6
16	языка и	5	5
17	все же	8	5
18	и наконец	3	5
19	но ведь	3	5
20	хотя бы	12	5
21	и эта	1	5
22	мы не	7	4
23	но мы	3	4
24	слов и	1	4
25	тех пор	4	4
26	еще и	5	4
27	но в	6	4
28	до тех	4	4
29	вопроса о	1	4
30	мы можем	6	4
31	то же	5	4
32	лишь в	3	4
33	было бы	8	4
34	все это	4	4
35	только и	3	4
36	не является	7	4
37	вполне понятно	1	4
38	в каждом	1	4
39	и то	10	3
40	самом деле	4	3
41	в пределах	1	3
42	так и	7	3
43	г в	1	3
44	говорить о	10	3
45	в их	3	3
46	общего с	2	3
47	с этим	5	3
48	в себе	5	3
49	языка как	2	3
50	в одном	1	3
51	так как	7	3
52	здесь мы	3	3
53	но и	16	3
54	слово в	2	3
55	как системы	2	3
56	как и	5	3
57	и уже	1	3
58	что же	9	3
59	не в	2	3
60	да и	10	3
61	есть прежде	4	3
62	но для	1	3
63	и для	6	3
64	никогда не	1	3
65	и все	5	3
66	превращается в	1	3
67	что в	11	3
68	ничего общего	3	3
69	смысле слова	7	2
70	для себя	9	2
71	ни одно	1	2
72	и др	2	2
73	данном случае	5	2
74	представим себе	2	2
75	зависимости от	2	2
76	только его	3	2
77	роль в	2	2
78	и этот	3	2
79	мы уже	3	2
80	есть не	6	2
81	человеческой речи	4	2
82	является уже	1	2
83	если бы	4	2
84	что иное	3	2
85	иное как	3	2
86	не что	3	2
87	к предмету	3	2
88	с самого	3	2
89	себе что	2	2
90	в ней	2	2
91	ее в	1	2
92	а также	2	2
93	вне всякой	1	2
94	мы понимаем	1	2
95	между тем	1	2
96	в общем	4	2
97	в языке	15	2
98	во всей	1	2
99	каждый элемент	2	2
100	что они	3	2
101	к сожалению	6	2
102	и следовательно	4	2
103	может иметь	2	2
104	случае и	2	2
105	его на	1	2
106	как в	1	2
107	в данном	10	2
108	в этом	17	2
109	в лингвистике	1	2
110	в том	12	2
111	тот же	4	2
112	вся область	1	2
113	в действительности	2	2
114	или иного	5	2
115	от этого	1	2
116	которое мы	1	2
117	в целом	3	2
118	и тем	4	2
119	все эти	7	2
120	с одной	5	2
121	учение о	2	2
122	думать что	1	2
123	уже в	3	2
124	кажется что	1	2
125	иным как	1	2
126	в нем	1	2
127	при этом	3	2
128	в другом	1	2
129	говорить об	3	2
130	отношений между	1	2
131	вовсе не	37	2
132	в зависимости	2	2
133	о языке	3	2
134	тем что	4	2
135	в них	2	2
136	в области	6	2
137	с другой	6	2
138	в самом	5	2
139	входит в	2	2
140	того или	7	2
141	она является	1	2
142	мы считаем	2	2
143	не чем	1	2
144	одной стороны	5	2
145	не на	1	2
146	а не	10	2
147	другой стороны	5	2
148	между собою	4	2
149	представляет себе	1	2
150	не мог	1	2
151	несмотря на	3	2
152	в связи	5	2
153	том что	19	2
154	и при	2	2
155	и ее	2	2
156	так же	5	2
157	в отношении	4	2
158	в тех	2	2
159	слова и	4	2
160	с историей	2	2
161	не менее	13	2
162	что эта	1	2
163	самого начала	2	2
164	не имеет	7	2
165	сознания и	2	2
166	на язык	1	2
167	собственно говоря	2	2
168	бы в	3	2
169	и является	3	2
170	а в	4	2
171	еще в	2	2
172	нет ничего	2	2
173	и к	3	2
174	чем иным	1	2
175	в своих	3	2
176	каждое слово	1	2
177	к тому	3	2
178	и это	5	1
179	можно говорить	3	1
180	эти функции	1	1
181	одним из	1	1
182	также и	12	1
183	грамматика не	1	1
184	же как	1	1
185	и уж	5	1
186	упорно не	1	1
187	в виду	8	1
188	значительной мере	3	1
189	на нем	2	1
190	но далеко	1	1
191	что до	2	1
192	только потому	1	1
193	уже к	1	1
194	науки о	1	1
195	это и	3	1
196	в собственном	1	1
197	но тем	1	1
198	последнее время	1	1
199	самый предмет	1	1
200	и есть	4	1
201	нам кажется	2	1
202	и сводится	1	1
203	здесь и	1	1
204	ту же	1	1
205	и до	1	1
206	или иная	2	1
207	не имеют	1	1
208	ведь и	2	1
209	материи и	1	1
210	собственном смысле	1	1
211	будет существовать	1	1
212	на том	3	1
213	едва ли	9	1
214	можно было	5	1
215	что ведь	1	1
216	особенно в	1	1
217	отождествляется с	2	1
218	значения как	2	1
219	утверждаем что	1	1
220	здесь нет	1	1
221	возразить что	1	1
222	что изучение	1	1
223	или на	1	1
224	осуществляется в	1	1
225	мы имеем	1	1
226	и о	4	1
227	возможно только	2	1
228	мы в	3	1
229	вопрос о	3	1
230	до такой	1	1
231	и всякого	1	1
232	другое дело	1	1
233	для этого	3	1
234	по себе	8	1
235	исследования в	2	1
236	весьма характерное	1	1
237	не отвечает	1	1
238	разных типов	1	1
239	неподвижной и	1	1
240	на себя	1	1
241	знака до	1	1
242	с ее	1	1
243	и который	1	1
244	сводится к	2	1
245	но даже	3	1
246	ему в	1	1
247	этого термина	8	1
248	то это	3	1
249	есть акт	1	1
250	виде но	2	1
251	общения в	1	1
252	с большим	1	1
253	слово не	1	1
254	внимание на	3	1
255	другими словами	6	1
256	и являются	1	1
257	и что	13	1
258	еще не	10	1
259	столь же	1	1
260	время в	1	1
261	есть отражение	3	1
262	времени в	1	1
263	уже самое	1	1
264	ли кто-нибудь	2	1
265	и своей	1	1
266	тем как	1	1
267	то мы	1	1
268	не вошедшие	1	1
269	к нему	2	1
270	на самом	4	1
271	совсем не	7	1
272	но не	4	1
273	или иные	3	1
274	то он	1	1
275	точное и	1	1
276	что язык	1	1
277	переходит в	1	1
278	знаков не	1	1
279	же является	1	1
280	отношение к	1	1
281	тут же	8	1
282	в едином	1	1
283	нет и	3	1
284	или иное	2	1
285	и речи	3	1
286	на то	6	1
287	один и	2	1
288	каждом отдельном	1	1
289	которая и	2	1
290	языковых знаков	1	1
291	в истории	3	1
292	эта связь	2	1
293	в своем	4	1
294	то или	3	1
295	языкового знака	9	1
296	по своей	1	1
297	один из	3	1
298	и как	4	1
299	одной из	1	1
300	этот вопрос	1	1
301	что он	4	1
302	в известную	1	1
303	более или	4	1
304	звука и	2	1
305	или иную	1	1
306	что слово	3	1
307	не отражается	1	1
308	в значительной	3	1
309	стр а	1	1
310	не приходится	1	1
311	действительности для	1	1
312	в целое	1	1
313	это заставляет	1	1
314	сам собой	2	1
315	в литературоведении	1	1
316	ни одна	1	1
317	в этой	9	1
318	в последнее	1	1
319	для всех	2	1
320	с их	1	1
321	остановиться на	1	1
322	значение так	1	1
323	в дальнейшем	1	1
324	само собой	1	1
325	есть чисто	1	1
326	и тот	3	1
327	конечно не	2	1
328	не можем	4	1
329	только на	9	1
330	если он	1	1
331	себя и	1	1
332	в нашей	3	1
333	наук в	1	1
334	общения с	1	1
335	и если	3	1
336	этот момент	1	1
337	и чисто	1	1
338	является не	2	1
339	что она	4	1
340	или даже	3	1
341	на эту	2	1
342	раз навсегда	1	1
343	ту или	1	1
344	не будут	1	1
345	в понимании	2	1
346	а вовсе	1	1
347	никто не	3	1
348	в узком	1	1
349	в виде	6	1
350	содержания и	5	1
351	и один	1	1
352	проблемы не	1	1
353	в конце	7	1
354	одном случае	1	1
355	и язык	1	1
356	что без	2	1
357	но что	1	1
358	только с	2	1
359	о структурах	1	1
360	каждый из	2	1
361	подобно тому	2	1
362	на этом	1	1
363	людей и	1	1
364	только некоторые	1	1
365	в изолированном	1	1
366	имеется еще	1	1
367	входящих в	2	1
368	не должно	1	1
369	и всякое	2	1
370	даже и	18	1
371	для того	3	1
372	ни о	4	1
373	же не	1	1
374	на всю	2	1
375	что такой	1	1
376	словесных знаков	1	1
377	в чисто	1	1
378	к другому	1	1
379	как структура	2	1
380	бы быть	1	1
381	мы это	2	1
382	говорить не	1	1
383	имеет и	2	1
384	и здесь	4	1
385	его в	3	1
386	те или	7	1
387	целая система	1	1
388	если только	1	1
389	которая как	1	1
390	представляет собою	1	1
391	как же	4	1
392	заключается в	4	1
393	ведь в	1	1
394	лежит в	1	1
395	все указанные	1	1
396	не обязателен	1	1
397	разных категорий	1	1
398	что мы	14	1
399	только к	1	1
400	больше и	1	1
401	этом мы	1	1
402	мы утверждаем	1	1
403	само собою	1	1
404	для них	3	1
405	о которых	3	1
406	не было	3	1
407	она и	2	1
408	а на	1	1
409	которые не	2	1
410	все равно	3	1
411	далеко не	4	1
412	он действительно	1	1
413	и самый	4	1
414	которой он	4	1
415	все время	1	1
416	отнюдь не	5	1
417	же самый	1	1
418	существует то	2	1
419	его чисто	1	1
