N	2gram	Losev_Prob_5	Freidism
1	таким образом	13	24
2	и не	12	23
3	не может	5	20
4	точки зрения	10	19
5	прежде всего	6	18
6	в этом	17	15
7	в его	12	15
8	с помощью	2	14
9	в душе	1	13
10	мы можем	5	13
11	может быть	7	13
12	и его	6	12
13	все эти	2	11
14	как и	7	11
15	с точки	8	11
16	как бы	6	11
17	то что	18	11
18	самом деле	2	10
19	но в	9	10
20	его в	6	10
21	жизни человека	1	10
22	с ним	3	10
23	как мы	2	10
24	так и	7	10
25	и потому	1	10
26	с его	1	9
27	по отношению	2	9
28	и в	30	9
29	то же	2	8
30	не только	18	8
31	он не	3	8
32	в своей	22	8
33	еще не	3	8
34	что он	7	8
35	только в	9	8
36	так как	6	8
37	все это	1	8
38	и все	9	8
39	отношению к	2	8
40	все что	2	8
41	в самом	5	7
42	мы уже	1	7
43	отношение к	2	7
44	и наконец	1	7
45	ни в	4	7
46	те же	1	7
47	к нему	3	7
48	один из	2	7
49	тот же	3	7
50	всяком случае	2	7
51	сказать что	9	7
52	во всяком	2	7
53	в ней	3	6
54	и с	5	6
55	и ее	1	6
56	того что	3	6
57	вовсе не	8	6
58	никогда не	7	6
59	хотя бы	2	6
60	я и	1	5
61	на самом	1	5
62	и на	6	5
63	он сам	3	5
64	в чем	2	5
65	и к	4	5
66	в этой	10	5
67	что такое	1	5
68	не в	7	5
69	мы должны	1	5
70	в то	4	5
71	могут быть	1	5
72	можно сказать	6	5
73	для того	3	5
74	по мнению	2	5
75	в большинстве	1	5
76	большинстве случаев	1	5
77	а в	6	5
78	но и	13	5
79	с этим	1	5
80	его жизни	1	5
81	в период	4	5
82	в свою	2	5
83	что в	5	5
84	смысле слова	3	4
85	и за	2	4
86	мы не	2	4
87	в которой	5	4
88	я не	2	4
89	совсем не	3	4
90	но не	7	4
91	желаний и	1	4
92	все же	9	4
93	не было	1	4
94	из этих	1	4
95	добраться до	1	4
96	в нем	6	4
97	всех этих	1	4
98	то ни	2	4
99	при этом	4	4
100	об этом	4	4
101	не менее	5	4
102	же время	1	4
103	всей жизни	1	4
104	потому что	13	4
105	и для	6	4
106	к тому	2	4
107	если мы	1	4
108	того чтобы	2	4
109	данном случае	2	4
110	сводится к	1	4
111	с самого	1	4
112	это только	1	4
113	другими словами	1	4
114	с ними	1	4
115	конечно не	2	4
116	уже не	6	4
117	в котором	2	4
118	мы находим	7	4
119	как раз	5	4
120	от того	1	4
121	на которые	1	4
122	и др	1	4
123	себя и	1	4
124	в данном	2	4
125	в мир	2	4
126	и о	5	4
127	в более	1	4
128	этот вопрос	1	4
129	в таком	2	4
130	таком случае	2	3
131	человека и	4	3
132	он хотел	1	3
133	и есть	1	3
134	на место	1	3
135	на себя	1	3
136	он был	2	3
137	а только	1	3
138	как в	2	3
139	и как	6	3
140	этой теории	1	3
141	учение о	3	3
142	в себе	4	3
143	и те	1	3
144	главным образом	1	3
145	и вот	1	3
146	и по	1	3
147	было бы	4	3
148	мы имеем	2	3
149	и чувств	1	3
150	такой же	1	3
151	нисколько не	5	3
152	тому что	1	3
153	нет никакого	3	3
154	самого начала	1	3
155	на него	2	3
156	чем не	1	3
157	ни о	1	3
158	к себе	1	3
159	не могут	2	3
160	она не	1	3
161	ничего общего	1	3
162	с ее	1	3
163	и этим	1	3
164	и смерть	1	3
165	и что	6	3
166	бы то	2	3
167	во втором	2	3
168	и она	1	3
169	со всеми	2	3
170	об его	2	3
171	у него	11	3
172	в них	2	3
173	со стороны	1	3
174	и оно	1	3
175	о себе	2	3
176	вместе с	7	3
177	и от	1	3
178	но это	1	3
179	сам человек	2	3
180	в голову	1	3
181	когда он	2	3
182	жизни и	2	3
183	ее в	2	3
184	в искусстве	1	3
185	по поводу	2	3
186	отношения к	1	2
187	в такой	1	2
188	и то	5	2
189	тех же	1	2
190	это и	1	2
191	тем же	3	2
192	и до	2	2
193	и дать	2	2
194	в составе	1	2
195	того же	4	2
196	не без	1	2
197	в ее	3	2
198	или иное	1	2
199	в своем	11	2
200	от этого	3	2
201	в этот	1	2
202	что это	1	2
203	в нашем	1	2
204	всей его	1	2
205	что она	1	2
206	из этой	1	2
207	их в	1	2
208	его таким	1	2
209	же остается	1	2
210	но все	4	2
211	на всю	1	2
212	на этой	1	2
213	при помощи	6	2
214	это не	2	2
215	отсюда и	1	2
216	и смерти	1	2
217	по всему	2	2
218	только о	1	2
219	приходит в	1	2
220	том что	17	2
221	и при	1	2
222	в их	1	2
223	сих пор	2	2
224	иным как	2	2
225	силу и	1	2
226	общего не	1	2
227	как это	1	2
228	в отношении	3	2
229	в таких	2	2
230	но для	2	2
231	правда в	1	2
232	в науке	2	2
233	и притом	5	2
234	для всего	1	2
235	тем не	5	2
236	этом отношении	1	2
237	является по	2	2
238	за ними	2	2
239	в области	2	2
240	когда мы	1	2
241	что оно	1	2
242	для себя	5	2
243	и самое	1	2
244	то или	1	2
245	в виду	3	2
246	на основе	1	2
247	вспомнить о	1	2
248	в глаза	2	2
249	и вообще	9	2
250	в другом	3	2
251	притом в	1	2
252	до сих	2	2
253	нуждается в	1	2
254	что и	6	2
255	которые он	1	2
256	что бы	1	2
257	человека как	1	2
258	и об	1	2
259	в него	1	2
260	себя с	1	2
261	в какой	2	2
262	даже если	1	2
263	очень много	1	2
264	окружающей его	1	2
265	с одной	3	2
266	для всех	1	2
267	гармонии и	1	2
268	и у	5	2
269	уже в	2	2
270	только на	1	2
271	и они	2	2
272	ни было	1	2
273	борьбы с	2	2
274	в нашей	2	2
275	из них	2	2
276	в я	1	2
277	в конце	8	2
278	заметить что	1	2
279	и даже	14	2
280	с другой	6	2
281	здесь в	2	2
282	чем он	1	2
283	а с	4	2
284	до конца	1	2
285	ничем не	1	2
286	одной стороны	3	2
287	зависит от	1	2
288	а не	5	2
289	так же	5	2
290	в предыдущей	1	2
291	быть это	1	2
292	только для	2	2
293	всех людей	1	2
294	и таким	1	2
295	от матери	2	2
296	это уже	2	2
297	в силах	1	2
298	для нас	10	2
299	конце концов	6	2
300	да и	2	2
301	из тех	2	2
302	к его	1	2
303	всех других	1	2
304	в заключение	2	2
305	и другие	3	2
306	в своих	1	2
307	к этому	2	2
308	они не	2	2
309	и т	1	1
310	характерно именно	1	1
311	за то	2	1
312	науки о	1	1
313	так у	1	1
314	и вслед	1	1
315	но тем	2	1
316	человеческой души	1	1
317	каждого кто	1	1
318	их и	1	1
319	а как	1	1
320	которую мы	1	1
321	вопрос о	1	1
322	что самый	1	1
323	как то	1	1
324	нечего делать	2	1
325	о возможности	1	1
326	жизни как	1	1
327	вместо этого	1	1
328	но даже	4	1
329	ему в	1	1
330	мы и	2	1
331	большей степени	1	1
332	личной и	1	1
333	жизни это	1	1
334	проявляется в	2	1
335	оказывается что	4	1
336	и самого	3	1
337	дать ему	1	1
338	что по	1	1
339	не был	1	1
340	время в	1	1
341	время при	1	1
342	что его	3	1
343	без всякого	2	1
344	и всего	1	1
345	заметим что	1	1
346	только потому	1	1
347	друг на	1	1
348	силы и	1	1
349	же она	1	1
350	в качестве	4	1
351	с собою	1	1
352	нет и	1	1
353	в свои	1	1
354	и речи	2	1
355	что они	3	1
356	только путем	1	1
357	которые не	1	1
358	во что	1	1
359	что хотя	1	1
360	человеческой личности	1	1
361	первый взгляд	1	1
362	вспомним что	1	1
363	счете и	1	1
364	и нет	2	1
365	это был	1	1
366	однако не	1	1
367	этом же	1	1
368	своих детей	1	1
369	и каждое	2	1
370	его к	1	1
371	это происходило	1	1
372	в противоположность	3	1
373	и хотя	1	1
374	бы и	1	1
375	под ним	1	1
376	время это	2	1
377	другого как	2	1
378	он в	3	1
379	бы не	3	1
380	то обстоятельство	1	1
381	в буржуазной	2	1
382	там мы	1	1
383	говорят о	1	1
384	имеем в	1	1
385	научного творчества	1	1
386	на то	2	1
387	если он	2	1
388	а вовсе	1	1
389	вообще не	1	1
390	что было	1	1
391	он ни	1	1
392	т д	1	1
393	а скорее	2	1
394	на одну	1	1
395	всем своем	2	1
396	даже тогда	1	1
397	же это	1	1
398	страдания и	3	1
399	свои собственные	1	1
400	но вместо	1	1
401	знакомится с	1	1
402	из него	1	1
403	но всегда	1	1
404	в нее	1	1
405	то за	1	1
406	такого же	3	1
407	это конечно	2	1
408	из всех	2	1
409	говорить не	1	1
410	входит в	1	1
411	всех народов	1	1
412	и которые	2	1
413	заложенных в	1	1
414	форму и	2	1
415	этом смысле	3	1
416	должен был	1	1
417	и тем	3	1
418	мы встречаемся	1	1
419	и находит	1	1
420	поведения и	1	1
421	не чем	2	1
422	тела в	1	1
423	на свои	1	1
424	для них	3	1
425	далеко не	4	1
426	были в	1	1
427	на друга	1	1
428	не всегда	3	1
429	он и	5	1
430	рода и	2	1
431	чем в	1	1
432	и тоже	1	1
433	которое тоже	1	1
434	не больше	2	1
435	не мог	4	1
436	он конечно	1	1
437	на первый	1	1
438	в ходу	1	1
439	она основана	1	1
440	таким же	1	1
441	художественного творчества	8	1
442	и тут	2	1
443	нас не	3	1
444	он должен	1	1
445	и без	2	1
446	почти не	1	1
447	участие в	2	1
448	еще с	1	1
449	степени не	1	1
450	не к	2	1
451	себе а	2	1
452	миф о	5	1
453	жизни с	1	1
454	душу и	1	1
455	совершенно новое	1	1
456	в одном	3	1
457	страха и	2	1
458	творчества и	1	1
459	по крайней	4	1
460	чтобы это	1	1
461	человеческое сознание	1	1
462	однако в	3	1
463	отождествить себя	1	1
464	намека на	1	1
465	культурной жизни	1	1
466	любовь к	1	1
467	заставляет его	1	1
468	называет его	1	1
469	борется с	1	1
470	нас к	1	1
471	раз и	2	1
472	иной раз	2	1
473	если и	1	1
474	можно ли	1	1
475	человека но	2	1
476	и должно	1	1
477	тогда когда	4	1
478	она ни	1	1
479	же значение	1	1
480	еще задолго	1	1
481	это мы	1	1
482	дело в	2	1
483	гармонии в	1	1
484	индивидуальной души	1	1
485	на волю	1	1
486	поступает и	1	1
487	это сделать	1	1
488	этих последних	1	1
489	к ней	1	1
490	он хочет	2	1
491	и является	2	1
492	достаточно указать	1	1
493	задолго до	1	1
494	которая по	1	1
495	точке зрения	2	1
496	сделать в	1	1
497	обстоятельство что	2	1
