N	2gram	Tiupa_Lite_1	Problema
1	то что	10	42
2	вовсе не	1	35
3	то есть	6	33
4	и в	8	32
5	и не	12	31
6	не есть	2	29
7	не просто	1	23
8	в этом	12	19
9	не менее	7	19
10	тем не	2	18
11	не только	24	17
12	потому что	3	16
13	в себе	7	15
14	в виде	1	15
15	а не	16	15
16	но в	3	14
17	может быть	13	14
18	как бы	7	14
19	в нем	2	13
20	и тем	4	13
21	как раз	4	13
22	сказать что	1	13
23	том что	14	12
24	что в	3	12
25	так и	4	12
26	также и	3	11
27	есть нечто	1	11
28	так как	1	11
29	о том	2	11
30	и даже	3	11
31	если мы	1	11
32	ничего общего	1	11
33	то же	5	10
34	отнюдь не	2	10
35	в этой	4	10
36	прежде всего	11	10
37	нет ничего	2	10
38	еще не	4	9
39	но не	4	9
40	раз и	2	9
41	и что	1	9
42	но и	17	9
43	в данном	5	9
44	что же	1	9
45	в том	16	9
46	и о	1	8
47	и на	1	8
48	общего с	2	8
49	все эти	2	8
50	на то	1	8
51	было бы	2	8
52	он и	3	8
53	в своей	4	8
54	данном случае	4	8
55	не может	5	8
56	во всех	1	7
57	в них	1	7
58	между собою	1	7
59	и является	2	7
60	как мы	1	7
61	никогда не	4	7
62	того что	6	7
63	что он	5	7
64	только в	8	7
65	тем что	2	7
66	такого рода	10	7
67	и все	1	7
68	во всяком	3	7
69	и то	2	6
70	самом деле	2	6
71	на самом	1	6
72	и есть	3	6
73	есть не	1	6
74	говорить о	1	6
75	но как	1	6
76	за пределы	2	6
77	и как	1	6
78	в самом	3	6
79	и если	1	6
80	при этом	19	6
81	его в	3	6
82	это не	4	6
83	что такое	2	6
84	в то	5	6
85	таким образом	3	6
86	в виду	3	6
87	и здесь	1	6
88	в его	7	6
89	то и	2	6
90	в конце	4	6
91	как это	8	6
92	совершенно не	1	6
93	а только	2	5
94	в своем	11	5
95	перед нами	1	5
96	то в	1	5
97	далеко не	3	5
98	с тем	1	5
99	в котором	1	5
100	текста и	1	5
101	связи с	6	5
102	в сознании	2	5
103	можно сказать	1	5
104	для нас	1	5
105	или иной	2	5
106	еще и	3	5
107	не знал	1	5
108	не является	2	5
109	тем более	2	5
110	в их	3	4
111	как в	5	4
112	как он	2	4
113	не в	8	4
114	тем самым	5	4
115	мышления и	2	4
116	иметь в	1	4
117	казалось бы	5	4
118	а в	3	4
119	и искусства	1	4
120	только то	2	4
121	в дальнейшем	1	4
122	на том	2	4
123	не говоря	2	4
124	если бы	1	4
125	никак не	1	4
126	а также	5	4
127	и только	2	4
128	в литературе	1	4
129	один из	3	4
130	литературе и	1	4
131	только на	2	4
132	мы можем	1	4
133	указание на	1	4
134	перейти к	1	4
135	именно в	1	4
136	не было	3	4
137	если не	1	4
138	ни на	1	4
139	в связи	4	4
140	или в	1	4
141	же в	5	4
142	по поводу	2	4
143	только потому	1	3
144	того же	2	3
145	в чем	1	3
146	в ее	1	3
147	что они	1	3
148	однако не	1	3
149	в действительности	1	3
150	но ее	1	3
151	в случае	4	3
152	да и	3	3
153	он не	1	3
154	но все	1	3
155	в жизни	6	3
156	как и	6	3
157	и уже	1	3
158	несмотря на	3	3
159	в этих	1	3
160	точки зрения	6	3
161	с точки	2	3
162	в которых	1	3
163	объективного мира	1	3
164	в отношении	1	3
165	дело в	3	3
166	что вы	1	3
167	тех или	1	3
168	и его	4	3
169	как будто	2	3
170	в каком	1	3
171	и вполне	2	3
172	к тому	2	3
173	для себя	5	3
174	можно было	2	3
175	мы в	2	3
176	для этого	4	3
177	не на	2	3
178	о нем	1	3
179	искусства и	5	3
180	что его	3	3
181	к нему	1	3
182	этому поводу	1	3
183	и во	1	3
184	во всей	1	3
185	оно и	1	3
186	будь то	2	3
187	по этому	2	3
188	же и	3	3
