N	3gram	Losev_Dial_2	FransuaR
1	то же время	4	6
2	в то же	3	6
3	как мы уже	1	5
4	до сих пор	2	4
5	в связи с	4	4
6	большей или меньшей	1	3
7	на самом деле	1	3
8	видно что в	1	3
9	как и все	2	3
10	мы уже говорили	1	3
11	и прежде всего	2	3
12	в той или	2	2
13	но и в	1	2
14	в этом отношении	1	2
15	это вовсе не	2	2
16	как раз в	1	2
17	по сравнению с	1	2
18	в одном месте	1	2
19	не может быть	3	2
20	в данном случае	2	2
21	о том что	4	2
22	той или иной	1	2
23	можно сказать что	3	2
24	может быть в	3	2
25	но это конечно	1	1
26	что иное как	3	1
27	но как раз	1	1
28	имея в виду	1	1
29	такова же и	1	1
30	том что в	1	1
31	но только не	1	1
32	и также не	1	1
33	мы уже сказали	1	1
34	и до сих	1	1
35	подобно тому как	1	1
36	но даже и	1	1
37	о том как	1	1
38	имеется в виду	2	1
39	может быть только	2	1
40	в нем и	2	1
41	с точки зрения	8	1
42	о чем я	1	1
43	дело вовсе не	1	1
44	и не может	1	1
45	бы то ни	1	1
46	сказать несколько слов	1	1
47	что в нем	2	1
48	за то что	1	1
49	есть и в	1	1
50	в тех или	2	1
51	может быть и	3	1
52	и в частности	2	1
53	это может быть	1	1
54	бы и не	1	1
55	не что иное	3	1
56	и в этом	1	1
57	как будто бы	3	1
58	в самом главном	1	1
59	и в этой	1	1
60	тут же и	1	1
61	живым телом и	1	1
62	во всяком случае	2	1
63	с другой стороны	4	1
64	к религии и	1	1
65	само по себе	2	1
66	в свое время	1	1
67	мы видим теперь	1	1
68	видим теперь что	1	1
69	только то что	4	1
70	я бы сказал	1	1
71	есть не что	2	1
72	заключается в том	1	1
73	это есть и	1	1
74	и вместе с	1	1
75	это и есть	1	1
76	связи с этим	1	1
77	с самого начала	2	1
78	вещей домашнего обихода	1	1
79	вовсе не в	3	1
80	которое во всех	1	1
81	но ведь это	2	1
82	но все эти	1	1
83	и следовательно в	1	1
84	но все же	1	1
85	в том что	6	1
86	с нею в	2	1
87	что и в	1	1
88	не нуждается в	3	1
89	и в другом	1	1
