N	2gram	Propp_Russ_2	Myslijsy
1	потому что	5	52
2	и в	29	39
3	может быть	13	27
4	в том	22	26
5	только в	1	25
6	не может	5	22
7	что в	22	22
8	не только	10	21
9	так как	13	21
10	а не	4	21
11	в нем	1	20
12	но и	8	20
13	и не	1	18
14	том что	22	16
15	так что	4	16
16	в этом	11	15
17	не в	4	15
18	если бы	1	14
19	таким образом	6	13
20	так и	1	13
21	было бы	3	12
22	мы не	6	10
23	как в	7	10
24	и что	5	10
25	то что	5	10
26	но в	5	9
27	как и	11	9
28	вместе и	1	9
29	тогда когда	4	9
30	могут быть	2	9
31	для нас	6	9
32	там же	12	9
33	тем что	3	9
34	но не	5	8
35	о происхождении	2	8
36	в одном	1	8
37	того что	3	8
38	вместе с	6	8
39	по его	1	7
40	в ней	1	7
41	с этим	2	7
42	это не	5	7
43	в этих	3	7
44	то и	4	7
45	с другой	2	7
46	должно быть	2	7
47	и т	5	6
48	то же	4	6
49	независимо от	1	6
50	все же	2	6
51	и как	2	6
52	при этом	6	6
53	и по	3	6
54	от нее	1	6
55	не менее	2	6
56	того как	2	6
57	тем не	2	6
58	что на	2	6
59	что и	2	6
60	еще не	6	6
61	в природе	3	6
62	как бы	18	6
63	с в	8	5
64	то это	1	5
65	во всех	3	5
66	только тогда	3	5
67	не следует	1	5
68	с тем	6	5
69	несмотря на	1	5
70	не имеет	3	5
71	и его	1	5
72	что при	2	5
73	между тем	3	5
74	в его	1	5
75	друг друга	3	5
76	зависит от	1	5
77	так же	4	5
78	и потому	1	5
79	быть только	2	5
80	но это	1	5
81	и для	2	5
82	из себя	1	5
83	а в	9	5
84	другой стороны	1	5
85	в таком	4	5
86	этой теории	1	4
87	его мнению	1	4
88	вопрос о	4	4
89	все остальные	1	4
90	увидим что	1	4
91	из этих	2	4
92	т д	5	4
93	мы видели	7	4
94	однако в	1	4
95	в то	2	4
96	а так	1	4
97	никогда не	2	4
98	и притом	1	4
99	во всем	2	4
100	свою очередь	1	4
101	в стороне	2	4
102	с нею	1	4
103	и других	3	4
104	для него	1	4
105	не было	2	4
106	и даже	1	4
107	прежде всего	2	4
108	притом не	1	4
109	там где	2	4
110	тому как	3	4
111	быть не	1	4
112	от него	1	4
113	не более	1	4
114	в свою	1	4
115	в своих	2	4
116	а между	1	3
117	что если	1	3
118	и то	2	3
119	тем как	1	3
120	явлений и	1	3
121	очевидно что	2	3
122	относится к	1	3
123	в своем	1	3
124	в противном	1	3
125	хотя и	1	3
126	что по	4	3
127	в самом	1	3
128	что это	3	3
129	подобно тому	3	3
130	так например	1	3
131	а вместе	1	3
132	что все	1	3
133	и с	10	3
134	в них	4	3
135	показывает что	8	3
136	в этой	3	3
137	не так	1	3
138	и при	2	3
139	в своей	2	3
140	человеком и	1	3
141	она не	3	3
142	для того	6	3
143	на него	1	3
144	с и	1	3
145	или же	5	3
146	оно не	1	3
147	и это	1	3
148	когда в	1	3
149	том как	1	3
150	из одного	1	3
151	и вообще	1	3
152	с ним	1	3
153	и во	1	3
154	в другой	1	3
155	мы увидим	1	3
156	с одной	2	3
157	из которого	1	3
158	только на	1	3
159	есть уже	1	3
160	или даже	3	3
161	одно из	2	3
162	могло бы	1	3
163	нужно было	1	3
164	с другим	2	3
165	что для	3	3
166	связи с	2	3
167	одной стороны	2	3
168	в состоянии	1	3
169	только для	1	3
170	и от	3	3
171	она может	1	3
172	и все	4	3
173	по одной	1	3
174	к этой	1	3
175	мы должны	1	3
176	сказать что	1	3
177	как на	1	3
178	во всяком	1	3
179	в применении	1	2
180	одним из	2	2
181	по времени	1	2
182	и есть	1	2
183	а как	1	2
184	которое он	1	2
185	значение и	1	2
186	не все	4	2
187	тогда как	2	2
188	что именно	1	2
189	в течение	2	2
190	в одних	1	2
191	его к	1	2
192	в которой	2	2
193	ни одна	1	2
194	что к	1	2
195	во многих	9	2
196	лица и	1	2
197	на то	1	2
198	но на	1	2
199	не могла	1	2
200	и если	1	2
201	после этого	2	2
202	так сказать	1	2
203	он должен	1	2
204	и более	1	2
205	с этой	2	2
206	но все	1	2
207	могла бы	1	2
208	на все	1	2
209	когда уже	1	2
210	он есть	2	2
211	мог бы	1	2
212	для них	2	2
213	чем в	2	2
214	в г	2	2
215	но если	3	2
216	таким же	1	2
217	в их	2	2
218	но он	3	2
219	том же	4	2
220	эти формы	1	2
221	дело в	1	2
222	что иное	2	2
223	того чтобы	6	2
224	вытекает из	1	2
225	следовательно и	1	2
226	к ней	2	2
227	ее с	1	2
228	заметить что	2	2
229	из того	1	2
230	как будто	1	2
231	все то	2	2
232	когда мы	2	2
233	имеет место	1	2
234	ничего общего	1	2
235	как мы	3	2
236	не будет	1	2
237	на которую	1	2
238	для этого	5	2
239	в виду	2	2
240	иное как	2	2
241	из основных	2	2
242	о том	9	2
243	не имеем	1	2
244	утверждает что	1	2
245	все в	2	2
246	связь между	2	2
247	и следовательно	1	2
248	в другую	1	2
249	и отдельные	1	2
250	известно что	1	2
251	как например	3	2
252	этот вопрос	2	2
253	в народе	3	2
254	в разные	2	2
255	по этому	2	2
256	есть в	2	2
257	в таких	3	2
258	уже не	4	2
259	не можем	2	2
260	вопроса о	1	2
261	же в	6	2
262	при помощи	1	2
263	за ним	3	2
264	заключить что	1	2
265	к ним	1	2
266	в других	15	2
267	таком виде	2	2
268	влияние на	2	2
269	на основании	1	2
270	у нас	4	2
271	под влиянием	1	2
272	в одно	1	2
273	связь с	3	2
274	как эти	1	2
275	исходная точка	1	2
276	применении к	1	2
277	в человеческом	1	2
278	при начале	1	2
279	и о	3	2
280	видно что	2	2
281	стороны и	1	2
282	к новому	1	2
283	но с	1	2
284	ли в	1	2
285	или в	7	2
286	с другою	1	2
287	тем более	1	2
288	только что	1	2
289	но вместе	2	2
290	не что	2	2
291	из этого	2	2
292	этой цели	2	2
293	все что	1	2
294	ли мы	1	1
295	вряд ли	2	1
296	например в	1	1
297	же как	4	1
298	человека и	1	1
299	должен быть	2	1
300	он может	1	1
301	переход от	2	1
302	время а	2	1
303	показать что	1	1
304	и всем	2	1
305	не имело	1	1
306	не объясняют	1	1
307	что эти	1	1
308	объясняется и	1	1
309	с таким	1	1
310	или ее	3	1
311	полагает что	2	1
312	мы имеем	6	1
313	что совокупность	1	1
314	не во	1	1
315	этом не	1	1
316	не была	1	1
317	не столько	2	1
318	совпадает с	1	1
319	на себя	2	1
320	в самих	1	1
321	это подтверждается	1	1
322	которое в	2	1
323	них по	1	1
324	стороны его	1	1
325	и на	6	1
326	к их	1	1
327	на них	4	1
328	и многие	2	1
329	что его	1	1
330	в различных	1	1
331	смотрят на	1	1
332	природы и	2	1
333	на другой	2	1
334	на самом	2	1
335	если в	1	1
336	к слову	1	1
337	а и	2	1
338	собою как	1	1
339	есть воплощение	1	1
340	что они	1	1
341	во что	1	1
342	некоторое время	1	1
343	тем он	1	1
344	можно предположить	3	1
345	народ по	1	1
346	перед нами	1	1
347	когда он	1	1
348	в круг	1	1
349	себе на	1	1
350	что этим	1	1
351	более или	1	1
352	следующим образом	5	1
353	ясно и	1	1
354	старой теорией	1	1
355	от этого	1	1
356	как скоро	1	1
357	еще на	1	1
358	та же	2	1
359	этого круга	1	1
360	которую они	1	1
361	чем больше	1	1
362	он в	1	1
363	все эти	3	1
364	так в	2	1
365	что так	1	1
366	приводит к	1	1
367	хотя основы	1	1
368	как он	1	1
369	если он	2	1
370	как оно	2	1
371	связанные с	2	1
372	от людей	1	1
373	что называется	1	1
374	между представлениями	2	1
375	на этом	3	1
376	что она	3	1
377	в нее	1	1
378	его в	8	1
379	входит в	1	1
380	того или	1	1
381	от одного	1	1
382	только там	1	1
383	если при	1	1
384	что один	2	1
385	должен был	3	1
386	выходя из	1	1
387	еще одно	1	1
388	только одно	1	1
389	из нее	2	1
390	этого слова	1	1
391	рядом с	1	1
392	далеко не	4	1
393	не всегда	3	1
394	божества а	1	1
395	в развитии	1	1
396	или после	1	1
397	из круга	1	1
398	остается в	1	1
399	их на	1	1
400	или менее	1	1
