N	2gram	Berdyaev_O_1	Komedia
1	и в	19	22
2	т е	4	13
3	том что	2	12
4	но и	13	11
5	в том	5	11
6	не только	11	10
7	из них	1	10
8	как и	6	9
9	может быть	11	9
10	о том	3	8
11	и его	4	8
12	в одном	1	8
13	и не	13	8
14	в этой	5	7
15	и других	1	7
16	не в	11	6
17	в отношении	1	6
18	в конце	1	6
19	что он	3	6
20	а в	5	6
21	в которой	2	6
22	что в	4	6
23	в народном	1	5
24	в истории	2	5
25	как в	1	5
26	потому что	9	5
27	так и	2	5
28	и даже	1	5
29	один из	1	5
30	уже в	2	5
31	в его	7	5
32	прежде всего	9	5
33	все это	6	5
34	что они	2	4
35	но в	2	4
36	в нем	10	4
37	и вот	3	4
38	в другом	2	4
39	в котором	1	4
40	одном из	1	4
41	так как	2	4
42	что и	2	4
43	действующих лиц	1	4
44	тем что	2	4
45	к этому	2	4
46	мы не	1	3
47	и о	2	3
48	и на	2	3
49	в этом	12	3
50	все же	2	3
51	хотя и	2	3
52	и как	1	3
53	на то	1	3
54	да и	1	3
55	он не	7	3
56	и с	2	3
57	его в	2	3
58	в них	1	3
59	и ее	3	3
60	вопрос о	10	3
61	того как	1	3
62	ничего не	2	3
63	в сознании	1	3
64	этом отношении	1	3
65	у нас	1	3
66	могут быть	3	3
67	и сам	1	3
68	после того	1	3
69	по содержанию	1	3
70	в частности	1	3
71	отношение к	5	3
72	у него	22	3
73	как это	1	3
74	всего в	2	3
75	его творчества	1	3
76	и все	10	3
77	ту же	1	2
78	видеть в	1	2
79	из всех	1	2
80	в сущности	1	2
81	он был	8	2
82	совсем не	2	2
83	в самом	5	2
84	в себе	3	2
85	только один	1	2
86	в силу	1	2
87	было бы	3	2
88	которую он	2	2
89	была поставлена	1	2
90	и без	1	2
91	всяком случае	1	2
92	но он	7	2
93	с гордостью	1	2
94	одна из	1	2
95	в форму	1	2
96	к ней	2	2
97	по своей	1	2
98	как будто	1	2
99	указывает на	1	2
100	на нем	1	2
101	до самого	5	2
102	что у	2	2
103	из всего	2	2
104	находится в	1	2
105	и здесь	1	2
106	и можно	1	2
107	в форме	1	2
108	самого конца	2	2
109	и мир	1	2
110	еще не	3	2
111	который в	1	2
112	в эти	1	2
113	вовсе не	1	2
114	в других	2	2
115	со стороны	1	2
116	и из	2	2
117	до конца	7	2
118	не может	4	2
119	но не	1	2
120	его творчество	1	2
121	их было	1	2
122	и формы	1	2
123	к нему	3	2
124	но это	1	2
125	будто бы	1	2
126	то что	5	2
127	ее в	2	2
128	в своих	3	2
129	во всяком	1	2
130	все что	3	2
131	сторон и	1	2
132	народ в	1	1
133	женщины и	1	1
134	также и	1	1
135	чтобы не	1	1
136	в этот	2	1
137	сам по	1	1
138	дело доходит	1	1
139	на самом	1	1
140	тем же	1	1
141	между двумя	1	1
142	из самых	1	1
143	поэтому он	1	1
144	и больше	1	1
145	которым он	1	1
146	как против	1	1
147	ни у	2	1
148	совершенно исключительное	1	1
149	в мире	1	1
150	и он	8	1
151	в ней	1	1
152	собой в	1	1
153	с до	1	1
154	как у	1	1
155	слишком много	1	1
156	из сторон	1	1
157	дано было	1	1
158	к которой	1	1
159	не все	2	1
160	что во	1	1
161	мира в	1	1
162	в своем	2	1
163	потребность в	2	1
164	смысле этого	1	1
165	когда он	3	1
166	и к	2	1
167	самом начале	1	1
168	за все	2	1
169	то в	1	1
170	за собой	1	1
171	и этим	2	1
172	из жизни	1	1
173	что это	1	1
174	представляет собой	1	1
175	он в	2	1
176	что же	2	1
177	ее как	1	1
178	в братьях	1	1
179	бы от	1	1
180	от которого	1	1
181	и почему	1	1
182	к одному	1	1
183	не могли	2	1
184	из него	1	1
185	людей и	1	1
186	что она	1	1
187	человека в	11	1
188	всего написанного	1	1
189	что все	2	1
190	же не	1	1
191	человек а	1	1
192	в совершенно	1	1
193	это было	3	1
194	должен был	2	1
195	любовь к	2	1
196	после этого	1	1
197	в жизни	1	1
198	и каждый	1	1
199	а с	1	1
200	в самую	4	1
201	с тем	2	1
202	всю жизнь	1	1
203	всегда и	1	1
204	для своих	1	1
205	в этих	3	1
206	не так	1	1
207	никто не	3	1
208	он понимал	1	1
209	из которой	1	1
210	ли так	1	1
211	богов а	1	1
212	видно что	1	1
213	и более	1	1
214	по себе	2	1
215	при чтении	2	1
216	всего его	1	1
217	и очень	2	1
218	захватывает и	1	1
219	и против	2	1
220	в русской	3	1
221	что их	1	1
222	не по	1	1
223	или лучше	1	1
224	он еще	1	1
225	того чтобы	4	1
226	до самой	3	1
227	что только	1	1
228	в науке	1	1
229	сложнее и	2	1
230	во всем	1	1
231	и после	1	1
232	нужна была	1	1
233	это два	1	1
234	и для	2	1
235	не могут	3	1
236	это конечно	1	1
237	поток и	1	1
238	стремлением к	1	1
239	его с	1	1
240	даже и	2	1
241	в каждом	1	1
242	и это	1	1
243	не делает	1	1
244	особенно в	1	1
245	что иной	1	1
246	и когда	1	1
247	этот период	1	1
248	можно было	1	1
249	тысячи лет	1	1
250	в борьбе	1	1
251	подойти к	2	1
252	один человек	1	1
253	с ним	3	1
254	о нем	1	1
255	и что	1	1
256	в глаза	1	1
257	почему же	1	1
258	все его	1	1
259	это была	1	1
260	природы в	2	1
261	отметить что	1	1
262	говорит он	1	1
263	своих целей	1	1
264	того что	3	1
265	толстого и	1	1
266	доходит до	1	1
267	сразу же	2	1
268	природой и	1	1
269	нуждается в	1	1
270	хотя бы	3	1
271	начало в	1	1
272	бы ни	1	1
273	вопрос об	1	1
274	так что	2	1
275	человеческой личности	6	1
276	с трудом	1	1
277	в душе	2	1
278	возможности для	1	1
279	мир в	1	1
280	только их	1	1
281	в судьбе	1	1
282	о которой	2	1
283	может служить	1	1
284	не случайно	1	1
285	от того	1	1
286	для того	3	1
287	ты не	1	1
288	на этот	1	1
289	лица в	1	1
290	и прежде	1	1
291	было и	1	1
292	человек может	1	1
293	берегах а	1	1
294	к человеку	9	1
295	его как	1	1
296	у одного	1	1
297	о чем	1	1
298	и своим	1	1
299	него не	2	1
300	ближе к	1	1
301	связь с	1	1
302	каждый может	1	1
303	ко всем	2	1
304	и потому	2	1
305	даже до	1	1
306	как бы	3	1
307	вокруг которого	1	1
308	бросается в	1	1
309	в это	1	1
310	этого слова	1	1
311	о его	5	1
312	что нет	1	1
313	со всей	1	1
314	не подходит	1	1
315	которого они	1	1
316	к одной	1	1
317	от него	7	1
318	места в	1	1
319	бы в	1	1
320	еще более	1	1
321	которым можно	1	1
322	отношении к	1	1
323	сказать что	2	1
324	кем и	1	1
325	совершенно не	1	1
326	больше всего	1	1
327	к его	1	1
328	ко всему	1	1
329	ли он	1	1
330	представляется ему	1	1
331	жизни и	1	1
332	человека к	2	1
333	к этой	2	1
334	и эта	1	1
