N	3gram	Bakhtin_Pr_4	Narrotol
1	в том что	2	8
2	с одной стороны	1	7
3	о том что	2	6
4	по отношению к	5	6
5	в том числе	4	6
6	в отличие от	3	5
7	не может быть	8	5
8	том числе и	3	4
9	и не в	2	4
10	в данном случае	1	4
11	все же не	1	4
12	к тому же	1	4
13	с другой стороны	3	4
14	той или иной	2	4
15	но все же	1	4
16	можно сказать что	2	4
17	на себя внимание	2	3
18	то же время	5	3
19	в то же	5	3
20	не может не	1	2
21	в той или	1	2
22	более или менее	3	2
23	в том или	1	2
24	с точки зрения	9	2
25	сами по себе	2	2
26	можно было бы	2	2
27	в значительной степени	1	2
28	так же как	1	2
29	не только в	1	2
30	в связи с	1	2
31	то есть в	4	2
32	так или иначе	1	2
33	по своей природе	2	1
34	как то что	1	1
35	следует отметить что	1	1
36	прежде всего в	1	1
37	дело в том	2	1
38	хотя они и	1	1
39	как бы не	1	1
40	в этом последнем	1	1
41	в себе самом	2	1
42	в самом деле	4	1
43	и даже не	1	1
44	в этом смысле	2	1
45	том что он	1	1
46	в том же	1	1
47	же как и	1	1
48	пространства и времени	1	1
49	не было и	1	1
50	до сих пор	8	1
51	хотя оно и	1	1
52	и в то	1	1
53	сам по себе	3	1
54	не входит в	1	1
55	жизни то есть	1	1
56	не могли бы	1	1
57	может быть и	1	1
58	из уст в	1	1
59	не могло быть	1	1
60	пользуются для передачи	1	1
61	но и внутренняя	1	1
62	и т.п ни	1	1
63	ни на что	1	1
64	иметь в виду	1	1
65	он уже не	1	1
66	а не как	1	1
67	в нем не	1	1
68	как мы увидим	3	1
69	во втором эпизоде	1	1
70	чужой речи и	1	1
71	перед нами два	1	1
72	в произведении и	1	1
73	было и не	1	1
74	в свое время	2	1
75	нельзя сказать о	1	1
76	здесь не только	1	1
77	формы сами по	1	1
78	не о том	1	1
79	так и в	1	1
80	его жизни и	1	1
81	не в его	1	1
82	никогда не бывает	1	1
83	к чужому слову	5	1
84	и не могло	1	1
85	во всех его	2	1
86	как своего рода	1	1
87	не с точки	1	1
88	друг от друга	1	1
89	о себе самом	3	1
90	есть прежде всего	1	1
91	как мы уже	2	1
92	а во второй	1	1
93	тексте а именно	1	1
94	друг с другом	5	1
95	то есть к	1	1
96	уст в уста	1	1
97	в какой-то мере	1	1
98	как и в	3	1
99	от друга в	1	1
