N	3gram	Vinokur_St_2	DiskursI
1	в том что	16	13
2	по отношению к	1	9
3	о том что	11	5
4	в отличие от	2	4
5	то же время	1	4
6	к тому же	2	4
7	не в том	2	3
8	в свою очередь	1	3
9	с другой стороны	3	3
10	в то же	1	3
11	что же касается	1	2
12	том что в	2	2
13	не говоря уже	1	2
14	и в особенности	1	2
15	в том числе	1	2
16	в одной из	2	2
17	говоря уже о	1	2
18	сами по себе	2	2
19	обратить внимание на	4	2
20	в значительной степени	2	2
21	в данном случае	1	2
22	в том чтобы	1	2
23	не приходится удивляться	1	2
24	более или менее	2	2
25	в этом случае	1	1
26	и тому же	1	1
27	точка зрения на	1	1
28	не только по	2	1
29	дело в том	4	1
30	одним и тем	1	1
31	на самом деле	1	1
32	в котором он	1	1
33	в этом смысле	1	1
34	внимание на то	1	1
35	он не может	1	1
36	с точки зрения	2	1
37	не могли быть	1	1
38	до сих пор	5	1
39	говорит о том	1	1
40	сам по себе	1	1
41	что он не	4	1
42	это делает вполне	1	1
43	в первую очередь	1	1
44	следует обратить внимание	1	1
45	вместе с тем	5	1
46	одно и то	1	1
47	только потому что	2	1
48	не могло быть	1	1
49	как мы видели	1	1
50	именно в той	1	1
51	и тем же	1	1
52	и в том	1	1
53	в известном смысле	1	1
54	одним из наиболее	1	1
55	как и вообще	1	1
56	но и вся	1	1
57	для своего времени	1	1
58	одни и те	1	1
59	в связи с	1	1
60	том что он	5	1
61	во всяком случае	3	1
62	в свое время	1	1
63	в этом отношении	9	1
64	значение в истории	1	1
65	по мнению автора	1	1
66	так и в	2	1
67	в этом жанре	1	1
68	имея в виду	1	1
69	на этом основании	1	1
70	прежде всего к	1	1
71	с самого начала	3	1
72	и те же	1	1
73	заключается в том	1	1
74	речь идет о	3	1
75	на то что	2	1
76	в данном отношении	1	1
77	и то же	1	1
78	тем не менее	2	1
79	но все же	2	1
80	дело не в	1	1
81	одному и тому	1	1
82	и в другом	1	1
