N	2gram	Potebnia_M_2	Vladivir
1	и в	24	31
2	не только	15	24
3	а к	2	22
4	но и	9	19
5	то что	20	18
6	и не	19	17
7	у него	2	15
8	в этом	8	14
9	том что	8	14
10	и с	1	14
11	что в	16	14
12	но в	4	12
13	в его	2	12
14	что он	4	12
15	по поводу	6	12
16	с его	2	11
17	же с	1	11
18	о том	5	11
19	в том	18	11
20	между прочим	4	11
21	потому что	49	11
22	и то	3	10
23	он не	1	10
24	так что	10	10
25	как мы	1	9
26	никогда не	4	9
27	только в	11	9
28	даже и	2	9
29	с а	4	9
30	в течение	1	9
31	а в	8	9
32	и по	2	8
33	в то	6	8
34	так как	10	8
35	и и	1	7
36	мы уже	1	7
37	как это	2	7
38	и его	2	7
39	для него	10	7
40	об этом	1	7
41	уже в	5	7
42	сказать что	2	7
43	того же	14	6
44	то же	12	6
45	не без	1	6
46	это было	2	6
47	в котором	4	6
48	у нас	2	6
49	и сам	1	6
50	так и	5	6
51	и что	4	6
52	его жизни	1	6
53	можно сказать	1	6
54	может быть	23	6
55	и потому	2	6
56	не может	12	6
57	к этому	2	6
58	но как	1	5
59	на то	5	5
60	и если	4	5
61	не в	13	5
62	что и	11	5
63	вовсе не	9	5
64	но он	2	5
65	не было	6	5
66	а с	2	5
67	и психологии	1	5
68	что же	1	5
69	все это	2	5
70	и от	3	5
71	с ним	5	5
72	жизни и	1	5
73	в своих	1	5
74	мы и	1	4
75	что его	3	4
76	совсем не	2	4
77	в истории	1	4
78	хотя и	3	4
79	и как	6	4
80	в этот	1	4
81	в которой	5	4
82	в нашем	2	4
83	в себе	10	4
84	как он	4	4
85	в нем	9	4
86	главным образом	4	4
87	что у	2	4
88	же касается	1	4
89	этом смысле	2	4
90	как и	7	4
91	ни с	2	4
92	мысли и	1	4
93	и вообще	3	4
94	а а	2	4
95	дело в	1	4
96	в нас	3	4
97	же время	2	4
98	к ней	2	4
99	во всем	2	4
100	никак не	1	4
101	к нему	1	4
102	по своей	1	4
103	один из	2	4
104	и у	3	4
105	для меня	4	4
106	в особенности	1	4
107	что для	3	4
108	и все	3	4
109	для нас	31	4
110	с в	2	3
111	но она	3	3
112	и на	8	3
113	то мы	2	3
114	но не	12	3
115	в общем	2	3
116	отношение к	1	3
117	за пределы	2	3
118	что они	5	3
119	как в	10	3
120	все же	5	3
121	более или	8	3
122	в целом	3	3
123	он в	1	3
124	все эти	2	3
125	что к	1	3
126	но на	2	3
127	о которой	3	3
128	то есть	30	3
129	чувства к	2	3
130	или менее	8	3
131	во время	4	3
132	что касается	1	3
133	но это	3	3
134	раз и	1	3
135	и притом	3	3
136	на него	3	3
137	но только	2	3
138	и всегда	1	3
139	ничего не	1	3
140	таким образом	11	3
141	к тому	1	3
142	в жизни	2	3
143	здесь не	1	3
144	и здесь	2	3
145	и просто	1	3
146	тот же	5	3
147	и действительно	1	3
148	и так	1	3
149	уже не	4	3
150	только на	1	3
151	с этими	1	3
152	но что	2	3
153	с другой	6	3
154	по своим	1	3
155	под влиянием	8	3
156	если не	4	3
157	в связи	2	3
158	вместе с	11	3
159	к своему	1	3
160	собственно говоря	1	3
161	другой стороны	2	3
162	об этих	1	3
163	и т	6	2
164	одним из	1	2
165	тех же	1	2
166	этого последнего	3	2
167	и до	1	2
168	и за	1	2
169	той же	3	2
170	нет возможности	2	2
171	для своего	1	2
172	этом не	1	2
173	хотя бы	2	2
174	но даже	3	2
175	еще не	4	2
176	знаем что	1	2
177	в чем	7	2
178	мы будем	1	2
179	ответ на	1	2
180	один и	1	2
181	его на	2	2
182	некоторое время	2	2
183	как к	1	2
184	его к	1	2
185	конечно не	1	2
186	из этих	4	2
187	и тот	2	2
188	тому же	1	2
189	что она	3	2
190	при этом	13	2
191	время и	2	2
192	т д	3	2
193	и еще	1	2
194	на этом	2	2
195	так например	3	2
196	что все	2	2
197	лишь в	1	2
198	было бы	13	2
199	известно что	1	2
200	кажется что	3	2
201	ни в	1	2
202	в них	5	2
203	на основании	1	2
204	с тем	4	2
205	когда ей	1	2
206	можно считать	1	2
207	характер но	1	2
208	что такое	2	2
209	место в	4	2
210	что я	1	2
211	значение для	1	2
212	выше мы	1	2
213	не будем	1	2
214	тем не	6	2
215	для нее	2	2
216	впечатление и	1	2
217	не менее	5	2
218	тем самым	4	2
219	что с	2	2
220	того чтобы	2	2
221	не имели	1	2
222	именно с	1	2
223	и весь	2	2
224	всего на	1	2
225	уже и	1	2
226	что на	3	2
227	в каком	3	2
228	со стороны	3	2
229	указывает на	2	2
230	и такие	1	2
231	для того	5	2
232	на это	1	2
233	где он	1	2
234	для себя	1	2
235	и о	1	2
236	то время	4	2
237	не столько	2	2
238	во многом	1	2
239	что дело	1	2
240	был не	1	2
241	о котором	2	2
242	образом в	4	2
243	на все	3	2
244	но мы	3	2
245	на что	1	2
246	времени в	1	2
247	которой мы	2	2
248	а именно	1	2
249	того что	7	2
250	всякого рода	1	2
251	с ними	3	2
252	всяком случае	7	2
253	том чтобы	1	2
254	то и	9	2
255	а это	2	2
256	и других	2	2
257	из них	5	2
258	мы знаем	2	2
259	прибавить что	2	2
260	тем что	7	2
261	не были	1	2
262	и затем	2	2
263	обратить внимание	1	2
264	только что	3	2
265	именно так	1	2
266	было сказано	1	2
267	вероятно не	1	2
268	что мы	11	2
269	виде в	1	2
270	начиная с	1	2
271	с первого	2	2
272	к себе	1	2
273	п а	1	2
274	он будет	1	2
275	этом и	1	2
276	и для	3	2
277	указать на	1	2
278	имеют для	2	2
279	просто не	1	2
280	от него	4	2
281	и ни	1	2
282	тем более	1	2
283	мы должны	2	2
284	на такой	1	2
285	в самом	4	2
286	и это	2	2
287	была для	1	2
288	как на	3	2
289	во всяком	7	2
290	все что	3	2
291	которых не	1	1
292	не прямо	1	1
293	книги в	1	1
294	но каждое	1	1
295	отношении к	2	1
296	которого в	1	1
297	и объясняется	1	1
298	на самом	2	1
299	остаются для	1	1
300	только потому	2	1
301	и есть	2	1
302	нам кажется	4	1
303	то в	1	1
304	мысли а	2	1
305	чего не	2	1
306	все периоды	1	1
307	не имеют	2	1
308	от всяких	1	1
309	видеть в	1	1
310	отношения к	2	1
311	в их	1	1
312	есть не	5	1
313	души которые	1	1
314	человеческой природы	2	1
315	что если	6	1
316	не во	2	1
317	что уже	1	1
318	на место	1	1
319	и совсем	1	1
320	есть нечто	3	1
321	время как	4	1
322	для наших	1	1
323	они еще	1	1
324	в ней	3	1
325	не знал	1	1
326	и самого	1	1
327	столько же	1	1
328	на них	1	1
329	столь же	5	1
330	бы то	1	1
331	во всех	7	1
332	бы она	1	1
333	итак мы	1	1
334	понятно почему	1	1
335	видели что	1	1
336	заметим что	1	1
337	с какими	1	1
338	для других	1	1
339	значение и	2	1
340	по отношению	2	1
341	а и	5	1
342	тогда как	10	1
343	себе и	1	1
344	несколько более	1	1
345	жизни все	1	1
346	на вопрос	3	1
347	смотрел на	1	1
348	человек может	1	1
349	относится к	3	1
350	вызывает в	1	1
351	что во	2	1
352	убеждены что	2	1
353	с чисто	1	1
354	дает нам	1	1
355	что как	1	1
356	у своих	1	1
357	ней в	1	1
358	что по	1	1
359	на нас	3	1
360	из причин	1	1
361	себе не	4	1
362	с г	1	1
363	в противоположность	1	1
364	воспоминания об	1	1
365	ясно и	1	1
366	представлял себе	1	1
367	человеке и	1	1
368	с такою	2	1
369	на две	2	1
370	по мнению	1	1
371	чувства а	3	1
372	так сказать	4	1
373	не следует	1	1
