N	2gram	Voloshinov_1	Marksizm
1	точки зрения	13	34
2	может быть	13	26
3	и не	16	26
4	не может	13	24
5	с точки	10	20
6	и его	15	19
7	и в	15	19
8	таким образом	21	17
9	в этом	13	16
10	как бы	11	15
11	в процессе	4	14
12	прежде всего	11	13
13	как мы	10	13
14	как и	6	12
15	и пр	9	12
16	социального общения	1	12
17	и для	2	11
18	связи с	1	11
19	так и	10	11
20	если мы	5	11
21	в нем	4	10
22	и т.п	2	10
23	– в	13	10
24	функциональной психологии	1	10
25	в самом	6	10
26	самом деле	7	10
27	внутренняя речь	1	9
28	для него	5	9
29	только в	6	9
30	внутренней речи	3	9
31	все же	5	8
32	бы то	1	8
33	при этом	7	8
34	– это	15	8
35	сих пор	3	8
36	до сих	3	8
37	но и	4	8
38	то что	10	8
39	то ни	1	8
40	не только	5	8
41	все эти	9	7
42	так же	1	7
43	во всех	8	7
44	в ее	4	7
45	но в	9	7
46	то же	7	7
47	точка зрения	1	7
48	психологии и	2	7
49	психики и	1	7
50	а не	2	7
51	и здесь	1	6
52	и того	1	6
53	того же	1	6
54	с помощью	9	6
55	настоящее время	1	6
56	мы не	4	6
57	в смысле	1	6
58	в настоящее	1	6
59	в том	4	6
60	в его	9	6
61	на почве	2	6
62	отнюдь не	2	6
63	ничего не	2	6
64	так сказать	3	6
65	в науке	1	6
66	– не	7	6
67	в основном	2	6
68	во всяком	4	5
69	входит в	1	5
70	связи между	1	5
71	идеологических явлений	1	5
72	рядом с	2	5
73	вовсе не	2	5
74	и все	4	5
75	индивидуального организма	1	5
76	не в	4	5
77	хотя бы	7	5
78	ничего общего	2	5
79	те же	4	5
80	того чтобы	2	5
81	в начале	1	5
82	отличие от	1	5
83	до конца	5	5
84	и потому	8	5
85	ясно что	1	5
86	именно в	3	5
87	этот вопрос	1	5
88	в отличие	1	5
89	за пределы	2	5
90	с другой	1	5
91	к этому	7	5
92	может стать	3	5
93	как ее	1	5
94	конечно не	3	5
95	мы знаем	7	5
96	объективная психология	5	4
97	содержание психики	1	4
98	еще не	7	4
99	вопрос о	1	4
100	что же	4	4
101	и тот	2	4
102	отражает и	1	4
103	слове в	1	4
104	не менее	3	4
105	науки о	1	4
106	в условиях	3	4
107	психической жизни	7	4
108	по себе	2	4
109	а в	6	4
110	между ними	2	4
111	– и	5	4
112	в отношении	2	4
113	жизни в	3	4
114	что в	6	4
115	здесь мы	1	4
116	с этим	6	4
117	нет и	1	4
118	это –	9	4
119	психологии в	1	4
120	и на	3	4
121	как в	3	4
122	выражение в	2	4
123	– его	2	4
124	тот же	5	4
125	для того	1	4
126	так называемая	1	4
127	– говорит	2	4
128	мысли и	4	4
129	и внешнего	1	4
130	от того	3	4
131	далеко не	4	4
132	и эта	1	4
133	самого начала	5	4
134	с самого	7	4
135	и между	1	4
136	для второго	1	4
137	в ней	5	4
138	чем же	5	4
139	сказать что	6	4
140	оно может	3	4
141	было бы	6	4
142	не будем	2	4
143	не является	3	4
144	только на	2	4
145	как же	1	4
146	в данном	3	4
147	войти в	3	3
148	в которой	1	3
149	переживание в	1	3
150	момент в	1	3
151	все формы	1	3
152	же время	5	3
153	должны быть	3	3
154	можно сказать	4	3
155	к этим	2	3
156	для всего	1	3
157	и ее	3	3
158	большинстве случаев	5	3
159	не было	4	3
160	на границе	1	3
161	из основных	2	3
162	в большинстве	4	3
163	в какой	1	3
164	сознания и	5	3
165	данной социальной	1	3
166	индивидуальной психики	1	3
167	с другими	5	3
168	в своей	9	3
169	не дает	1	3
170	на язык	2	3
171	социальной жизни	2	3
172	он –	2	3
173	его в	8	3
174	психология должна	1	3
175	но все	2	3
176	явлений –	1	3
177	сводится к	3	3
178	нуждается в	2	3
179	одной из	1	3
180	в дальнейшем	2	3
181	один и	2	3
182	здесь в	1	3
183	совершенно не	2	3
184	этот процесс	4	3
185	в корне	1	3
186	на самом	2	3
187	между тем	2	3
188	высшей степени	2	3
189	ее целом	3	3
190	различие между	1	3
191	этом случае	1	3
192	по отношению	11	3
193	и к	7	3
194	а как	1	3
195	этом отношении	2	3
196	и при	3	3
197	это и	1	3
198	переходим к	1	3
199	общего с	1	3
200	в то	6	3
201	мы должны	7	3
202	и от	1	3
203	он не	4	3
204	физиологический процесс	1	3
205	в истории	3	3
206	в первом	2	3
207	психическое переживание	1	3
208	теперь мы	4	3
209	речи и	1	3
210	в котором	1	3
211	не существует	3	3
212	того что	2	3
213	слова и	2	3
214	не могут	3	3
215	более того	2	3
216	в высшей	2	3
217	нет ничего	1	3
218	идеологическое творчество	1	3
219	и как	1	3
220	двух направлений	1	3
221	быть и	2	3
222	мы говорили	1	3
223	на этот	1	3
224	в каком	3	3
225	нашей работы	1	3
226	все это	5	3
227	в области	3	3
228	в систему	2	3
229	и есть	2	3
230	формы и	2	3
231	одного из	1	3
232	и это	1	3
233	или иной	1	3
234	слово в	1	3
235	из них	1	3
236	но именно	1	3
237	и следовательно	1	3
238	– все	4	3
239	том что	5	3
240	то мы	1	2
241	одним из	3	2
242	и этот	1	2
243	для всех	2	2
244	целом ряде	1	2
245	является продуктом	1	2
246	в себе	4	2
247	всех сторон	1	2
248	же –	2	2
249	не знает	3	2
250	и с	7	2
251	первым и	2	2
252	выражение и	1	2
253	бы в	2	2
254	организованного социального	1	2
255	в другом	1	2
256	из этих	4	2
257	или в	1	2
258	жизни и	5	2
259	данной группы	1	2
260	в двух	1	2
261	от этого	1	2
262	является одним	1	2
263	на первый	1	2
264	именно на	1	2
265	какого рода	1	2
266	мы замечаем	1	2
267	переживание не	1	2
268	и прежде	5	2
269	отношению к	9	2
270	и является	1	2
271	внутри самой	1	2
272	для них	3	2
273	но при	1	2
274	как с	1	2
275	условиях социальной	2	2
276	всех областях	1	2
277	зависит от	1	2
278	быть дано	1	2
279	быть сведены	1	2
280	в сознании	3	2
281	как раз	2	2
282	психологии является	1	2
283	и во	1	2
284	и вообще	1	2
285	связана с	1	2
286	тесно связана	1	2
287	из важнейших	2	2
288	– является	1	2
289	все остальное	2	2
290	если он	5	2
291	совершенно независимо	1	2
292	то в	1	2
293	ко всякому	2	2
294	его к	1	2
295	там и	1	2
296	таком случае	2	2
297	его именно	1	2
298	второй –	2	2
299	и только	4	2
300	творчества –	2	2
301	между собой	4	2
302	между индивидами	3	2
303	деле ведь	1	2
304	или хотя	1	2
305	из него	2	2
306	как философии	1	2
307	на этой	2	2
308	конечно в	2	2
309	мира и	1	2
310	в таком	3	2
311	следовательно и	2	2
312	какой степени	2	2
313	он ни	1	2
314	в узком	2	2
315	но если	2	2
316	независимо от	1	2
317	мы ограничимся	1	2
318	к своему	1	2
319	явлений и	2	2
320	никогда не	7	2
321	и даже	2	2
322	глава вторая	1	2
323	оно становится	1	2
324	и той	1	2
325	не остается	3	2
326	всеми членами	1	2
327	конечно совершенно	1	2
328	точкой зрения	1	2
329	мог бы	1	2
330	с ее	3	2
331	– как	2	2
332	со всех	1	2
333	из этого	2	2
334	культуры и	1	2
335	другими словами	3	2
336	в качестве	2	2
337	философия культуры	1	2
338	– а	2	2
339	у нас	3	2
340	зрения и	1	2
341	к его	1	2
342	к тому	4	2
343	что такое	3	2
344	и всего	2	2
345	как он	1	2
346	в чем	4	2
347	не все	1	2
348	к этой	1	2
349	зависимости от	2	2
350	во все	1	2
351	в одной	2	2
352	ни в	6	2
353	лучше всего	1	2
354	за пределами	1	2
355	должно быть	2	2
356	два основных	1	2
357	со всею	3	2
358	всяком случае	3	2
359	данный момент	1	2
360	художественный образ	2	2
361	тем что	1	2
362	системе в	1	2
363	это делает	1	2
364	той же	2	2
365	из виду	1	2
366	или к	1	2
367	что все	5	2
368	в философии	1	2
369	узком смысле	2	2
370	материале и	1	2
371	и др	8	2
372	одна из	3	2
