N	2gram	Losev_Dial_1	UchenyiS
1	и в	18	14
2	а не	14	10
3	не только	13	10
4	прежде всего	10	8
5	и не	30	8
6	не может	12	7
7	вот почему	1	7
8	в этом	12	7
9	то что	13	7
10	может быть	17	6
11	в искусстве	1	6
12	то же	10	5
13	и только	1	5
14	все это	11	5
15	хотя бы	6	5
16	с другой	6	4
17	но и	7	4
18	что такое	10	4
19	в их	3	4
20	в этой	1	4
21	конечно не	3	4
22	и то	9	3
23	это не	9	3
24	было бы	12	3
25	как и	2	3
26	для этого	2	3
27	в частности	2	3
28	в своей	2	3
29	в то	6	3
30	все же	5	3
31	но в	6	3
32	формы в	1	3
33	же время	4	3
34	другой стороны	4	3
35	для него	2	3
36	не как	2	3
37	ни было	2	3
38	не о	4	3
39	как такового	1	3
40	что все	1	2
41	а между	1	2
42	крайней мере	4	2
43	же не	1	2
44	именно как	2	2
45	и с	5	2
46	до сих	2	2
47	а как	1	2
48	это было	2	2
49	самом деле	3	2
50	форму и	2	2
51	должна быть	3	2
52	превращается в	1	2
53	мы не	1	2
54	не приходится	1	2
55	о чем	2	2
56	если бы	12	2
57	что мы	1	2
58	ничего не	17	2
59	как таковой	4	2
60	если не	1	2
61	том что	9	2
62	на первый	1	2
63	но даже	1	2
64	мы и	2	2
65	ни от	2	2
66	но конечно	2	2
67	но не	4	2
68	в сторону	1	2
69	в его	3	2
70	по крайней	4	2
71	по существу	1	2
72	что и	3	2
73	по себе	25	2
74	конце концов	3	2
75	сих пор	2	2
76	но это	8	2
77	этом смысле	3	2
78	интереса к	1	2
79	могли бы	1	2
80	в том	9	2
81	тех или	3	2
82	это уже	1	2
83	и для	2	2
84	что он	11	2
85	в себе	11	2
86	при таком	1	2
87	в самом	3	2
88	между тем	1	2
89	и у	2	2
90	только в	3	2
91	мы получаем	2	2
92	не в	6	2
93	и является	2	2
94	вопроса о	1	2
95	все они	1	2
96	не есть	40	2
97	этом отношении	2	2
98	еще ничего	1	2
99	или иных	1	2
100	бы и	2	2
101	всех этих	3	2
