N	2gram	Medvedev_F_3	Myslijsy
1	потому что	7	33
2	то что	8	29
3	может быть	25	26
4	таким образом	18	24
5	в этом	18	23
6	в том	7	23
7	и в	27	23
8	в слове	4	22
9	и не	30	18
10	что в	8	17
11	в языке	2	16
12	при этом	8	15
13	только в	8	15
14	то же	15	14
15	в себе	3	14
16	как и	14	14
17	того что	3	14
18	так как	9	14
19	для нас	3	14
20	если бы	12	13
21	не было	1	12
22	а не	17	12
23	том что	4	12
24	чувственный образ	1	11
25	не в	12	11
26	по себе	4	11
27	но и	10	11
28	не может	24	11
29	по отношению	3	10
30	не только	9	10
31	для меня	1	10
32	мы можем	4	10
33	тем что	5	10
34	что мы	1	10
35	и потому	5	10
36	внутренней формы	3	10
37	между тем	7	9
38	не есть	4	9
39	мы не	4	8
40	то это	1	8
41	в своем	2	8
42	но в	6	8
43	было бы	6	8
44	тогда когда	4	8
45	о том	4	8
46	сказать что	3	8
47	отношению к	3	8
48	и т	11	7
49	очевидно что	2	7
50	как в	4	7
51	с этим	1	7
52	что это	3	7
53	на то	1	7
54	в нем	15	7
55	это не	3	7
56	по мере	1	7
57	и что	3	7
58	что и	2	7
59	вовсе не	28	7
60	с тем	7	7
61	могут быть	4	7
62	этого слова	2	7
63	независимо от	5	6
64	известно что	1	6
65	того как	1	6
66	так и	21	6
67	для того	4	6
68	такой степени	1	6
69	вместе с	6	6
70	тем и	1	6
71	и то	1	5
72	говорить о	2	5
73	один и	1	5
74	хотя и	1	5
75	бы и	3	5
76	как бы	8	5
77	так сказать	5	5
78	должно быть	1	5
79	не менее	7	5
80	поэтического произведения	1	5
81	с ним	1	5
82	так что	1	5
83	есть в	1	5
84	не можем	2	5
85	уже в	4	5
86	только тогда	1	5
87	в его	7	5
88	для него	1	5
89	допустим что	2	5
90	не из	1	5
91	что же	5	5
92	слова и	4	5
93	этом случае	1	5
94	все это	7	5
95	а в	1	5
96	таким же	2	5
97	во всяком	6	5
98	сам по	1	4
99	есть не	1	4
100	и о	1	4
101	в истории	5	4
102	что как	1	4
103	и с	3	4
104	его в	7	4
105	с другими	1	4
106	и тем	3	4
107	мы имеем	1	4
108	между собою	1	4
109	точки зрения	16	4
110	в котором	2	4
111	сих пор	1	4
112	тем не	2	4
113	т п	5	4
114	и более	3	4
115	в то	7	4
116	того чтобы	5	4
117	в сознании	1	4
118	в каком	2	4
119	же самое	3	4
120	мере того	1	4
121	если же	5	4
122	и может	1	4
123	и та	1	4
124	можно сказать	3	4
125	что он	6	4
126	хотя бы	6	4
127	то и	1	4
128	в одном	1	4
129	от того	2	4
130	только на	4	4
131	до сих	1	4
132	самое слово	1	4
133	так же	9	4
134	в данном	6	4
135	в той	3	4
136	да и	4	4
137	слов в	1	4
138	и все	8	4
139	есть уже	1	4
140	слово в	2	4
141	между ними	15	4
142	тем самым	1	4
143	в таком	2	4
144	языка с	1	3
145	человека и	2	3
146	самом деле	16	3
147	на самом	14	3
148	переход от	1	3
149	в первом	1	3
150	и до	1	3
151	слова в	1	3
152	мы уже	3	3
153	той же	3	3
154	что между	1	3
155	еще не	6	3
156	и на	3	3
157	или от	1	3
158	то мы	3	3
159	к слову	1	3
160	там где	7	3
161	для создания	1	3
162	в действительности	9	3
163	в самом	11	3
164	формы в	3	3
165	все эти	6	3
166	бы не	2	3
167	так в	2	3
168	и тот	1	3
169	и если	1	3
170	т д	6	3
171	к одному	1	3
172	и по	1	3
173	в нее	1	3
174	ни был	1	3
