N	2gram	Losev_Prob_2	Narrotol
1	не только	24	26
2	а не	10	17
3	представляет собой	2	16
4	но и	16	15
5	при этом	3	14
6	в том	12	14
7	в качестве	2	14
8	и не	37	14
9	в этом	17	13
10	и в	35	13
11	том что	19	13
12	такого рода	15	12
13	только в	14	11
14	в частности	5	11
15	может быть	18	10
16	в данном	10	10
17	сводится к	2	9
18	так и	7	9
19	то есть	39	9
20	к тому	3	9
21	а в	4	9
22	в себе	5	8
23	то что	38	8
24	не в	2	8
25	не может	13	8
26	в рамках	1	6
27	в своем	4	6
28	все же	8	6
29	и к	3	6
30	но в	6	6
31	никогда не	1	6
32	ничего не	10	6
33	данном случае	5	6
34	можно сказать	6	6
35	а также	2	6
36	в его	7	6
37	того что	12	6
38	со стороны	1	6
39	прежде всего	11	6
40	как бы	4	6
41	я не	1	5
42	что он	4	5
43	как в	1	5
44	хотя и	3	5
45	в нем	1	5
46	тем не	12	5
47	он не	2	5
48	таким образом	4	5
49	и тем	4	5
50	далеко не	4	5
51	точки зрения	2	5
52	место в	1	5
53	тем самым	7	5
54	в то	6	5
55	на него	2	5
56	о том	18	5
57	с одной	5	5
58	с другой	6	5
59	одной стороны	5	5
60	в той	2	5
61	то же	5	4
62	в этой	9	4
63	отнюдь не	5	4
64	перед нами	2	4
65	что это	1	4
66	в силу	1	4
67	уже не	8	4
68	об этом	2	4
69	в глазах	1	4
70	и уже	1	4
71	в конце	7	4
72	не менее	13	4
73	но при	2	4
74	времени и	1	4
75	если бы	4	4
76	в другом	1	4
77	в какой	1	4
78	свидетельствует о	2	4
79	как и	5	4
80	мира в	1	4
81	как это	1	4
82	в литературе	1	4
83	не является	7	4
84	и все	5	4
85	с ним	1	4
86	же в	1	4
87	что в	11	4
88	все что	3	4
89	для себя	9	3
90	самом деле	4	3
91	едва ли	9	3
92	мы имеем	1	3
93	нам в	2	3
94	с его	1	3
95	но не	4	3
96	что они	3	3
97	в целом	3	3
98	все эти	7	3
99	в известном	1	3
100	и его	1	3
101	так сказать	1	3
102	не следует	1	3
103	от которого	1	3
104	и по	3	3
105	того или	7	3
106	он является	2	3
107	в слове	3	3
108	характер и	1	3
109	которой он	4	3
110	о которой	1	3
111	и того	3	3
112	тому что	3	3
113	одна из	3	3
114	пока еще	9	3
115	того чтобы	2	3
116	по своей	1	3
117	этом отношении	1	3
118	в состав	1	3
119	той или	5	3
120	на том	3	3
121	и когда	1	3
122	и сам	2	3
123	мира и	1	3
124	между собой	5	3
125	о котором	3	3
126	о нем	2	3
127	внимание на	3	3
128	это не	1	3
129	известном смысле	1	3
130	один из	3	3
131	и представляет	1	3
132	никак не	11	3
133	между тем	1	3
134	то и	4	3
135	или даже	3	3
136	представить себе	4	3
137	как раз	8	3
138	и даже	11	3
139	или иной	5	3
140	только к	1	3
141	да и	10	3
142	в аспекте	1	3
143	и для	6	3
144	сказать что	24	3
145	к его	1	3
146	или иного	5	3
147	в таком	11	3
148	и т	6	2
149	он может	1	2
150	мере в	2	2
151	к другому	1	2
152	отношения между	1	2
153	должна быть	1	2
154	по его	1	2
155	мы не	7	2
156	же как	1	2
157	ему в	1	2
158	в ней	2	2
159	еще не	10	2
160	он сам	3	2
161	столь же	1	2
162	на самом	4	2
163	себе и	2	2
164	могли бы	3	2
165	как уже	1	2
166	не являются	3	2
167	в самом	5	2
168	в нашем	3	2
169	из этих	3	2
170	раз в	1	2
171	роль в	2	2
172	на то	6	2
173	в случае	3	2
174	что она	4	2
175	именно то	1	2
176	мы его	1	2
177	не будет	11	2
178	той же	2	2
179	было бы	8	2
180	должен был	1	2
181	несмотря на	3	2
182	бы на	1	2
183	и что	13	2
184	часто не	1	2
185	от его	2	2
186	и более	5	2
187	что с	2	2
188	не имеет	7	2
