N	3gram	Voloshinov_1	FransuaR
1	то же время	1	8
2	в то же	1	8
3	как мы уже	1	5
4	более или менее	1	3
5	но и в	1	3
6	с другой стороны	2	3
7	с самого начала	1	3
8	подобно тому как	1	3
9	один и тот	1	2
10	с точки зрения	2	2
11	на самом же	1	2
12	с одной стороны	2	2
13	и тот же	1	2
14	самом же деле	1	2
15	в то время	1	2
16	о том что	1	2
17	в приведенном нами	1	2
18	можно сказать что	5	1
19	все разобранные нами	1	1
20	в нашем же	1	1
21	дело в том	4	1
22	мы уже сказали	1	1
23	то же самое	2	1
24	одной стороны и	2	1
25	но все это	1	1
26	до сих пор	3	1
27	и не может	3	1
28	до известной степени	2	1
29	в чем не	1	1
30	сказать что и	1	1
31	в этом отношении	1	1
32	со всех сторон	1	1
33	одно и то	2	1
34	то время как	1	1
35	это ни в	1	1
36	к нему в	1	1
37	в данном случае	2	1
38	но в то	1	1
39	существенный момент в	1	1
40	независимо от него	1	1
41	ни в чем	1	1
42	и то же	2	1
43	это один и	1	1
44	может быть и	3	1
45	высокий и низкий	1	1
46	все же не	1	1
47	и др все	1	1
48	не может быть	7	1
49	необходимо отрешиться от	1	1
50	нужно подчеркнуть что	1	1
51	в свою очередь	1	1
52	и независимо от	1	1
53	мы можем сказать	2	1
54	в конечном счете	1	1
55	включает в себя	1	1
56	но это же	1	1
57	тех или иных	1	1
58	на самом деле	2	1
59	как существенный момент	1	1
60	в том что	4	1
61	тот же акт	1	1
62	но в них	1	1
63	к тому же	1	1
64	в том же	1	1
65	может быть ни	1	1
66	и делает его	1	1
