N	3gram	Losev_Prob_5	VeschiIm
1	и т д	1	20
2	не может быть	2	18
3	бы то ни	2	9
4	то ни было	1	9
5	что иное как	3	8
6	не что иное	3	8
7	может быть только	3	6
8	по крайней мере	4	6
9	в том что	8	6
10	на то что	2	6
11	содержит в себе	1	5
12	тем не менее	5	5
13	с точки зрения	8	4
14	и то что	3	4
15	не только в	1	4
16	то же время	1	4
17	от того что	1	4
18	в то же	1	4
19	в самом деле	1	3
20	сам по себе	1	3
21	можно было бы	1	3
22	то и другое	2	3
23	вместе с тем	3	3
24	указывает на то	1	3
25	все же не	3	3
26	сама по себе	1	3
27	что в результате	1	2
28	можно сказать что	3	2
29	этой точки зрения	1	2
30	дело в том	2	2
31	а есть только	1	2
32	но даже и	2	2
33	о том как	1	2
34	мы находим в	2	2
35	что только в	1	2
36	а так как	1	2
37	с этой точки	1	2
38	и в частности	3	2
39	ни о каком	1	2
40	в данном случае	2	2
41	что в ней	1	2
42	уже не просто	1	2
43	и таким образом	1	2
44	тот момент в	1	2
45	так что в	1	2
46	так или иначе	1	2
47	но еще и	1	2
48	на этой точке	1	1
49	это уже не	2	1
50	что несмотря на	1	1
51	имеется в виду	1	1
52	то что я	1	1
53	только потому что	1	1
54	не больше как	1	1
55	в этом смысле	3	1
56	том что он	2	1
57	должно было бы	1	1
58	но ясно что	2	1
59	да и то	1	1
60	он все же	1	1
61	как раз и	1	1
62	до сих пор	2	1
63	также и то	2	1
64	а не то	1	1
65	если она не	1	1
66	в и в	1	1
67	и следовательно от	1	1
68	было бы иметь	1	1
69	этой точке зрения	1	1
70	и не в	2	1
71	ни в какой	1	1
72	стоит на точке	1	1
73	что бы то	1	1
74	можно ли в	1	1
75	как раз в	1	1
76	потому что он	2	1
77	то время как	3	1
78	не потому что	1	1
79	но в то	1	1
80	крайней мере три	1	1
81	с одной стороны	3	1
82	в конце концов	6	1
83	по существу и	1	1
84	было то что	1	1
85	и потому что	1	1
86	именно на этой	1	1
87	и в этом	1	1
88	с тем же	1	1
89	или по крайней	1	1
90	и как бы	1	1
91	той и другой	1	1
92	уже по одному	1	1
93	еще и потому	1	1
94	приводить нас к	1	1
95	с другой стороны	5	1
96	сознание что и	1	1
97	только о том	1	1
98	потому что они	2	1
99	том как совместить	1	1
100	и все же	1	1
101	нет никакой нужды	1	1
102	ясно что это	1	1
103	во всяком случае	2	1
104	том смысле что	1	1
105	в то время	3	1
106	и вместе с	1	1
107	это и есть	1	1
108	о том что	9	1
109	хотя бы в	1	1
110	вопрос о том	1	1
111	стоит именно на	1	1
112	но все же	2	1
113	с этой стороны	1	1
114	для того чтобы	2	1
115	быть только у	1	1
116	в том смысле	1	1
117	в результате этого	1	1
118	тех или иных	2	1
119	проявляется в них	1	1
120	свидетельствует о том	1	1
121	и для всякого	1	1
122	только тогда когда	3	1
123	до самого последнего	1	1
124	на точке зрения	1	1
125	и для всего	1	1
