N	4gram	Voloshinov_2	Psycholo
1	в том что он	2	3
2	то же самое что	1	2
3	его с точки зрения	1	2
4	в то же время	8	2
5	все более и более	2	2
6	никогда не может быть	1	1
7	и не может быть	1	1
8	одно и то же	3	1
9	не что иное как	1	1
10	то одна то другая	1	1
11	бы то ни было	4	1
12	не может быть объяснено	1	1
13	не может быть признано	1	1
14	из поколения в поколение	1	1
15	в жизни и в	1	1
16	во всяком случае все	1	1
17	и в том что	1	1
18	свидетельствует о том что	1	1
19	к тому или иному	1	1
20	одного и того же	4	1
21	если же мы возьмем	1	1
22	приводит к тому что	1	1
