N	2gram	Berdyaev_V_1	Problemy
1	и не	20	31
2	и в	16	29
3	в его	4	24
4	может быть	1	24
5	в этом	4	22
6	а не	7	22
7	в нем	4	19
8	как бы	5	19
9	для него	2	18
10	не только	2	15
11	то что	9	15
12	то же	1	14
13	но и	5	14
14	уже не	2	13
15	как и	4	12
16	в самом	1	10
17	только в	2	10
18	в одном	1	10
19	все эти	3	9
20	с его	3	9
21	все же	1	9
22	это не	2	9
23	но не	2	9
24	что в	3	8
25	как не	3	8
26	в том	3	8
27	что он	4	8
28	потому что	4	8
29	в своем	1	8
30	в своей	3	8
31	и на	1	7
32	но в	3	7
33	том что	2	7
34	не в	3	7
35	вовсе не	1	7
36	она не	1	7
37	так и	4	7
38	лишь как	1	7
39	в форме	2	7
40	прежде всего	2	7
41	мира и	1	7
42	а в	2	7
43	так же	1	6
44	менее всего	1	6
45	как в	1	6
46	в целом	1	6
47	в мире	5	6
48	могут быть	2	6
49	к нему	1	6
50	этого мира	3	6
51	в конце	3	6
52	так как	9	6
53	и потому	7	6
54	не могут	2	6
55	все это	5	6
56	о мире	1	6
57	должна быть	3	5
58	же что	1	5
59	зависимости от	1	5
60	у него	1	5
61	но все	1	5
62	мир и	2	5
63	и это	2	5
64	еще не	8	5
65	с ним	2	5
66	ничего не	1	5
67	между тем	2	5
68	мира в	2	5
69	конце концов	1	5
70	во всяком	2	5
71	и т	2	4
72	ивана карамазова	2	4
73	сознания не	1	4
74	в едином	1	4
75	бы и	3	4
76	в этой	1	4
77	перестает быть	1	4
78	человека в	1	4
79	должно быть	3	4
80	что было	2	4
81	их в	3	4
82	раз и	1	4
83	как мы	1	4
84	в процессе	1	4
85	и с	1	4
86	тем что	2	4
87	что и	3	4
88	превращается в	3	4
89	не было	3	4
90	но это	3	4
91	и для	3	4
92	в результате	1	4
93	они не	1	4
94	и самое	1	3
95	я не	1	3
96	себе и	1	3
97	уже в	1	3
98	и до	1	3
99	лишь на	1	3
100	в их	1	3
101	этот мир	1	3
102	тому что	3	3
103	на котором	1	3
104	одна из	2	3
105	на него	1	3
106	никогда не	3	3
107	карамазова и	1	3
108	в духе	2	3
109	оно не	3	3
110	в себя	2	3
111	с другой	1	3
112	все в	1	3
113	в них	3	3
114	но с	1	3
115	бытия в	1	3
116	но как	1	3
117	за ним	3	3
118	ни в	3	3
119	хоть и	1	3
120	нового времени	1	3
121	в человеке	1	3
122	в мир	1	3
123	есть то	1	3
124	бы в	1	3
125	о своем	1	3
126	другой стороны	1	3
127	таким же	1	3
128	в своих	1	3
129	все что	4	3
130	если б	1	2
131	и есть	4	2
132	и могут	1	2
133	в которой	1	2
134	вопрос о	1	2
135	на себя	5	2
136	в ней	4	2
137	бы то	1	2
138	оно ни	1	2
139	отношение к	1	2
140	тоже не	1	2
141	во что	1	2
142	в истории	8	2
143	его на	1	2
144	и нет	1	2
145	могли бы	1	2
146	его к	2	2
147	в противоположность	1	2
148	то ни	1	2
149	а его	1	2
150	художественный образ	1	2
151	в жизни	3	2
152	и уже	1	2
153	искать в	1	2
154	в котором	4	2
155	в которых	1	2
