N	2gram	Tiupa_Lite_3	Komedia
1	и в	16	26
2	в г	3	17
3	едва ли	3	14
4	и не	22	14
5	и его	6	12
6	к тому	6	12
7	так и	9	12
8	тому же	5	11
9	может быть	12	11
10	в том	12	11
11	в этом	14	10
12	на протяжении	1	10
13	но и	14	10
14	столь же	1	9
15	том что	8	9
16	если бы	2	9
17	вместе с	5	9
18	что в	2	9
19	было бы	2	8
20	и на	2	7
21	не только	14	7
22	на себя	2	7
23	что и	2	7
24	из них	4	7
25	ли не	1	7
26	еще не	6	6
27	в своем	1	6
28	о том	6	6
29	в нем	2	6
30	в то	9	6
31	того чтобы	2	6
32	потому что	3	6
33	в двух	1	6
34	во время	1	6
35	то что	12	6
36	с его	6	5
37	что он	5	5
38	так что	1	5
39	в истории	1	5
40	независимо от	1	5
41	с этим	1	5
42	для того	2	5
43	а затем	3	5
44	с тем	1	5
45	и с	2	5
46	один из	2	5
47	в качестве	5	5
48	к этому	2	5
49	уже в	1	4
50	хотя и	4	4
51	в самом	3	4
52	в целом	5	4
53	в них	1	4
54	как и	5	4
55	в этих	1	4
56	место в	4	4
57	тому что	1	4
58	не менее	2	4
59	не по	1	4
60	с и	1	4
61	как будто	4	4
62	как мы	2	4
63	что у	2	4
64	еще в	3	4
65	его в	2	4
66	восходит к	1	4
67	между тем	3	4
68	в его	6	4
69	в середине	1	4
70	только в	7	4
71	же в	2	4
72	в начале	4	4
73	так как	1	4
74	у него	1	4
75	на этот	1	4
76	что для	1	4
77	прежде всего	3	4
78	в руках	1	4
79	мира в	3	4
80	в частности	11	4
81	как это	3	4
82	все же	2	4
83	и для	4	4
84	и от	1	4
85	одной из	1	4
86	точки зрения	7	4
87	например в	3	3
88	тех же	1	3
89	в котором	1	3
90	то же	9	3
91	в их	1	3
92	той же	3	3
93	вопрос о	2	3
94	того же	2	3
95	в ней	1	3
96	во всех	2	3
97	в обеих	1	3
98	как правило	1	3
99	но не	4	3
100	по отношению	4	3
101	как в	5	3
102	что касается	1	3
103	но в	3	3
104	так или	2	3
105	в этой	8	3
106	как он	1	3
107	друг другу	1	3
108	человека в	2	3
109	в каждом	1	3
110	первую очередь	1	3
111	не имеет	1	3
112	же время	7	3
113	к концу	1	3
114	связи с	2	3
115	и сам	2	3
116	к нему	1	3
117	тех пор	1	3
118	к их	1	3
119	в единственном	1	3
120	себя в	7	3
121	для всех	1	3
122	и их	1	3
123	друг друга	1	3
124	тем что	2	3
125	в первую	1	3
126	даже не	1	3
