N	4gram	Tiupa_Anal_3	DiskursI
1	определяется предметом целью и	1	3
2	предметом целью и ситуацией	1	3
3	целью и ситуацией высказывания	1	3
4	в то же время	3	3
5	жанры как формы целого	1	2
6	свою очередь определяется предметом	1	2
7	может быть определена как	1	2
8	одного и того же	3	2
9	в свою очередь определяется	1	2
10	очередь определяется предметом целью	1	2
11	типическим ситуациям речевого общения	1	2
12	а в том что	1	2
13	не говоря уже о	1	2
14	прежде всего к ценностной	1	1
15	это позиция активного приятия	1	1
16	слушатель читатель может и	1	1
17	в сущности застывшее целое	1	1
18	равнодостойности сознаний встречающихся в	1	1
19	здесь действующие лица по	1	1
20	поэтике здесь пока еще	1	1
21	строим свою речь нам	1	1
22	иносказательность является своего рода	1	1
23	и в форме определенной	1	1
24	излишним впрочем уверяем читателя	1	1
25	мы имеем дело с	1	1
26	курьезное любопытное занимательное неожиданное	1	1
27	композиции неразвернутость характеристик и	1	1
28	помещаем полагая его излишним	1	1
29	и потому нейтральное к	1	1
30	укрупненных деталей краткость и	1	1
31	типа есть монолог в	1	1
32	акт притчевого типа есть	1	1
33	как композиционно определенное в	1	1
34	нечто смешное но обязательно	1	1
35	фактический слушатель читатель может	1	1
36	притче о блудном сыне	1	1
37	нормативное приложение запечатленного в	1	1
38	опыта к индивидуальной жизненной	1	1
39	акцентированная роль немногочисленных и	1	1
40	с языком ставят перед	1	1
41	жанр как композиционно определенное	1	1
42	всего к ценностной однозначности	1	1
43	время жанры существенно связаны	1	1
44	собственно и составляющий морализаторскую	1	1
45	монологизированного слова в слове	1	1
46	тематические и языковые с	1	1
47	в сказании повествуемой ситуации	1	1
48	некий нравственный закон собственно	1	1
49	ставят перед ним определенные	1	1
50	смысле домонологично оно объединяет	1	1
51	сплетни то есть принадлежат	1	1
52	так сказать первофеномены жанров	1	1
53	можно сказать что жанр	1	1
54	стабильно дифференцированном и оцененном	1	1
55	еще преждевременно поскольку мы	1	1
56	зародыши тематические и языковые	1	1
57	бытуют как слухи или	1	1
58	он ничего предосудительного памяти	1	1
59	запечатленного в притче универсального	1	1
60	а не ценностно дистанцированной	1	1
61	свою речь нам всегда	1	1
62	и прежде всего к	1	1
63	и в форме индивидуального	1	1
64	коммуникативного события на поучающего	1	1
65	суть то что они	1	1
