N	2gram	Kanaev_Sov_1	StatiiOP
1	в и	2	130
2	и в	7	44
3	в том	4	36
4	что в	2	30
5	том что	1	29
6	в этом	7	21
7	вовсе не	1	19
8	не только	4	18
9	было бы	3	17
10	о том	1	17
11	а в	4	17
12	а не	3	16
13	и не	6	16
14	может быть	12	15
15	в области	3	14
16	в данном	1	14
17	можно было	1	13
18	не в	3	12
19	самом деле	2	11
20	в этой	3	11
21	у нас	3	11
22	точки зрения	12	11
23	но в	3	10
24	ясно что	3	10
25	только в	1	10
26	как и	6	9
27	в то	1	9
28	если бы	1	9
29	в его	2	9
30	с другой	1	9
31	во всех	1	8
32	все же	3	8
33	но ведь	1	8
34	это не	4	8
35	из них	4	8
36	с точки	5	8
37	и его	1	8
38	не может	17	8
39	в самом	2	7
40	таким образом	11	7
41	для нас	3	7
42	до сих	1	7
43	прежде всего	5	7
44	сих пор	1	7
45	сказать что	1	7
46	на самом	1	6
47	из этих	2	6
48	данном случае	1	6
49	всяком случае	2	6
50	именно в	1	6
51	дело в	1	6
52	что же	5	6
53	но это	1	6
54	во всяком	2	6
55	то же	3	5
56	той же	2	5
57	в целом	4	5
58	все эти	5	5
59	в нем	3	5
60	и по	2	5
61	такой же	2	5
62	этой области	1	5
63	не менее	2	5
64	никогда не	1	5
65	могут быть	2	5
66	так как	4	5
67	и даже	2	5
68	нужно сказать	1	5
69	там где	1	5
70	xix в	1	5
71	все это	3	5
72	совершенно не	2	5
73	жизни и	4	5
74	так же	1	5
75	это и	1	4
76	в которой	2	4
77	вопрос о	4	4
78	в основу	1	4
79	что это	2	4
80	что она	3	4
81	но все	2	4
82	но если	1	4
83	том как	1	4
84	представление о	1	4
85	времени не	1	4
86	не имеет	1	4
87	же время	1	4
88	научной работы	1	4
89	и что	2	4
90	во втором	1	4
91	этот вопрос	1	4
92	не было	1	4
93	к которому	1	4
94	на эту	1	4
95	как бы	4	4
96	еще более	2	4
97	же как	1	3
98	того же	1	3
99	тем же	2	3
100	в ней	1	3
101	еще не	3	3
102	из двух	3	3
103	но не	1	3
104	по отношению	1	3
105	с этим	2	3
106	это просто	1	3
107	точку зрения	4	3
108	же это	4	3
109	в каждом	8	3
110	в другом	1	3
111	ни в	1	3
112	чем в	1	3
113	в конце	3	3
114	о значении	2	3
115	а на	2	3
116	этих двух	2	3
117	очень мало	1	3
118	очень часто	1	3
119	должен быть	1	3
120	поэтому в	1	3
121	и вообще	1	3
122	которых в	1	3
123	и только	1	3
124	значит что	1	3
125	в какой	1	3
126	по мнению	2	3
127	с одной	2	3
128	в виде	2	3
129	в начале	1	3
130	бы все	1	3
131	в очень	1	3
132	на этот	2	3
133	не является	1	3
134	и для	1	3
135	в результате	6	3
136	отношению к	1	3
137	работы в	1	3
138	в таком	2	3
139	ничего общего	1	3
140	них это	1	2
141	мере в	1	2
142	в первом	3	2
143	по его	1	2
144	мы имеем	1	2
145	мы не	9	2
146	или же	2	2
147	подчеркнуть что	1	2
148	быть в	1	2
149	совсем не	1	2
150	и речи	1	2
151	идет о	1	2
152	в своем	1	2
153	в себе	3	2
154	и те	1	2
155	в наших	3	2
156	при этом	3	2
157	он не	1	2
158	свою собственную	2	2
159	он должен	2	2
160	и более	1	2
161	свое время	1	2
162	что все	2	2
163	в данной	1	2
164	его в	1	2
165	должен был	1	2
166	в такой	1	2
167	которые в	1	2
168	без всяких	1	2
169	их в	4	2
170	что эта	1	2
171	она не	1	2
172	что с	1	2
173	говорить о	2	2
174	случае не	1	2
175	вытекает из	1	2
176	ничего не	6	2
177	к концу	1	2
178	тем не	2	2
179	что при	2	2
180	и это	1	2
181	системе в	1	2
182	каждого из	2	2
183	может не	3	2
184	и все	3	2
185	и во	2	2
186	а потому	1	2
187	сказать еще	1	2
188	отметить что	1	2
189	крайней мере	1	2
190	к нему	1	2
191	быть и	2	2
192	на которой	1	2
193	и критика	1	2
194	достаточно для	1	2
195	со всеми	2	2
196	конечно не	1	2
197	и у	1	2
198	уже в	3	2
199	ведь если	1	2
200	если в	1	2
201	этот раз	1	2
202	который как	2	2
203	допустим что	1	2
204	у него	2	2
205	одной стороны	1	2
206	по крайней	1	2
207	нет никаких	1	2
208	и потому	3	2
209	и их	1	2
210	такого рода	2	2
211	по существу	1	2
212	в свое	1	2
213	этом случае	1	2
214	и тогда	1	2
215	но для	1	2
216	при таком	3	2
217	ни одного	1	2
218	несмотря на	1	2
219	не знает	1	2
220	всех трех	1	2
221	в своих	1	2
222	можно назвать	2	2
223	можно говорить	1	1
224	как известно	2	1
225	и есть	2	1
226	почти не	1	1
227	здесь и	1	1
228	на две	3	1
229	в зависимости	4	1
230	и могут	1	1
231	мы называем	3	1
232	их и	1	1
233	многом не	1	1
234	зависимости от	4	1
235	же мере	1	1
236	на них	1	1
237	между собой	3	1
238	бы то	1	1
239	с его	1	1
240	но как	1	1
241	вытекает ли	1	1
242	нет и	4	1
243	конечно совершенно	1	1
244	мы снова	1	1
245	каждая из	2	1
246	стороны и	1	1
247	кроме того	1	1
248	то через	1	1
249	хотя и	1	1
250	и к	3	1
251	для ее	1	1
252	на какой	1	1
253	не приходится	1	1
254	он в	3	1
255	в нашем	2	1
256	у каждого	3	1
257	так в	1	1
258	в известном	1	1
259	всего необходимо	1	1
260	и до	1	1
261	области так	1	1
262	xviii и	1	1
263	как он	3	1
264	дела не	1	1
265	в корне	1	1
266	у читателя	1	1
267	объяснения всех	1	1
268	какой бы	1	1
269	том случае	1	1
270	давая себе	1	1
271	обоих случаях	1	1
272	те или	1	1
273	не полно	1	1
274	ведь в	1	1
275	здесь нет	1	1
276	в ином	1	1
277	только одно	1	1
278	для них	1	1
279	которой он	2	1
280	всегда и	1	1
281	вопрос и	1	1
282	в развитии	4	1
