N	2gram	Nazirov_Vr_1	Istorich
1	т е	3	29
2	что он	4	24
3	не только	9	18
4	может быть	4	17
5	и в	8	15
6	никогда не	2	15
7	но и	7	14
8	так же	4	13
9	что в	7	12
10	то что	7	12
11	а в	2	12
12	в этом	8	11
13	об этом	5	11
14	в этих	1	11
15	мы знаем	2	11
16	и не	5	11
17	то же	5	10
18	что они	1	10
19	его в	3	10
20	еще не	2	9
21	все же	6	9
22	потому что	1	9
23	он не	3	8
24	связи с	3	8
25	один из	1	8
26	в нем	6	7
27	таким образом	2	7
28	том что	3	7
29	ничего не	1	7
30	вместе с	2	7
31	сих пор	1	7
32	но в	6	6
33	что это	1	6
34	и что	8	6
35	в его	3	6
36	до сих	1	6
37	наряду с	3	6
38	как бы	4	6
39	в том	3	6
40	точно так	1	6
41	же как	2	5
42	и есть	1	5
43	как в	1	5
44	с этим	1	5
45	и наконец	1	5
46	было бы	1	5
47	попадает в	1	5
48	этого не	1	5
49	можно найти	1	5
50	в котором	6	5
51	в русской	3	5
52	так и	1	5
53	связан с	1	5
54	к нему	1	5
55	в одном	1	5
56	прежде всего	1	5
57	к которому	1	5
58	в связи	3	5
59	не может	2	5
60	в ней	4	4
61	в себе	2	4
62	в этой	2	4
63	при этом	4	4
64	после этого	2	4
65	и с	6	4
66	не будем	1	4
67	но он	3	4
68	но они	1	4
69	того как	1	4
70	для нас	4	4
71	о нем	6	4
72	в другой	1	4
73	пока не	1	4
74	его и	2	4
75	у него	5	4
76	тем что	3	4
77	этот мотив	1	4
78	но это	2	4
79	к этой	1	4
80	они не	1	4
81	в русских	2	3
82	не совсем	1	3
83	он был	3	3
84	что ее	1	3
85	как он	1	3
86	на то	3	3
87	всех этих	1	3
88	он и	1	3
89	хотя в	1	3
90	не мог	2	3
91	в их	1	3
92	что этот	1	3
93	и его	3	3
94	и это	2	3
95	так в	2	3
96	роль в	1	3
97	о том	4	3
98	если это	1	3
99	того что	1	3
100	в качестве	1	3
101	эти слова	3	3
102	предположить что	1	3
103	все это	4	3
104	между прочим	1	3
105	и ушел	1	3
106	уже на	1	3
107	также что	1	2
108	не вдаваясь	1	2
109	еще до	1	2
110	я не	3	2
111	и то	2	2
112	на крыльцо	1	2
113	во всех	1	2
114	но не	1	2
115	не все	1	2
116	не просто	1	2
117	его на	2	2
118	дает нам	1	2
119	некоторое время	1	2
120	третий раз	1	2
121	это за	1	2
122	тому же	1	2
123	не могла	1	2
124	пор мы	1	2
125	в силу	1	2
126	сказал что	1	2
127	из него	1	2
128	человека в	3	2
129	другой раз	1	2
130	из них	2	2
131	той же	1	2
132	это не	4	2
133	в жизни	1	2
134	как и	6	2
135	ключ к	1	2
136	такой же	1	2
137	этот материал	1	2
138	вдаваясь в	1	2
139	со мной	1	2
140	в эту	2	2
141	во время	2	2
142	и ее	2	2
143	в третий	1	2
144	как указывает	1	2
145	представление о	1	2
146	нет необходимости	1	2
147	их в	2	2
148	на три	1	2
149	тем самым	1	2
150	одна из	2	2
151	другой стороны	1	2
152	к себе	2	2
153	могут быть	1	2
154	с ее	1	2
155	в виду	4	2
156	что у	3	2
157	на нее	1	2
158	живет в	1	2
159	имеется в	1	2
160	с другой	1	2
161	а также	2	2
162	что эта	1	2
163	также в	1	2
164	в свете	1	2
165	в него	2	2
166	но с	1	2
167	он стал	1	2
168	пришел к	2	2
169	проникнуть в	1	2
170	уже в	4	2
171	в нашей	2	2
172	не знал	1	2
173	при помощи	2	2
174	и их	1	2
175	тут же	1	2
176	не было	5	2
177	в особенности	1	2
178	о своей	1	2
179	и из	1	2
180	именно в	1	2
181	а с	2	2
182	что им	1	2
183	нет ничего	1	2
184	да и	1	2
185	ко мне	2	2
186	в основном	1	2
187	тот кто	1	2
188	за него	1	2
189	себя как	1	1
190	этот характер	1	1
191	можно говорить	1	1
192	что образ	1	1
193	к своей	1	1
194	это и	1	1
195	говорилось выше	1	1
196	ко всем	1	1
197	но после	2	1
198	или по	1	1
199	высшей степени	1	1
200	едва ли	1	1
201	и этот	1	1
202	по его	1	1
203	их и	1	1
204	тот страшно	1	1
205	и о	3	1
206	пока только	1	1
207	не слишком	1	1
208	говорить о	1	1
209	и он	2	1
210	силу которой	1	1
211	это время	1	1
212	он сам	2	1
213	к сравнительно	1	1
214	с его	3	1
215	а тем	1	1
216	на основе	2	1
217	но как	2	1
218	только при	1	1
219	в сторону	1	1
220	как показал	1	1
221	ответ на	2	1
222	отнюдь не	2	1
223	в истории	4	1
224	как говорит	1	1
225	как к	1	1
226	как нам	1	1
227	встрече с	1	1
228	и как	3	1
229	к страшной	1	1
230	себе не	1	1
231	в этот	3	1
232	итак чтобы	1	1
233	в целом	1	1
234	и и	1	1
235	еще один	1	1
236	что к	2	1
237	но на	1	1
238	стал на	1	1
239	о смерти	1	1
240	этом говорят	1	1
241	что ни	1	1
242	совпадают с	1	1
243	не будет	1	1
244	этом он	1	1
245	из своего	1	1
246	это было	1	1
247	этого как	1	1
248	а это	1	1
249	дурак так	1	1
250	на характер	1	1
251	не ясно	1	1
252	в них	2	1
253	в высшей	1	1
254	соответствии с	1	1
255	далеко не	3	1
256	не всегда	1	1
257	несмотря на	4	1
258	восходят к	1	1
259	но я	1	1
260	в своей	2	1
261	тем не	1	1
262	доказывает что	1	1
263	есть еще	1	1
264	с такими	1	1
265	связь этого	1	1
266	на расстоянии	1	1
267	родстве с	1	1
268	не менее	2	1
269	вплоть до	1	1
270	от нас	1	1
271	имя не	1	1
272	как о	1	1
273	в обоих	1	1
274	в то	5	1
275	он дважды	1	1
276	только не	1	1
277	правда в	1	1
278	во всем	1	1
279	ему и	1	1
280	мы бы	1	1
281	которая называется	1	1
282	в процессе	1	1
283	до того	1	1
284	в каком	1	1
285	в бою	1	1
286	такие же	1	1
287	как ему	1	1
288	во все	1	1
289	вошли в	1	1
290	все ясно	1	1
291	его с	2	1
292	в эти	2	1
293	время сна	1	1
294	на это	2	1
295	время он	2	1
296	тогда как	2	1
297	этой вражды	2	1
298	себе силы	1	1
299	том как	1	1
300	о котором	1	1
301	с ним	4	1
302	можно бы	1	1
303	и русской	1	1
304	увидел что	1	1
305	там же	2	1
306	вопрос до	1	1
307	ее и	1	1
308	и во	3	1
309	все в	1	1
310	этот момент	2	1
311	полагали что	1	1
312	вслед за	1	1
313	следить за	1	1
314	в частности	1	1
315	быть и	1	1
316	постепенно выясняется	1	1
317	которым он	1	1
318	из которого	1	1
319	для всех	1	1
320	уже не	2	1
321	ни с	1	1
322	никто не	1	1
323	друг друга	1	1
324	каждый из	1	1
325	знали что	1	1
326	доходит до	1	1
327	нужно было	1	1
328	и сестра	1	1
329	не хочет	1	1
330	и можно	1	1
331	такое же	1	1
332	только по	1	1
333	и стал	2	1
334	говорит я	1	1
335	целым рядом	1	1
336	до конца	1	1
337	в спину	1	1
338	своего рода	1	1
339	среди них	1	1
340	одну из	1	1
341	из героев	1	1
342	о чем	2	1
343	в подобных	1	1
344	не знаю	1	1
345	человека к	1	1
346	он ее	1	1
347	лет я	1	1
348	по своему	1	1
349	что за	1	1
350	в той	2	1
351	и дети	2	1
352	что же	1	1
353	матери и	3	1
354	по которому	1	1
355	сам в	1	1
356	указанием на	1	1
357	в это	2	1
358	полно и	1	1
359	за что	1	1
360	это как	1	1
361	но об	1	1
362	указания на	1	1
363	еще более	1	1
364	же в	2	1
365	можно признать	1	1
366	брата и	1	1
367	в родстве	1	1
368	в свою	2	1
369	полагает что	1	1
370	материал и	1	1
371	бы его	1	1
372	из этого	1	1
373	в самом	1	1
374	только о	1	1
375	позади них	1	1
376	героя в	1	1
377	он подошел	1	1
378	молодой человек	1	1
379	к этому	3	1
380	в таком	1	1
