N	3gram	Vinokur_St_1	VerxiiNi
1	с одной стороны	2	7
2	с точки зрения	8	6
3	во всяком случае	6	6
4	в том числе	2	5
5	до сих пор	7	5
6	по крайней мере	2	5
7	а с другой	1	5
8	для того чтобы	10	5
9	о том что	11	4
10	том числе и	2	4
11	но все же	3	4
12	так или иначе	2	3
13	точно так же	1	3
14	в конце концов	1	3
15	так же как	3	3
16	всяком случае не	1	3
17	и таким образом	1	3
18	тем не менее	2	3
19	в том что	17	3
20	сих пор еще	1	2
21	в этом отношении	7	2
22	может быть даже	1	2
23	то или иное	3	2
24	некоторые из них	1	2
25	может быть и	2	2
26	то что он	1	2
27	бы то ни	1	2
28	таким образом в	1	2
29	то же время	4	2
30	ничего общего с	3	2
31	той или иной	1	2
32	на то что	4	2
33	в то же	4	2
34	и в этом	3	2
35	в так называемой	1	1
36	а между тем	1	1
37	не может не	1	1
38	не для одной	1	1
39	сказать что в	3	1
40	в прямом смысле	1	1
41	лишь то что	1	1
42	чуть ли не	2	1
43	по отношению к	3	1
44	в которых он	1	1
45	в котором он	1	1
46	в самом деле	5	1
47	в настоящее время	1	1
48	в соответствии с	1	1
49	свидетельствует о том	1	1
50	о том как	1	1
51	не всегда и	1	1
52	из двух или	1	1
53	и в то	1	1
54	сами по себе	1	1
55	в первую очередь	2	1
56	и далее в	1	1
57	в каком он	1	1
58	камня на камне	1	1
59	в то что	1	1
60	виде в каком	1	1
61	что в области	3	1
62	и некоторые другие	1	1
63	ясно что и	1	1
64	в этой области	5	1
65	в данном случае	6	1
66	но в то	2	1
67	на этот раз	2	1
68	тот факт что	1	1
69	смысле этого слова	1	1
70	одно из двух	1	1
71	что в таком	1	1
72	не в том	2	1
73	с нашей точки	1	1
74	тем или иным	3	1
75	с другой стороны	6	1
76	речь идет о	2	1
77	а в том	1	1
78	только то что	1	1
79	сих пор не	1	1
80	не может быть	5	1
81	но с другой	2	1
82	что в этой	2	1
83	в то время	2	1
84	всяком случае в	2	1
85	так и в	4	1
86	в одном из	1	1
87	и никогда не	1	1
88	и так и	1	1
89	что и у	1	1
90	нашей точки зрения	1	1
91	после того как	1	1
92	так как по	1	1
93	именно в виде	1	1
94	тем что в	2	1
95	что и в	4	1
96	могло бы быть	1	1
97	и только в	3	1
