N	3gram	Potebnia_M_2	DiskursI
1	в отличие от	1	12
2	в том что	7	6
3	то же время	2	5
4	как и в	1	5
5	в то же	2	4
6	с одной стороны	3	4
7	так и в	2	3
8	не может быть	2	3
9	о том что	1	3
10	и того же	6	2
11	и может быть	2	2
12	одной стороны и	1	2
13	состоит в том	1	2
14	подобно тому как	4	2
15	в этом случае	1	2
16	что же касается	1	2
17	ни одно из	1	2
18	и не может	1	2
19	в наше время	1	2
20	заключает в себе	4	2
21	одно и то	2	2
22	на мой взгляд	1	2
23	и то же	2	2
24	и как бы	1	2
25	дело в том	1	2
26	не было в	1	2
27	одного и того	6	2
28	не в состоянии	4	1
29	прежде всего следует	1	1
30	потому что в	1	1
31	прежде всего на	1	1
32	двух или нескольких	1	1
33	к другому в	1	1
34	друг от друга	1	1
35	с другой стороны	2	1
36	об одном из	3	1
37	друг на друга	1	1
38	бы то ни	1	1
39	тому как в	1	1
40	то что в	2	1
41	при этом не	1	1
42	на каждом шагу	1	1
43	или по крайней	2	1
44	но это не	1	1
45	в той мере	1	1
46	потому что из	1	1
47	одном и том	1	1
48	в применении к	1	1
49	из виду что	1	1
50	то ни было	1	1
51	и том же	1	1
52	в себе как	1	1
53	во втором случае	1	1
54	не могут быть	3	1
55	между человеком и	1	1
56	не в том	2	1
57	большую или меньшую	1	1
58	во всяком случае	7	1
59	мере в какой	1	1
60	и той же	1	1
61	которое может быть	1	1
62	между тем как	2	1
63	обратим внимание на	1	1
64	при этом и	1	1
65	в одном из	1	1
66	то есть в	1	1
67	с самого начала	2	1
68	может быть названо	2	1
69	но все эти	1	1
70	мысль о том	1	1
71	не менее в	1	1
72	может быть продолжен	1	1
73	в большинстве случаев	1	1
74	одной и той	1	1
75	той мере в	1	1
76	как в басне	1	1
77	тем не менее	5	1
78	отличие от слова	1	1
79	здесь как и	1	1
80	по крайней мере	5	1
81	не только от	1	1
