N	3gram	Bakhtin_Fr_7	Mirosoze
1	но и в	1	4
2	и в этой	2	4
3	это и есть	1	4
4	один из самых	1	4
5	с тем что	1	3
6	это не было	1	3
7	есть не только	1	3
8	и в самом	1	3
9	мы увидим что	1	3
10	на поверхности земли	1	2
11	прежде всего в	4	2
12	по отношению к	2	2
13	но он не	1	2
14	не только в	1	2
15	в конце концов	4	2
16	что иное как	1	1
17	потому что он	1	1
18	и есть то	2	1
19	ничего не остается	1	1
20	не без основания	1	1
21	от него и	1	1
22	не может знать	1	1
23	в чистилище и	1	1
24	новых и новых	1	1
25	имеем в виду	2	1
26	по прямой линии	1	1
27	мир к человеку	1	1
28	как и все	1	1
29	он знает только	1	1
30	человек не есть	1	1
31	никто не может	2	1
32	в нем все	1	1
33	и у него	1	1
34	и у других	1	1
35	жизни существует только	1	1
36	спуска в преисподнюю	1	1
37	от бога в	1	1
38	человека человек не	1	1
39	имел в виду	1	1
40	это прежде всего	2	1
41	что в конце	1	1
42	центральное место в	1	1
43	в значительной степени	2	1
44	и по отношению	1	1
45	но в нем	1	1
46	не только для	1	1
47	в этих словах	1	1
48	во всяком случае	1	1
49	одним из самых	1	1
50	тем что в	1	1
51	в разных местах	1	1
52	и в том	1	1
53	одного из самых	1	1
54	к человеку и	1	1
55	к нему и	1	1
56	была еще вполне	1	1
57	нужно сказать что	1	1
58	в самом человеке	1	1
59	и по своим	1	1
60	мы имеем в	2	1
61	о том что	1	1
62	есть прежде всего	1	1
63	не что иное	1	1
64	можно было бы	2	1
65	свое завершение в	1	1
66	не знает и	1	1
67	в себе в	1	1
68	в том что	3	1
69	выходит за пределы	1	1
