N	4gram	Vinokur_St_3	Myshleni
1	в то время как	4	4
2	заключается в том что	2	4
3	в собственном смысле этого	1	3
4	а с другой стороны	1	2
5	одной и той же	1	2
6	все более и более	2	2
7	то время как в	1	2
8	с этой точки зрения	1	1
9	в то же время	3	1
10	до самого последнего времени	1	1
11	мышления с другой стороны	1	1
12	приводит к тому что	1	1
13	состоит в том чтобы	1	1
14	в том виде в	1	1
15	том виде в каком	1	1
16	в том что этот	1	1
17	для того чтобы стать	1	1
18	о том что он	1	1
19	в одной и той	1	1
