N	3gram	Vygotskiy__2	Narrotol
1	в данном случае	4	8
2	в том что	17	5
3	то же время	2	4
4	и тем самым	1	4
5	в то же	2	4
6	не может быть	8	4
7	подобно тому как	2	3
8	в этом отношении	5	3
9	для того чтобы	13	3
10	в этом и	1	3
11	в первом случае	1	3
12	тем не менее	4	3
13	о том что	4	2
14	состоит в том	2	2
15	в самом деле	11	2
16	то же самое	6	2
17	до сих пор	5	2
18	сами по себе	3	2
19	но и на	1	2
20	в отличие от	1	2
21	но и в	1	2
22	заключает в себе	2	2
23	как если бы	1	2
24	в зависимости от	1	2
25	одно и то	1	2
26	может быть не	1	2
27	и то же	1	2
28	имеем дело с	1	2
29	в связи с	1	2
30	во всяком случае	2	2
31	в свою очередь	2	2
32	не только на	1	2
33	можно сказать что	1	2
34	на то что	6	2
35	и того же	1	1
36	что иное как	1	1
37	только потому что	2	1
38	это то что	2	1
39	в глаза что	1	1
40	более или менее	1	1
41	оснований для такого	1	1
42	что для него	1	1
43	один и тот	1	1
44	же как и	1	1
45	он не может	2	1
46	с другой стороны	2	1
47	с точки зрения	10	1
48	но еще не	1	1
49	и не может	2	1
50	том случае если	4	1
51	сам по себе	4	1
52	при этом что	1	1
53	в первой главе	1	1
54	бы то ни	2	1
55	только то что	1	1
56	при этом становится	1	1
57	что не только	1	1
58	и то что	2	1
59	в сущности говоря	4	1
60	следующее место из	1	1
61	точно так же	3	1
62	прежде всего тем	1	1
63	по крайней мере	1	1
64	не то что	1	1
65	в том случае	4	1
66	как и на	1	1
67	в ней не	1	1
68	едва ли не	1	1
69	как и в	2	1
70	дело не с	1	1
71	случае если она	2	1
72	в первый раз	2	1
73	то ни было	1	1
74	с одной стороны	1	1
75	и тот же	1	1
76	но при этом	1	1
77	всего тем что	1	1
78	которая не может	2	1
79	друг с другом	1	1
80	ней не только	1	1
81	а с другой	1	1
82	потому что в	1	1
83	первая из этих	1	1
84	не существует вне	1	1
85	и та же	1	1
86	одна и та	1	1
87	то есть от	1	1
88	связи с этим	1	1
89	бы не было	1	1
90	бросается в глаза	1	1
91	не само по	1	1
92	то что мы	1	1
93	само по себе	3	1
94	и в самом	4	1
95	в конечном счете	3	1
96	одного и того	1	1
97	друг от друга	1	1
98	если бы не	1	1
99	по себе но	1	1
100	при этом один	1	1
101	к тому что	2	1
102	на самом деле	5	1
103	и даже не	1	1
104	по себе а	1	1
105	для нее было	1	1
106	и т д	2	1
