N	3gram	Losev_Vlad_2	formyVre
1	то же время	3	9
2	как мы уже	1	8
3	в то же	3	6
4	и в то	1	5
5	для того чтобы	1	5
6	в связи с	8	5
7	в том числе	1	4
8	до сих пор	1	3
9	в то время	6	3
10	в этом отношении	1	3
11	не может быть	1	3
12	с самого начала	1	2
13	связи с этим	1	2
14	не было и	1	2
15	само собой разумеется	3	2
16	собой разумеется что	2	2
17	и в частности	1	2
18	а также и	1	2
19	равно как и	1	2
20	мы уже сказали	1	2
21	может быть и	1	2
22	и прежде всего	1	2
23	в том что	9	2
24	в отличие от	3	2
25	как раз и	1	2
26	не только в	2	2
27	и до конца	2	2
28	дело в том	3	2
29	но все же	1	2
30	вместе с тем	1	2
31	с точки зрения	3	2
32	наряду с этим	1	2
33	также и в	1	2
34	то время как	1	2
35	к тому же	1	2
36	в том же	2	1
37	и все же	2	1
38	о том что	3	1
39	в самом начале	1	1
40	и во всяком	1	1
41	во всем и	1	1
42	его личной судьбы	1	1
43	что в нем	1	1
44	в это время	4	1
45	все это то	1	1
46	да и в	1	1
47	но в то	1	1
48	как мы сказали	2	1
49	не о чем	1	1
50	разумеется что это	1	1
51	до известной степени	1	1
52	к выводу что	1	1
53	в самом деле	1	1
54	здесь как и	1	1
55	с этим в	1	1
56	на первый план	2	1
57	в той же	1	1
58	но кроме того	1	1
59	том же месте	1	1
60	в этом случае	1	1
61	и в том	1	1
62	то что можно	1	1
63	и как бы	1	1
64	его жизни в	1	1
65	то время в	1	1
66	но вместе с	1	1
67	и по существу	1	1
68	и перед смертью	1	1
69	мы будем говорить	2	1
70	приходит к выводу	1	1
71	прежде всего на	1	1
72	и все его	1	1
73	некоторые моменты его	1	1
74	сих пор не	1	1
75	но дело в	2	1
76	в данном случае	2	1
77	имел в виду	1	1
78	кроме того в	1	1
79	в высшей степени	1	1
80	они не могут	1	1
81	этот вопрос в	1	1
82	в первый раз	1	1
83	и в котором	1	1
84	во всяком случае	6	1
85	в свою очередь	2	1
86	что во всех	1	1
87	с тем и	1	1
