N	3gram	Bakhtin_Fr_5	formyVre
1	то же время	9	9
2	как мы уже	1	8
3	в то же	9	6
4	и того же	1	5
5	одного и того	1	5
6	и в то	1	5
7	в связи с	5	5
8	для того чтобы	6	5
9	вполне понятно что	1	4
10	в том числе	4	4
11	по отношению к	1	3
12	до сих пор	3	3
13	в этом отношении	5	3
14	не могло быть	1	3
15	мы уже говорили	2	3
16	в нем не	3	3
17	не может быть	2	3
18	в то время	2	3
19	дело в том	2	2
20	мы уже сказали	1	2
21	также и в	2	2
22	и до конца	1	2
23	же как и	2	2
24	как раз и	1	2
25	с точки зрения	2	2
26	в мировой литературе	1	2
27	в отличие от	2	2
28	в строгом смысле	1	2
29	на другой день	1	2
30	том числе и	2	2
31	и др в	2	2
32	вместе с тем	1	2
33	и в частности	1	2
34	в xvii веке	2	2
35	так же как	4	2
36	может быть и	1	2
37	в его целом	1	2
38	в какой-то степени	1	2
39	все то что	1	2
40	под углом зрения	1	2
41	а также и	4	2
42	внешнее и внутреннее	2	2
43	связи с этим	3	2
44	со всеми его	2	2
45	и особые функции	1	2
46	существенную роль в	2	2
47	и прежде всего	3	2
48	той или иной	1	2
49	в том что	6	2
50	как и в	1	2
51	к тому же	2	2
52	но кроме того	1	1
53	в другом месте	2	1
54	и в различных	1	1
55	да и в	1	1
56	зрения на мир	4	1
57	другой день после	1	1
58	в стороне от	1	1
59	без страха и	1	1
60	в той или	1	1
61	не могло не	2	1
62	и во всех	3	1
63	том что в	1	1
64	одном и том	1	1
65	ровно ничего не	1	1
66	я об этом	1	1
67	в самом деле	1	1
68	то время когда	1	1
69	в средние века	2	1
70	же время он	1	1
71	мы находим в	2	1
72	во все последующие	1	1
73	особенно важное значение	1	1
74	например в романе	1	1
75	очень характерно для	1	1
76	дошедших до нас	1	1
77	оно ничего не	1	1
78	но он не	1	1
79	совершенно так же	2	1
80	не подлежит конечно	1	1
81	и это очень	1	1
82	в честь богини	1	1
83	он ни был	1	1
84	в значительной мере	1	1
85	мы еще вернемся	1	1
86	включает в себя	1	1
87	не связанными между	1	1
88	важное значение имеет	1	1
89	неразрывно связана с	1	1
90	так как он	1	1
91	это очень важно	2	1
92	в это время	1	1
93	в одном и	1	1
94	совершенно иной характер	1	1
95	до известной степени	4	1
96	в значительной степени	1	1
97	в особенности в	1	1
98	в самом начале	1	1
99	в ту же	1	1
100	как мы сказали	1	1
101	в данном случае	2	1
102	роль в нем	1	1
103	но в то	5	1
104	и том же	1	1
105	в себя и	1	1
106	так и в	1	1
107	имеет в романе	1	1
108	в самой жизни	2	1
109	но вместе с	1	1
110	значительной мере и	1	1
111	в последующие века	1	1
112	и своего единства	1	1
113	и речи о	1	1
114	то перед нами	1	1
115	и в самой	1	1
116	дошедшие до нас	1	1
117	были в xvii	1	1
118	были связаны с	1	1
119	у него также	1	1
120	во всех этих	1	1
121	сих пор не	1	1
122	не чувствует себя	1	1
123	в свою очередь	1	1
124	быть и речи	1	1
125	и т.п в	1	1
126	о том что	1	1
127	то есть в	2	1
128	и в самом	1	1
129	становления и роста	1	1
130	за несколько дней	1	1
131	что он должен	1	1
132	средние века и	1	1
133	как своего рода	1	1
134	не нужен и	1	1
135	бы он ни	1	1
136	в основу его	1	1
137	процесс в его	1	1
138	но дело в	1	1
139	еще и в	1	1
140	неразрывно связаны с	1	1
141	друг с другом	2	1
142	времени потому что	1	1
143	основной комплекс мотивов	1	1
144	но вокруг этого	1	1
145	здесь как и	2	1
146	тесно переплетается с	1	1
147	как мы говорили	1	1
148	во все стороны	1	1
149	в своей жизни	1	1
