N	2gram	Vygotskiy__2	Marksizm
1	может быть	9	28
2	и в	15	19
3	как бы	7	19
4	и не	7	19
5	в процессе	11	18
6	не может	9	18
7	точки зрения	26	17
8	то же	5	16
9	и его	4	16
10	как мы	6	15
11	в этом	19	15
12	языка и	3	15
13	в сущности	9	14
14	так сказать	1	14
15	таким образом	14	14
16	лишь в	3	14
17	не только	15	13
18	с точки	18	13
19	связи с	9	13
20	речи и	15	13
21	речевого общения	1	12
22	в нем	1	11
23	если бы	8	11
24	вовсе не	6	11
25	не в	8	10
26	речи в	6	10
27	так и	8	10
28	и т.п	7	10
29	но и	10	10
30	в пределах	1	10
31	том что	27	10
32	самом деле	6	9
33	при этом	3	9
34	как и	6	9
35	для него	3	9
36	в основе	3	9
37	а не	3	9
38	с его	4	8
39	по отношению	6	8
40	только в	4	8
41	слова в	1	8
42	отнюдь не	2	8
43	не является	9	8
44	отношению к	5	8
45	на самом	3	7
46	внутренней речи	5	7
47	его в	1	7
48	и более	2	7
49	одна из	1	7
50	никогда не	8	7
51	в том	33	7
52	в языке	1	7
53	прежде всего	4	7
54	в связи	6	7
55	и для	2	7
56	но в	6	7
57	мы уже	6	6
58	и значение	1	6
59	во всех	2	6
60	и как	2	6
61	в самом	11	6
62	если мы	6	6
63	ни в	2	6
64	в смысле	1	6
65	того чтобы	12	6
66	к тому	7	6
67	для того	10	6
68	речи мы	4	6
69	же самое	2	6
70	и значением	3	6
71	между тем	1	6
72	мы можем	10	6
73	более того	1	6
74	с помощью	5	6
75	и все	3	6
76	хотя бы	4	6
77	ни было	1	6
78	смысле слова	5	5
79	того же	3	5
80	и на	1	5
81	все же	4	5
82	является не	1	5
83	то ни	1	5
84	на этой	2	5
85	в данном	3	5
86	в их	2	5
87	самого начала	1	5
88	с самого	1	5
89	и здесь	1	5
90	к нему	1	5
91	в его	2	5
92	или иной	2	5
93	в той	1	5
94	этого слова	3	5
95	тем более	3	5
96	к этому	4	5
97	так же	4	5
98	все те	2	4
99	и ее	3	4
100	бы то	1	4
101	как если	1	4
102	конечно не	1	4
103	только на	1	4
104	в себе	2	4
105	на то	6	4
106	значение в	3	4
107	в данной	1	4
108	это не	5	4
109	было бы	10	4
110	и тем	2	4
111	ведь если	1	4
112	мы видели	6	4
113	тому что	1	4
114	в отношении	6	4
115	ничего не	3	4
116	следует что	2	4
117	и т.д	12	4
118	той или	2	4
119	для себя	3	4
120	по мере	1	4
121	того что	17	4
122	что он	12	4
123	речь в	3	4
124	и их	5	4
125	речь и	5	4
126	как раз	4	4
127	связь с	2	4
128	смысле этого	3	4
129	к пониманию	1	4
130	бы в	1	4
131	то что	20	4
132	сказать что	6	4
133	и то	1	3
134	в котором	2	3
135	и до	3	3
136	не имеют	1	3
137	высшей степени	7	3
138	это мышление	1	3
139	в ней	1	3
140	столь же	2	3
141	в ее	1	3
142	менее всего	1	3
143	слова на	1	3
144	отличие от	3	3
145	за пределы	2	3
146	чем же	1	3
147	в истории	6	3
148	с этим	3	3
149	перед нами	2	3
150	все эти	3	3
151	учение о	1	3
152	в этой	6	3
153	нами в	1	3
154	но ведь	2	3
155	он не	7	3
156	не к	1	3
157	для данной	2	3
158	одно и	1	3
159	здесь мы	1	3
160	в другом	2	3
161	той же	2	3
162	с другими	3	3
163	мы постараемся	1	3
164	по себе	7	3
165	в этих	2	3
166	в своей	4	3
167	в отличие	3	3
168	мысли и	1	3
169	не имеет	4	3
170	для всего	2	3
171	у нас	1	3
172	могут быть	2	3
173	бы он	1	3
174	для его	1	3
175	не есть	1	3
176	и это	3	3
177	на основе	7	3
178	о том	9	3
179	и лишь	1	3
180	что и	2	3
181	социальной среды	5	3
182	в двух	1	3
183	одной из	3	3
184	с одной	7	3
185	в качестве	4	3
186	так как	4	3
187	же деле	1	3
188	в высшей	7	3
189	до сих	1	3
190	с другой	6	3
191	к которым	4	3
192	связано с	1	3
193	одной стороны	7	3
194	языка не	1	3
195	именно для	1	3
196	да и	1	3
197	должно быть	2	3
198	самом же	1	3
199	и от	1	3
200	сих пор	1	3
201	отсюда следует	1	3
202	не существует	3	3
203	что оно	4	3
204	сознания и	1	3
205	только что	3	3
206	а в	4	3
207	во всяком	7	3
208	категорий и	2	2
209	связана с	4	2
210	науки о	1	2
211	собственном смысле	3	2
212	в зависимости	6	2
213	вопрос о	5	2
214	почти исключительно	1	2
215	зависимости от	6	2
216	и он	1	2
217	и самого	2	2
218	быть понято	1	2
219	он был	1	2
220	чрезвычайно плохо	1	2
221	то мы	1	2
222	но как	1	2
223	ответ на	1	2
224	оно является	1	2
225	что они	3	2
226	в собственном	3	2
227	независимо от	4	2
228	опирается на	1	2
229	стороны и	2	2
230	в своем	9	2
231	более и	1	2
232	вступает в	1	2
233	его к	2	2
234	более или	2	2
235	от этого	2	2
236	что это	6	2
237	в нашем	1	2
238	речи на	1	2
239	в тех	1	2
240	свет на	1	2
241	тому же	1	2
242	не следует	2	2
243	мы полагаем	1	2
244	без исключения	1	2
245	этом последнем	1	2
246	подход к	2	2
247	им как	1	2
248	и с	4	2
249	на все	2	2
250	этих форм	1	2
251	это было	1	2
252	речью и	5	2
253	на протяжении	2	2
254	в жизни	1	2
255	рядом с	1	2
256	и потому	1	2
257	основные линии	1	2
258	мы не	10	2
259	и тогда	2	2
260	или менее	2	2
261	как процесс	2	2
262	нас не	1	2
263	является для	4	2
264	место в	1	2
265	является в	1	2
266	точку зрения	6	2
267	как о	1	2
268	в учении	6	2
269	в коем	1	2
270	слова как	1	2
271	или как	2	2
272	и является	1	2
273	только с	1	2
274	тесной связи	1	2
275	в живой	1	2
276	разрыв между	1	2
277	лежит в	3	2
278	об одном	1	2
279	должны быть	1	2
280	должен быть	2	2
281	и о	1	2
282	но по	1	2
283	приводит к	5	2
284	поэтому в	1	2
285	и даже	5	2
286	сводится к	1	2
287	к проблемам	1	2
288	прав в	2	2
289	другими словами	1	2
290	той социальной	1	2
291	говорящих в	1	2
292	всяком случае	6	2
293	все время	3	2
294	себя с	1	2
295	но не	3	2
296	мы увидим	2	2
297	которой мы	2	2
298	коем случае	1	2
299	это же	3	2
300	уже в	5	2
301	в виде	1	2
302	свидетельствует о	1	2
303	но для	2	2
304	мы знаем	7	2
305	ведь это	1	2
306	друг друга	5	2
307	но что	2	2
308	у него	2	2
309	речи к	7	2
310	тем что	2	2
311	и речь	2	2
312	бы это	1	2
313	поколения к	1	2
314	в особенности	1	2
315	и речи	13	2
316	именно в	2	2
317	здесь в	1	2
318	а с	4	2
319	что не	1	2
320	они не	3	2
321	до конца	1	2
322	однако и	2	2
323	речи которые	2	2
324	в речи	1	2
325	все более	1	2
326	и мышление	1	2
327	вместе с	6	2
328	и особенно	3	2
329	ко всем	1	2
330	к его	2	2
331	там где	6	2
332	того или	1	2
333	в начале	4	2
334	в более	2	2
335	т.е к	1	2
336	или в	3	2
337	от него	1	2
338	и внешней	1	2
339	еще более	1	2
340	в системе	1	2
341	между ними	1	2
342	не знает	1	2
343	что в	14	2
344	все основные	1	2
345	и эта	2	2
346	как на	1	2
347	как известно	6	1
348	человеческой речи	12	1
349	речь идет	2	1
350	также и	2	1
351	относится и	1	1
352	предполагает что	1	1
353	человека и	3	1
354	сам по	1	1
355	но тем	1	1
356	для науки	1	1
357	и принципиально	1	1
358	деятельность человека	2	1
359	что эти	1	1
360	основного и	1	1
361	к созданию	1	1
362	в обычном	1	1
363	на проблемы	1	1
364	это делают	1	1
365	областях где	1	1
366	случае за	1	1
367	видов и	1	1
368	бы что	2	1
369	что уже	1	1
370	является уже	2	1
371	сущности это	1	1
372	имеет свою	2	1
373	является необходимым	2	1
374	говорить о	2	1
375	эпохи в	1	1
376	из того	4	1
377	то это	1	1
378	и со	1	1
379	которое в	1	1
380	какого бы	1	1
381	из ее	1	1
382	себе является	1	1
383	структура его	1	1
384	между собой	1	1
385	время в	1	1
386	что его	4	1
387	задачах которые	1	1
388	а следовательно	1	1
389	из этих	4	1
390	видели что	5	1
391	то он	2	1
392	точка зрения	3	1
393	к которой	1	1
394	только тогда	2	1
395	друг от	2	1
396	помощью которых	1	1
397	мы снова	1	1
398	пониманию и	1	1
399	его на	1	1
400	как в	4	1
401	что именно	3	1
402	данный момент	1	1
403	так называемая	1	1
404	чем мы	1	1
405	и различные	2	1
406	и где	1	1
407	когда он	3	1
408	могли бы	4	1
409	характер носит	1	1
410	и наконец	1	1
411	не являются	1	1
412	и ты	1	1
413	показали что	2	1
414	мир и	1	1
415	себе не	1	1
416	следующим образом	2	1
417	увидим что	2	1
418	к современной	1	1
419	рядом друг	1	1
420	что слово	1	1
421	для которого	3	1
422	к чему	2	1
423	истины и	1	1
424	в которой	4	1
425	как это	6	1
426	формы в	1	1
427	бы с	3	1
428	в последнее	4	1
429	речи но	3	1
430	с их	2	1
431	всем его	1	1
