N	3gram	Propp_Russ_2	Psycholo
1	в том что	18	9
2	не может быть	3	8
3	на то что	1	8
4	и т д	5	8
5	в том чтобы	2	7
6	о том что	4	7
7	во всяком случае	1	6
8	то время как	1	5
9	в то время	2	5
10	подобно тому как	3	5
11	с другой стороны	1	5
12	с одной стороны	2	5
13	для того чтобы	6	5
14	так же как	4	4
15	как и в	1	4
16	только тогда когда	3	4
17	в отличие от	3	3
18	все то что	1	3
19	потому что он	1	2
20	состоит в том	13	2
21	показывает что в	1	2
22	более или менее	1	2
23	в настоящее время	1	2
24	мы не можем	2	2
25	в этом отношении	1	2
26	вместе с тем	4	2
27	в применении к	1	2
28	и таким образом	1	2
29	смысле этого слова	1	2
30	совершенно очевидно что	1	2
31	как одна из	1	2
32	по этому поводу	2	2
33	тем не менее	2	2
34	мы видели что	4	2
35	не может не	1	1
36	как например в	1	1
37	еще далеко не	1	1
38	это обстоятельство не	1	1
39	потому что в	1	1
40	дело в том	1	1
41	из которого она	1	1
42	но так как	1	1
43	так как в	1	1
44	во многих случаях	2	1
45	в том же	1	1
46	мы должны будем	1	1
47	же как и	2	1
48	и всем другим	1	1
49	мы не имеем	1	1
50	а может быть	1	1
51	то что в	1	1
52	а вместе с	1	1
53	может быть только	2	1
54	можно найти в	1	1
55	в это время	1	1
56	между тем как	1	1
57	но она не	2	1
58	так как это	1	1
59	и в этом	1	1
60	в какой степени	1	1
61	это имеет место	1	1
62	дело не в	1	1
63	в такой же	1	1
64	это и есть	1	1
65	той и другой	1	1
66	приводит нас к	2	1
67	то что по	1	1
68	видели что в	1	1
69	например то что	1	1
70	но вместе с	2	1
71	что при этом	1	1
72	бросается в глаза	2	1
73	в тех случаях	1	1
74	так как при	1	1
75	и должна была	1	1
76	тогда когда они	1	1
77	в свою очередь	1	1
78	не принадлежат к	2	1
79	к выводу что	1	1
80	вопрос о том	1	1
81	что иное как	2	1
82	можно сказать что	1	1
83	нас совершенно очевидно	1	1
84	отличие от других	1	1
85	не что иное	2	1
86	и в том	1	1
87	для нас не	1	1
