N	3gram	Berdyaev_V_1	Problema
1	в том что	2	8
2	в конце концов	1	6
3	с другой стороны	1	5
4	по крайней мере	1	4
5	вместе с тем	1	3
6	после того как	1	3
7	том что он	2	2
8	бы то ни	1	2
9	но и в	2	2
10	то и другое	1	2
11	и никогда не	1	2
12	но все же	1	2
13	любви к людям	1	1
14	то что я	2	1
15	во что бы	1	1
16	во всем мире	1	1
17	да и то	1	1
18	в легенде о	1	1
19	людей но и	1	1
20	и то и	1	1
21	к людям и	1	1
22	о небе и	1	1
23	что бы то	1	1
24	вслед за ним	1	1
25	потому что оно	1	1
26	то ни стало	1	1
27	и в этом	1	1
28	для человека как	1	1
29	так и в	1	1
30	и вместе с	1	1
31	не в силах	2	1
32	как бы и	2	1
33	и т д	2	1
