N	2gram	Tiupa_Hudo_1	KulturaY
1	потому что	3	25
2	и в	19	23
3	не только	16	20
4	в том	18	19
5	в этом	11	18
6	и не	15	16
7	было бы	1	15
8	так как	1	15
9	может быть	14	15
10	ни к	2	15
11	точки зрения	10	14
12	все эти	2	12
13	если бы	3	12
14	у нас	1	12
15	в самом	5	12
16	но в	7	11
17	том что	8	11
18	того чтобы	2	11
19	в области	6	11
20	русском языке	1	10
21	по себе	2	10
22	в русском	1	10
23	а не	9	10
24	что в	6	10
25	в сущности	1	9
26	то что	4	9
27	вовсе не	2	9
28	для того	2	9
29	не может	7	9
30	с точки	3	8
31	не в	7	8
32	иными словами	1	8
33	и что	3	8
34	в качестве	24	8
35	уже не	4	8
36	прежде всего	4	8
37	с другой	7	8
38	и пр	1	8
39	что это	1	7
40	в нашем	2	7
41	в силу	1	7
42	не менее	3	7
43	но и	10	7
44	другой стороны	5	7
45	то же	10	6
46	и на	2	6
47	но не	11	6
48	в этой	2	6
49	это не	2	6
50	тем не	3	6
51	по крайней	1	6
52	ту же	1	6
53	между тем	4	6
54	крайней мере	1	6
55	слова в	2	6
56	что не	1	6
57	и то	4	5
58	также и	1	5
59	мы имеем	6	5
60	я не	2	5
61	еще не	3	5
62	не следует	4	5
63	что все	1	5
64	об этом	2	5
65	лишь в	4	5
66	и тем	2	5
67	и здесь	1	5
68	не могут	1	5
69	приводит к	5	5
70	в его	9	5
71	один из	2	5
72	тот же	1	5
73	что он	3	5
74	только в	5	5
75	должен быть	1	5
76	речь в	1	5
77	вместе с	1	5
78	как это	5	5
79	этого слова	2	5
80	слова и	2	5
81	все это	2	5
82	этом смысле	3	5
83	таким образом	3	5
84	речи и	3	5
85	говорить о	3	4
86	в данном	4	4
87	со стороны	2	4
88	отнюдь не	2	4
89	перед нами	1	4
90	хотя и	3	4
91	бы и	1	4
92	если мы	2	4
93	на то	1	4
94	в нем	5	4
95	в узком	3	4
96	так и	11	4
97	должно быть	1	4
98	свою речь	1	4
99	своего рода	5	4
100	в то	6	4
101	но только	1	4
102	не имеет	1	4
103	к тому	4	4
104	и о	3	4
105	в пределах	3	4
106	или в	2	4
107	могут быть	4	4
108	можно сказать	5	4
109	русского языка	1	4
110	ни в	5	4
111	в конце	1	4
112	в них	2	4
113	в особенности	1	4
114	в каком	2	4
115	не было	1	4
116	в связи	1	4
117	как бы	9	4
118	в результате	1	4
119	сказать что	4	4
120	была бы	3	4
121	так же	2	4
122	в сфере	1	3
123	того же	2	3
124	это и	1	3
125	что можно	3	3
126	слова эти	1	3
127	а только	4	3
128	не все	2	3
129	или иное	1	3
130	как в	2	3
131	данный момент	2	3
132	то или	1	3
133	всего лишь	4	3
134	так в	4	3
135	в статье	1	3
136	он не	4	3
137	ни были	1	3
138	и по	2	3
139	на этом	1	3
140	что она	2	3
141	что такое	1	3
142	в таких	1	3
143	слова не	1	3
144	казалось бы	1	3
145	слова как	5	3
146	же время	5	3
147	и его	12	3
148	связи с	1	3
149	языка в	4	3
150	отличается от	2	3
151	всего в	1	3
152	как мы	1	3
153	в виду	5	3
154	здесь не	2	3
155	а в	12	3
156	те же	1	3
157	на это	1	3
158	для этого	1	3
159	сводится к	7	3
160	а также	5	3
161	вопросу о	1	3
162	что и	2	3
163	в форме	4	3
164	того что	4	3
165	есть в	2	3
166	же в	1	3
167	языка но	1	3
168	у него	1	3
169	как раз	3	3
170	тем что	1	3
171	или иначе	4	3
172	именно в	2	3
173	речи а	2	3
174	в соответствии	1	3
175	на фоне	1	3
176	из которых	1	3
177	но для	1	3
178	к вопросу	1	3
179	зрения в	1	3
180	не знает	3	3
181	и это	2	3
182	точно так	1	3
183	отношения к	2	2
184	же как	1	2
185	чтобы не	1	2
186	и потому	2	2
187	и есть	1	2
188	можно говорить	1	2
189	по преимуществу	2	2
190	свое место	1	2
191	в году	2	2
192	той же	1	2
193	этого термина	2	2
194	как впрочем	1	2
195	думаю что	1	2
196	так или	3	2
197	внимание и	1	2
198	в широком	1	2
199	конечном счете	5	2
200	отличие от	7	2
201	что они	1	2
202	в своем	2	2
203	и где	1	2
204	могли бы	1	2
205	при этом	13	2
206	не как	2	2
207	данном отношении	1	2
208	состоит в	16	2
209	здесь мы	1	2
210	могла бы	2	2
211	в другом	3	2
212	том случае	1	2
213	того или	3	2
214	заключается в	2	2
215	только о	2	2
216	рядом с	1	2
217	соответствии с	1	2
218	как и	2	2
219	не всегда	1	2
220	в своей	5	2
221	в их	5	2
222	в отличие	7	2
223	для данного	1	2
224	и более	2	2
225	тем самым	4	2
226	не должно	1	2
227	только для	1	2
228	в отношении	3	2
229	таких случаях	2	2
230	может служить	2	2
231	дело не	2	2
232	в каждый	1	2
233	синтаксической конструкции	1	2
234	в самой	2	2
235	всего что	1	2
