N	2gram	Vinokur_Ku_2	Myshleni
1	в том	19	42
2	том что	11	35
3	с помощью	7	31
4	в процессе	3	27
5	таким образом	5	25
6	в этом	18	24
7	точки зрения	14	24
8	в качестве	8	21
9	и в	23	20
10	что в	10	19
11	заключается в	2	18
12	то же	6	16
13	не только	20	15
14	в понятиях	1	15
15	то что	9	15
16	что они	2	14
17	как мы	3	13
18	в их	2	12
19	при этом	2	12
20	может быть	15	12
21	с другой	8	12
22	потому что	25	12
23	с точки	8	11
24	в его	5	11
25	так же	4	11
26	этого слова	5	11
27	в целом	1	11
28	мы должны	2	11
29	и то	5	10
30	на основе	1	10
31	в себе	1	10
32	в отношении	2	10
33	того что	3	10
34	только в	5	10
35	если мы	4	10
36	так как	15	10
37	того же	3	9
38	и другие	1	9
39	могли бы	2	9
40	и как	1	9
41	согласно которому	1	9
42	как и	2	9
43	понятия и	1	9
44	между тем	6	9
45	мы могли	2	9
46	что и	3	9
47	тот же	5	9
48	с одной	2	9
49	слова в	6	9
50	одной стороны	1	9
51	как это	5	9
52	другой стороны	7	9
53	но и	7	9
54	и тем	5	8
55	было бы	15	8
56	этом смысле	5	8
57	тогда когда	1	8
58	и что	8	8
59	вместе с	5	8
60	и не	16	8
61	в результате	4	8
62	самом деле	9	7
63	в своей	2	7
64	и более	2	7
65	тем самым	2	7
66	они являются	1	7
67	могут быть	4	7
68	того чтобы	11	7
69	тем что	3	7
70	этом отношении	3	7
71	а не	10	7
72	что мы	6	7
73	смысле этого	2	7
74	как бы	4	7
75	же как	2	6
76	в самом	12	6
77	той же	2	6
78	и на	6	6
79	тому же	1	6
80	этот процесс	1	6
81	те же	3	6
82	с тем	2	6
83	мы видели	2	6
84	к одному	1	6
85	к тому	4	6
86	можно было	9	6
87	в силу	7	6
88	что он	5	6
89	уже в	3	6
90	и между	1	6
91	не может	9	6
92	такого рода	1	6
93	слово в	1	6
94	сказать что	4	6
95	речь идет	2	5
96	мы имели	1	5
97	мы уже	1	5
98	как в	3	5
99	с этим	3	5
100	все же	7	5
101	перед нами	4	5
102	целый ряд	5	5
103	и к	1	5
104	в действительности	1	5
105	все эти	12	5
106	на то	4	5
107	одной и	1	5
108	это не	6	5
109	это положение	2	5
110	и тому	1	5
111	и его	3	5
112	никогда не	2	5
113	так и	4	5
114	если бы	12	5
115	о том	1	5
116	обе эти	1	5
117	мы можем	1	5
118	для того	9	5
119	в частности	2	5
120	слова и	5	5
121	что такое	3	5
122	тем же	2	4
123	в сущности	9	4
124	в своем	2	4
125	его к	2	4
126	в нашем	7	4
127	нами в	1	4
128	состоит в	2	4
129	и с	7	4
130	первую очередь	1	4
131	с этой	2	4
