N	2gram	Berdyaev_V_1	Formalny
1	и в	16	24
2	в его	4	23
3	прежде всего	2	22
4	и не	20	20
5	так и	4	18
6	в этом	4	15
7	в нем	4	14
8	может быть	1	14
9	и т	2	12
10	в своем	1	11
11	как и	4	11
12	в своей	3	11
13	в их	1	11
14	должно быть	3	11
15	в ней	4	10
16	то же	1	10
17	вовсе не	1	10
18	и ее	1	10
19	а не	7	10
20	в процессе	1	9
21	и потому	7	9
22	все это	5	9
23	и на	1	8
24	как в	1	8
25	т д	2	8
26	и с	1	8
27	лишь в	3	8
28	не в	3	8
29	в ее	1	8
30	то что	9	8
31	должна быть	3	7
32	не только	2	7
33	жизни и	3	7
34	и от	1	7
35	но и	5	7
36	еще не	8	6
37	в целом	1	6
38	все эти	3	6
39	в этой	1	6
40	как бы	5	6
41	она не	1	6
42	в том	3	6
43	как это	1	6
44	и все	4	6
45	а в	2	6
46	бы ни	1	5
47	хотя бы	3	5
48	во всех	3	5
49	но в	3	5
50	и свою	1	5
51	в самом	1	5
52	в понимании	1	5
53	и до	1	5
54	у нас	1	5
55	как мы	1	5
56	что бы	1	5
57	того что	5	5
58	с другой	1	5
59	лишь как	1	5
60	в искусстве	1	5
61	с его	3	4
62	в истории	8	4
63	в которой	1	4
64	в мире	5	4
65	оно не	3	4
66	никогда не	3	4
67	мы увидим	1	4
68	конечно не	2	4
69	с этой	1	4
70	что в	3	4
71	так же	1	4
72	во всяком	2	4
73	мы не	2	3
74	зависимости от	1	3
75	бы то	1	3
76	но не	2	3
77	и закономерности	1	3
78	отношение к	1	3
79	все же	1	3
80	жизнь как	1	3
81	перестает быть	1	3
82	то ни	1	3
83	значение в	1	3
84	в жизни	3	3
85	в них	3	3
86	они не	1	3
87	не по	1	3
88	всего в	2	3
89	к тому	3	3
90	бы в	1	3
91	как она	1	3
92	один из	2	3
93	для него	2	3
94	не для	1	3
95	и чем	1	3
96	бытия в	1	3
97	не было	3	3
98	ничем не	1	3
99	этого слова	1	3
100	но это	3	3
101	у них	1	3
102	что он	4	3
103	и это	2	2
104	и позитивизм	1	2
105	его не	2	2
106	от всякой	1	2
107	сами же	1	2
108	вопрос о	1	2
109	менее всего	1	2
110	нет и	2	2
111	во что	1	2
112	от этого	3	2
113	и если	1	2
114	к миру	1	2
115	и вот	1	2
116	о мире	1	2
117	но все	1	2
118	это не	2	2
119	ни в	3	2
120	с тем	2	2
121	жизни но	1	2
122	их на	1	2
123	не так	2	2
124	таким же	1	2
125	что было	2	2
126	раз и	1	2
127	какие бы	1	2
128	на него	1	2
129	и слишком	1	2
130	ничего не	1	2
131	жизни не	1	2
132	одна из	2	2
133	во всем	1	2
134	может и	1	2
135	указать на	1	2
136	его с	1	2
137	не есть	6	2
138	значения и	2	2
139	ни стало	1	2
140	на нее	1	2
141	не с	2	2
142	для всякого	1	2
143	с ним	2	2
144	и что	3	2
145	все в	1	2
146	между тем	2	2
147	ее от	1	2
148	что и	3	2
149	в лице	1	2
150	ее к	1	2
151	только в	2	2
152	уже не	2	2
153	его и	2	2
154	же они	1	2
155	в одном	1	2
156	и должна	1	2
157	мира в	2	2
158	вместе с	1	2
159	ко всем	1	2
160	для нашего	1	2
161	в результате	1	2
162	места в	1	2
163	в своих	1	2
164	жизни в	1	2
165	а между	2	1
166	смысла от	1	1
167	и есть	4	1
168	в нашу	1	1
169	нас это	1	1
170	вместо того	2	1
171	но под	1	1
172	кто же	1	1
173	не был	1	1
174	оно ни	1	1
175	в чем	3	1
176	искусстве но	1	1
177	тогда как	1	1
178	мы дадим	1	1
179	хотя и	5	1
180	нужна для	1	1
181	позитивизма и	1	1
182	своей целью	1	1
183	бы и	3	1
184	сущности и	1	1
185	определить свое	1	1
186	они в	3	1
187	нашего времени	1	1
188	так часто	1	1
189	наконец от	1	1
190	и по	1	1
191	на этом	1	1
192	людей и	2	1
193	в пустыне	8	1
194	наука не	1	1
195	есть одна	1	1
196	лишь на	1	1
197	и тем	1	1
198	для них	2	1
199	формах в	1	1
200	она и	1	1
201	еще той	1	1
202	и уже	1	1
203	и тогда	2	1
204	в этих	3	1
205	и другие	1	1
206	стать в	1	1
207	в котором	4	1
208	этому же	1	1
209	в первый	3	1
210	не понимает	1	1
211	есть еще	1	1
212	сама она	1	1
213	тому что	3	1
214	и очень	1	1
215	позитивизм и	1	1
216	не имеет	3	1
217	на котором	1	1
218	если в	1	1
219	говорить о	4	1
220	конкретные формы	1	1
221	того чтобы	2	1
222	самой жизни	1	1
223	под этим	2	1
224	на себя	5	1
225	в русском	1	1
226	мире и	1	1
227	потому что	4	1
228	в сознании	1	1
229	было не	1	1
230	уже и	1	1
231	мы и	2	1
232	что на	1	1
233	в духе	2	1
234	заключается что	1	1
235	не могут	2	1
236	могут быть	2	1
237	же что	1	1
238	только это	1	1
239	и самое	1	1
240	людей в	3	1
241	роль в	1	1
242	важное место	1	1
243	если они	1	1
244	в образе	4	1
245	этом первом	1	1
246	и всегда	1	1
247	по сравнению	1	1
248	что от	2	1
249	в словах	1	1
250	смысле и	1	1
251	в бытии	1	1
252	нет у	4	1
253	нас а	1	1
254	этого бытия	1	1
255	от них	1	1
256	и во	2	1
257	в форме	2	1
258	вслед за	2	1
259	существует как	1	1
260	и самые	1	1
261	видим что	1	1
262	к нему	1	1
263	в двух	1	1
264	от этой	1	1
265	мы видим	1	1
266	с которыми	1	1
267	в виде	1	1
268	должно иметь	1	1
269	или даже	1	1
270	и навсегда	1	1
271	так как	9	1
272	нужно знать	1	1
273	но что	1	1
274	у него	1	1
275	в руки	1	1
276	не были	1	1
277	ней и	1	1
278	что они	7	1
279	в следующих	1	1
280	а с	2	1
281	что не	4	1
282	у человека	1	1
283	для человека	2	1
284	очень важное	1	1
285	его на	1	1
286	если оно	1	1
287	сравнению с	1	1
288	с такой	1	1
289	образ и	1	1
290	это значит	1	1
291	и всех	1	1
292	с бытием	1	1
293	и для	3	1
294	что оно	1	1
295	мира и	1	1
296	которого они	1	1
297	том что	2	1
298	ее и	2	1
299	для нас	2	1
300	них и	1	1
301	они и	2	1
302	другой стороны	1	1
303	в последнем	2	1
304	религии и	1	1
305	есть и	1	1
306	ли они	1	1
307	ее в	2	1
308	и эта	1	1
309	это в	1	1
310	свое и	1	1
311	к этому	1	1
