N	2gram	Tiupa_Lite_1	Stilisti
1	и в	8	42
2	не только	24	27
3	как бы	7	27
4	и т.п	4	24
5	прежде всего	11	22
6	и т.д	1	20
7	хотя бы	2	17
8	то же	5	15
9	но и	17	15
10	и не	12	14
11	не может	5	12
12	может быть	13	12
13	как и	6	11
14	точки зрения	6	11
15	отнюдь не	2	10
16	в этом	12	10
17	и как	1	10
18	как мы	1	10
19	мы не	1	9
20	при этом	19	9
21	в то	5	9
22	общественной жизни	1	9
23	то что	10	9
24	все же	4	8
25	в себе	7	8
26	таким образом	3	8
27	тем самым	5	8
28	слово как	1	8
29	с тем	1	8
30	эти слова	1	8
31	что же	1	8
32	в зависимости	1	7
33	зависимости от	1	7
34	и на	1	7
35	в которой	1	7
36	было бы	2	7
37	и тем	4	7
38	так как	1	7
39	никогда не	4	7
40	же время	5	7
41	потому что	3	7
42	с его	5	7
43	только в	8	7
44	и его	4	7
45	мы можем	1	7
46	а не	16	7
47	и от	1	7
48	во всех	1	6
49	в этой	4	6
50	в нем	2	6
51	не в	8	6
52	в области	3	6
53	так и	4	6
54	в конце	4	6
55	или иной	2	6
56	в свою	1	6
57	той же	3	5
58	уже в	5	5
59	в нашем	1	5
60	в той	1	5
61	и с	1	5
62	с точки	2	5
63	в сознании	2	5
64	а в	3	5
65	не является	2	5
66	в его	7	5
67	и является	2	5
68	слова в	1	5
69	мы никогда	1	5
70	вместе с	1	5
71	как это	8	5
72	у которого	1	5
73	если б	1	4
74	и то	2	4
75	самом деле	2	4
76	или иную	2	4
77	тем же	3	4
78	себя в	6	4
79	но в	3	4
80	в самом	3	4
81	так сказать	1	4
82	уже не	7	4
83	можно было	2	4
84	в каждом	1	4
85	его в	3	4
86	ту или	2	4
87	художественного творчества	3	4
88	самого начала	1	4
89	на него	1	4
90	но все	1	4
91	всего в	3	4
92	к тому	2	4
93	на это	2	4
94	свою очередь	1	4
95	с самого	1	4
96	если бы	1	4
97	в словах	1	4
98	на другого	2	4
99	о том	2	4
100	можно сказать	1	4
101	того что	6	4
102	один из	3	4
103	в качестве	17	4
104	если мы	1	4
105	общения и	1	4
106	не просто	1	4
107	а с	1	4
108	в слове	2	4
109	то есть	6	4
110	к своему	1	4
111	человеческой речи	1	3
112	на самом	1	3
113	и само	2	3
114	жизни это	1	3
115	еще не	4	3
116	то он	2	3
117	сознания не	1	3
118	ответ на	1	3
119	перед нами	1	3
120	та же	2	3
121	вследствие этого	1	3
122	не к	2	3
123	и вот	1	3
124	лишь в	4	3
125	это не	4	3
126	может стать	1	3
127	чаще всего	1	3
128	не мог	3	3
129	том что	14	3
130	что такое	2	3
131	и тому	1	3
132	связи с	6	3
133	может показаться	1	3
134	да и	3	3
135	в виду	3	3
136	но при	2	3
137	в ее	1	3
138	роль в	2	3
139	во второй	1	3
140	мы в	2	3
141	и здесь	1	3
142	нуждается в	3	3
143	жизни и	3	3
144	только на	2	3
145	из них	4	3
146	не так	1	3
147	представить себе	1	3
148	в котором	1	3
149	в одном	1	3
150	что и	1	3
151	и даже	3	3
152	и уже	1	3
153	если не	1	3
154	ни на	1	3
155	в целом	8	3
156	в начале	1	3
157	но для	1	3
158	тех или	1	3
159	для нас	1	3
160	и все	1	3
161	о своем	2	3
162	между ними	1	3
163	не знает	1	3
164	сказать что	1	3
165	я и	7	2
166	также и	3	2
167	человека и	2	2
168	и этот	1	2
169	мы имеем	1	2
170	в одиночестве	1	2
171	вопрос о	1	2
172	нам в	1	2
173	но даже	1	2
174	и он	1	2
175	но не	4	2
176	только потому	1	2
177	очевидно что	1	2
178	отношение к	1	2
179	первый взгляд	1	2
