N	3gram	Voloshinov_1	StatiiOP
1	в том что	4	11
2	не может быть	7	5
3	как например в	1	4
4	в этом смысле	1	4
5	по крайней мере	1	4
6	с точки зрения	2	4
7	в этом отношении	1	4
8	то время как	1	4
9	во всяком случае	1	4
10	с другой стороны	2	4
11	о том что	1	4
12	в то время	1	4
13	то же время	1	3
14	в то же	1	3
15	то что я	1	2
16	что мы имеем	1	2
17	но и в	1	2
18	это не так	2	2
19	до сих пор	3	2
20	в определенную эпоху	1	2
21	и не в	3	2
22	с одной стороны	2	2
23	и в этом	1	2
24	все более и	1	2
25	между тем как	1	2
26	с самого начала	1	2
27	более и более	1	2
28	но все же	1	2
29	мы имеем в	1	2
30	тем не менее	3	2
31	можно сказать что	5	1
32	на протяжении всей	1	1
33	более или менее	1	1
34	на самом деле	2	1
35	в самом деле	1	1
36	то же самое	2	1
37	сам по себе	1	1
38	в смысле я	1	1
39	тогда когда имеется	1	1
40	находит свое выражение	2	1
41	можно было бы	1	1
42	ни в какой	1	1
43	в лучшем случае	1	1
44	говорит о том	1	1
45	и в частности	1	1
46	сих пор мы	1	1
47	к вопросу о	1	1
48	в том же	1	1
49	в какой степени	2	1
50	в такой же	2	1
51	в этом направлении	1	1
52	этой точки зрения	3	1
53	от того кто	1	1
54	но уже в	1	1
55	в свою очередь	1	1
56	так как в	1	1
57	о чем говорят	1	1
58	что здесь слово	1	1
59	iv прежде всего	1	1
60	в русской литературе	1	1
