N	3gram	Vinokur_Ku_1	Formalny
1	не может быть	3	10
2	в связи с	3	10
3	и т п	18	9
4	с точки зрения	9	7
5	в этом отношении	5	7
6	в самом деле	7	5
7	с тем что	1	5
8	то же время	2	5
9	в то же	2	5
10	во всяком случае	5	5
11	языка как такового	1	5
12	и т д	14	5
13	и пр и	1	4
14	вместе с тем	3	4
15	того или иного	3	4
16	пр и пр	1	4
17	можно и должно	1	3
18	на самом деле	2	3
19	как раз и	1	3
20	и в то	1	3
21	в зависимости от	5	3
22	в большинстве случаев	1	3
23	не в том	4	3
24	в том смысле	1	3
25	с другой стороны	6	3
26	так и в	2	3
27	хотя бы в	4	3
28	для того чтобы	15	3
29	в какой мере	1	2
30	в этом смысле	3	2
31	сами по себе	1	2
32	в отличие от	1	2
33	в том случае	1	2
34	к тому чтобы	1	2
35	язык как предмет	1	2
36	в применении к	1	2
37	т е как	4	2
38	но все же	2	2
39	мы говорим о	1	2
40	мы приходим к	1	2
41	таким образом не	1	2
42	смысла т е	1	2
43	к тому что	2	2
44	том смысле что	1	2
45	в том что	15	2
46	и не в	1	2
47	и все те	1	1
48	что иное как	1	1
49	как например в	1	1
50	язык с его	1	1
51	слову как орудию	1	1
52	что же касается	4	1
53	сводится к тому	2	1
54	не могло не	1	1
55	в ней все	1	1
56	чтобы можно было	1	1
57	прежде всего на	1	1
58	иметь в виду	1	1
59	что слово есть	1	1
60	а вовсе не	1	1
61	языке как о	1	1
62	более или менее	3	1
63	не говоря уже	1	1
64	и в особенности	1	1
65	в настоящее время	1	1
66	сюда же относятся	1	1
67	что он есть	1	1
68	в этом случае	2	1
69	внутренняя форма слова	1	1
70	более отчетливо и	1	1
71	и там где	1	1
72	потому что не	2	1
73	чтобы показать что	1	1
74	с одной стороны	1	1
75	находится в противоречии	1	1
76	только в том	3	1
77	до сих пор	4	1
78	прежде всего то	1	1
79	можно говорить о	1	1
80	в первом и	1	1
81	вследствие того что	1	1
82	во всех этих	1	1
83	можно только в	1	1
84	языка в этом	1	1
85	но они не	1	1
86	в собственном смысле	1	1
87	в той мере	5	1
88	языка таким образом	1	1
89	на этот вопрос	1	1
90	в противном случае	1	1
91	т п все	1	1
92	по крайней мере	5	1
93	того что они	2	1
94	том случае если	1	1
95	роль в истории	1	1
96	т е в	2	1
97	в особенности в	1	1
98	в том чтобы	8	1
99	к вопросу о	1	1
100	и в его	1	1
101	с его значением	1	1
102	именно так и	1	1
103	смысле этого слова	1	1
104	с помощью которого	1	1
105	и пр это	1	1
106	главным образом на	1	1
107	особенно важное значение	1	1
108	столько же сколько	1	1
109	так или иначе	2	1
110	чуть ли не	2	1
111	как социальное явление	1	1
112	не в результате	1	1
113	значение и в	1	1
114	о языке как	3	1
115	но и с	1	1
116	лишь в том	1	1
117	в сторону от	2	1
118	мере в какой	5	1
119	язык как система	1	1
120	роковую роль в	1	1
121	именно в том	2	1
122	не для того	1	1
123	связывается с тем	1	1
124	то во всяком	1	1
125	русского языка и	1	1
126	значение все это	1	1
127	очевидно что в	1	1
128	таким образом в	1	1
129	т е все	1	1
130	имеем в виду	1	1
131	может быть заменено	2	1
132	и тем самым	1	1
133	в свою очередь	3	1
134	значения между тем	1	1
135	рядом с этим	1	1
136	ничего общего с	1	1
137	тесно примыкают к	2	1
138	т е то	1	1
139	то только в	1	1
140	мы имеем в	1	1
141	в самом широком	1	1
142	по аналогии с	1	1
143	было бы сказать	1	1
144	говорим о языке	1	1
145	не что иное	1	1
146	тем не менее	4	1
147	и мы получим	1	1
148	то что они	1	1
149	лишь как о	1	1
150	той мере в	5	1
151	что и в	1	1
152	и больше всего	1	1
153	органов речи и	1	1
