N	3gram	Bakhtin_Pr_3	Narrotol
1	в том что	1	8
2	в данном случае	1	6
3	по отношению к	5	5
4	в отличие от	2	5
5	о том что	2	4
6	к тому же	2	4
7	тем не менее	2	4
8	к себе самому	14	3
9	в этом отношении	1	3
10	но при этом	1	3
11	той или иной	2	3
12	то же время	12	3
13	можно сказать что	1	3
14	в то же	12	3
15	к тому что	1	3
16	хотя и не	1	2
17	с точки зрения	4	2
18	на самом деле	10	2
19	подобно тому как	2	2
20	и т п	6	2
21	и не может	2	2
22	не только не	1	2
23	не может быть	6	2
24	как бы в	1	2
25	самому и к	4	1
26	внутренней речи как	1	1
27	в виду и	1	1
28	и того же	1	1
29	а между тем	3	1
30	в чем не	2	1
31	то что я	2	1
32	или хотя бы	1	1
33	что с ним	1	1
34	в той или	2	1
35	точки зрения на	1	1
36	в которой он	1	1
37	внешне но и	1	1
38	в чем же	1	1
39	всех без исключения	1	1
40	как бы не	1	1
41	в самом деле	3	1
42	в этом смысле	4	1
43	у меня в	1	1
44	как раз и	2	1
45	самом деле не	1	1
46	и в то	5	1
47	не входит в	2	1
48	в строгом смысле	1	1
49	которой он сам	1	1
50	того и другого	1	1
51	в другом человеке	1	1
52	себе самому и	5	1
53	не только внешне	1	1
54	как бы от	1	1
55	раз в жизни	1	1
56	что он может	1	1
57	до сих пор	1	1
58	с таким же	1	1
59	только внешне но	1	1
60	но и внутренне	1	1
61	и все его	1	1
62	себя но в	1	1
63	то что он	1	1
64	в нем не	1	1
65	в этом направлении	1	1
66	во всяком случае	5	1
67	его участие в	1	1
68	и не должен	1	1
69	и в других	1	1
70	в другом и	1	1
71	ее внутренняя жизнь	1	1
72	потому что я	1	1
73	ни в чем	2	1
74	но в конце	1	1
75	себя самого его	1	1
76	похоже было как	1	1
77	так быстро что	1	1
78	так и в	2	1
79	и его можно	1	1
80	никогда не бывает	2	1
81	это не я	1	1
82	смысле можно сказать	1	1
83	по его мнению	1	1
84	героя в этом	1	1
85	но и не	1	1
86	к другому как	1	1
87	одного и того	1	1
88	в большинстве случаев	2	1
89	не знает и	2	1
90	для того чтобы	1	1
91	и для другого	1	1
92	другого человека как	3	1
93	обратим внимание на	1	1
94	не вступает в	1	1
95	и к другому	3	1
96	и в другом	1	1
