N	2gram	Ircho_Kome_1	Russkaja
1	не может	2	22
2	и не	8	19
3	в том	11	17
4	в этом	3	17
5	и в	22	14
6	то что	2	13
7	то же	6	11
8	точки зрения	4	11
9	таким образом	8	11
10	в то	10	10
11	же время	4	10
12	но и	11	10
13	в себе	2	9
14	не только	10	9
15	том что	12	9
16	может быть	9	9
17	во всяком	2	9
18	того чтобы	1	8
19	прежде всего	5	8
20	как на	1	8
21	отнюдь не	1	7
22	и с	3	7
23	в данном	1	7
24	к тому	6	7
25	о том	8	7
26	к которой	1	6
27	если в	1	6
28	в своем	1	6
29	и к	1	6
30	с тем	1	6
31	в своих	2	6
32	все это	5	6
33	и для	1	6
34	для того	1	6
35	что он	6	6
36	всяком случае	2	6
37	для всех	2	6
38	на самом	1	6
39	а между	1	5
40	вопрос о	3	5
41	и на	3	5
42	во всех	1	5
43	на то	3	5
44	в нем	4	5
45	при этом	5	5
46	он не	3	5
47	было бы	2	5
48	потому что	5	5
49	между тем	5	5
50	и только	1	5
51	только в	3	5
52	хотя бы	1	5
53	до сих	2	5
54	из которых	2	5
55	по существу	1	5
56	сих пор	2	5
57	а в	6	5
58	бы то	2	4
59	но не	2	4
60	себя в	1	4
61	все же	3	4
62	более или	1	4
63	не в	6	4
64	в этой	7	4
65	то ни	2	4
66	в совершенно	1	4
67	его в	3	4
68	как и	9	4
69	которой он	1	4
70	или менее	2	4
71	в их	4	4
72	во всем	1	4
73	ли это	2	4
74	от того	1	4
75	не могут	1	4
76	приводит к	1	4
77	идет речь	1	4
78	в мире	1	4
79	можно было	1	4
80	путь к	2	4
81	в его	5	4
82	так как	4	4
83	со стороны	2	4
84	вместе с	2	4
85	что же	1	4
86	как бы	1	4
87	отказаться от	1	4
88	жизни и	1	4
89	что в	6	4
90	к этой	1	4
91	все что	2	4
92	и т	9	3
93	то в	1	3
94	говорить о	1	3
95	еще не	2	3
96	из этих	1	3
97	что они	4	3
98	в самом	2	3
99	что это	1	3
100	главным образом	3	3
101	на том	1	3
102	и по	6	3
103	в другом	4	3
104	для них	2	3
105	о которых	5	3
106	несмотря на	4	3
107	но если	1	3
108	одна из	2	3
109	в сознании	3	3
110	то это	1	3
111	что все	1	3
112	данном случае	1	3
113	собой и	2	3
114	для этого	2	3
115	в значительной	1	3
116	и во	2	3
117	борьбе с	1	3
118	что и	4	3
119	того что	1	3
120	одной из	3	3
121	в качестве	4	3
122	в большинстве	1	3
123	в виде	3	3
124	из них	10	3
125	в конце	6	3
126	друг друга	1	3
127	тем что	4	3
128	именно в	4	3
129	ко всем	1	3
130	и потому	1	3
131	да и	3	3
132	культуры в	1	3
133	или в	2	3
134	конце концов	4	3
135	и как	3	3
136	речь идет	3	2
137	зависимость от	1	2
138	видеть в	2	2
139	из всех	2	2
140	на себя	2	2
141	в ней	1	2
142	в таком	1	2
143	или от	1	2
144	именно на	2	2
145	по отношению	3	2
146	друг от	1	2
147	с этим	1	2
148	целый ряд	1	2
149	но в	4	2
150	и тот	1	2
151	другом случае	1	2
152	и те	1	2
153	состоит в	1	2
154	не к	2	2
155	и вот	4	2
156	европейской культуры	1	2
157	чтобы в	1	2
158	мы уже	1	2
159	на этой	1	2
160	по себе	1	2
161	и тем	2	2
162	участие в	4	2
163	одному из	2	2
164	на основании	3	2
165	в этих	1	2
166	во время	5	2
167	в котором	4	2
168	место в	3	2
169	в силу	2	2
170	друг другу	1	2
171	и более	1	2
172	том же	1	2
173	любовь к	1	2
174	тому что	1	2
175	культурной жизни	1	2
176	у него	3	2
177	следовательно и	1	2
178	больше чем	1	2
179	людей и	1	2
180	как будто	2	2
181	в области	2	2
182	к себе	1	2
183	понять что	1	2
184	на такую	1	2
185	указывает на	2	2
186	для себя	2	2
187	и о	3	2
188	от друга	1	2
189	людей или	1	2
190	культуры и	1	2
191	во главе	1	2
192	если они	2	2
193	ясно что	4	2
194	в борьбе	1	2
195	это только	1	2
196	даже не	2	2
197	в порядке	1	2
198	и что	1	2
199	от него	1	2
200	к нему	2	2
201	это в	1	2
202	отметить что	1	2
203	что только	1	2
204	время когда	2	2
205	совершенно не	1	2
206	даже если	2	2
207	проявляется в	1	2
208	бы ни	1	2
209	так что	1	2
210	на такой	1	2
211	только на	1	2
212	в начале	3	2
213	не так	1	2
214	представить себе	1	2
215	ни в	6	2
216	мы можем	4	2
217	в других	2	2
218	даже и	1	2
219	и даже	5	2
220	а с	1	2
221	этой роли	1	2
222	естественно что	1	2
223	у других	2	2
224	большинстве случаев	1	2
225	на эту	1	2
226	совершенно очевидно	1	2
227	в частности	3	2
228	так же	3	2
229	политической жизни	1	2
230	их к	3	2
231	в течение	3	2
232	но это	2	2
233	общественной жизни	1	2
234	в результате	4	2
235	чтобы понять	1	2
236	же дело	1	2
237	в положение	1	2
238	с ним	1	2
239	отношении к	1	2
240	на это	1	2
241	ее в	2	2
242	в союзе	1	1
243	постепенно в	1	1
244	того же	2	1
245	стоящих перед	1	1
246	он может	1	1
247	тех же	2	1
248	идет о	3	1
249	ему что	1	1
250	ту же	2	1
251	что эти	1	1
252	исходит из	1	1
253	от которых	1	1
254	со своей	2	1
255	в зависимости	1	1
256	и за	1	1
257	также и	1	1
258	и причинах	1	1
259	заботясь о	1	1
260	мы не	3	1
261	же как	3	1
262	ни у	1	1
263	отклик в	1	1
264	не была	1	1
265	от своих	1	1
266	в сущности	2	1
267	это отношение	1	1
268	который оказывается	1	1
269	которую можно	2	1
270	он был	2	1
271	упускать из	1	1
272	столь же	2	1
273	подходить к	1	1
274	при жизни	1	1
275	к этому	4	1
276	отказ от	1	1
277	а только	1	1
278	силу этого	1	1
279	есть по	1	1
280	в общем	1	1
281	должны были	8	1
282	очевидно что	1	1
283	судить об	1	1
284	том чем	1	1
285	человек может	1	1
286	в истории	5	1
287	что во	1	1
288	каждая из	1	1
289	направленная против	1	1
290	еще была	1	1
291	что касается	2	1
292	перед нами	1	1
293	в полном	1	1
294	когда он	1	1
295	что по	2	1
296	с понятием	1	1
297	себе на	1	1
298	не являются	1	1
299	этой цели	2	1
300	вот на	1	1
301	которых идет	1	1
302	в которой	6	1
303	или для	1	1
304	бы не	1	1
305	сущности и	1	1
306	что к	2	1
307	то и	2	1
308	только один	2	1
309	тому же	6	1
310	своим собственным	1	1
311	на его	5	1
312	не могла	1	1
313	не следует	2	1
314	тем не	2	1
315	время и	2	1
316	от которого	1	1
317	о которой	1	1
318	в культурной	1	1
319	мечтать о	1	1
320	которой на	1	1
321	избавиться от	1	1
322	в принципе	2	1
323	к одному	1	1
324	политического деятеля	1	1
325	внешней политики	2	1
326	так например	1	1
327	но все	1	1
328	такого же	1	1
329	это конечно	1	1
330	значительной степени	1	1
331	здесь мы	3	1
332	тем же	1	1
333	от некоторых	1	1
334	единственное что	1	1
335	об этом	1	1
336	то есть	1	1
337	говорить не	1	1
338	в данной	1	1
339	цивилизации и	1	1
340	которая как	1	1
341	уже знаем	1	1
342	чаще всего	3	1
343	остановиться на	1	1
344	в жизни	1	1
345	этого слова	1	1
346	все равно	1	1
347	как видно	2	1
348	всегда и	1	1
349	жизни но	1	1
350	такой же	2	1
351	перед собой	1	1
352	бы на	1	1
353	нас не	1	1
354	и без	2	1
355	из которой	1	1
356	между интересами	1	1
357	представление о	1	1
358	в которых	1	1
359	службу к	1	1
360	сведения о	1	1
361	стало быть	1	1
362	привел их	1	1
363	ко всему	1	1
364	в политическом	4	1
365	теми же	1	1
366	и эти	1	1
367	на такое	2	1
368	ни было	2	1
369	который мы	1	1
370	образованием и	1	1
371	вовсе не	2	1
372	даже в	3	1
373	между несколькими	1	1
374	это особенно	1	1
375	если и	1	1
376	не менее	3	1
377	народа это	1	1
378	она могла	1	1
379	и другое	1	1
380	самого начала	1	1
381	для каждого	1	1
382	к новым	1	1
383	на себе	1	1
384	на него	4	1
385	не по	1	1
386	он еще	1	1
387	не вызывает	1	1
388	образом в	2	1
389	он с	1	1
390	казалось бы	3	1
391	вся его	1	1
392	именно с	1	1
393	природы в	1	1
394	к ней	2	1
395	и теперь	2	1
396	свидетельствуют о	1	1
397	и сама	1	1
398	этом отношении	3	1
399	что на	1	1
400	вот в	1	1
401	это два	1	1
402	в духе	1	1
403	могут быть	3	1
404	человека в	1	1
405	же самое	2	1
406	всего в	3	1
407	общественное мнение	1	1
408	по возможности	1	1
409	над своим	1	1
410	наконец что	1	1
411	в применении	1	1
412	и это	1	1
413	из всего	2	1
414	как мы	4	1
415	с ее	2	1
416	но при	1	1
417	однако ни	1	1
418	на нем	2	1
419	всего этого	2	1
420	мир со	2	1
421	только при	2	1
422	в себя	2	1
423	с самого	1	1
424	роль в	1	1
425	до самого	2	1
426	и когда	1	1
427	что у	2	1
428	на службу	1	1
429	так и	5	1
430	те же	1	1
431	собой в	1	1
432	мог бы	2	1
433	отрицать что	1	1
434	люди по	1	1
435	иное как	1	1
436	перешла в	1	1
437	и внутреннее	1	1
438	одного из	6	1
439	с другой	5	1
440	под именем	2	1
441	которые и	1	1
442	союзе с	1	1
443	от них	2	1
444	что народ	1	1
445	следить за	1	1
446	в лице	1	1
447	по своей	2	1
448	один из	5	1
449	зрения в	1	1
450	образа жизни	1	1
451	ибо его	1	1
452	и у	3	1
453	и сократ	1	1
454	а то	2	1
455	и других	7	1
456	за ним	1	1
457	к своим	1	1
458	у народа	1	1
459	мы знаем	2	1
460	это обстоятельство	1	1
461	ее не	1	1
462	превращается в	1	1
463	само собой	1	1
464	и придают	1	1
465	из двух	1	1
466	видно из	2	1
467	из среды	1	1
468	в свои	3	1
469	за ними	1	1
470	хоть и	2	1
471	на ее	1	1
472	его себе	1	1
473	говорить и	1	1
474	по своим	1	1
475	к которому	3	1
476	и прежде	1	1
477	на чем	1	1
478	еще и	2	1
479	в стремлении	1	1
480	с единым	1	1
481	противоречие между	1	1
482	для решения	1	1
483	на этот	1	1
484	которых мы	2	1
485	а наоборот	1	1
486	на которых	1	1
487	до конца	2	1
488	именно так	1	1
489	из области	1	1
490	ближе к	1	1
491	следовало бы	1	1
492	связь с	1	1
493	знаем и	1	1
494	как это	3	1
