N	2gram	Bakhtin_Fr_4	Formalny
1	и в	29	24
2	в его	8	23
3	прежде всего	8	22
4	и не	16	20
5	так и	11	18
6	точки зрения	4	16
7	не может	2	16
8	в этом	11	15
9	в нем	5	14
10	может быть	2	14
11	таким образом	20	13
12	с точки	2	13
13	в своем	3	11
14	как и	12	11
15	в своей	5	11
16	в их	2	11
17	в ней	3	10
18	то же	10	10
19	вовсе не	9	10
20	и ее	1	10
21	и его	8	10
22	и их	3	10
23	в то	10	9
24	и потому	1	9
25	все это	4	9
26	и на	11	8
27	как в	2	8
28	и с	9	8
29	же время	8	8
30	в ее	3	8
31	именно в	2	8
32	то что	4	8
33	в свою	1	8
34	на самом	4	7
35	должна быть	1	7
36	с ее	3	7
37	не только	10	7
38	место в	2	7
39	жизни и	4	7
40	до конца	5	7
41	и от	1	7
42	но и	9	7
43	отношения к	1	6
44	еще не	4	6
45	самом деле	1	6
46	более или	3	6
47	в целом	1	6
48	все эти	9	6
49	в этой	13	6
50	как бы	8	6
51	входит в	1	6
52	или менее	3	6
53	свою очередь	1	6
54	и здесь	3	6
55	до сих	1	6
56	в том	7	6
57	в живом	1	6
58	сих пор	1	6
59	форм и	2	6
60	и все	13	6
61	но в	12	5
62	в самом	1	5
63	при этом	3	5
64	и до	5	5
65	у нас	1	5
66	как мы	10	5
67	в литературе	4	5
68	того что	3	5
69	только на	1	5
70	со стороны	2	5
71	с другой	4	5
72	и др	4	5
73	со всею	1	5
74	формы и	2	5
75	с его	4	4
76	независимо от	1	4
77	и к	2	4
78	в которой	4	4
79	отчасти и	1	4
80	главным образом	1	4
81	не как	1	4
82	в мире	1	4
83	друг друга	2	4
84	только и	1	4
85	как на	2	4
86	никогда не	2	4
87	если бы	1	4
88	мы увидим	2	4
89	с одной	2	4
90	конечно не	4	4
91	одной стороны	2	4
92	в связи	1	4
93	в частности	3	4
94	стороны и	1	4
95	с этой	1	4
96	быть и	1	4
97	что в	1	4
98	так же	7	4
99	это и	5	3
100	ее целом	1	3
101	мы не	1	3
102	но не	2	3
103	не перестает	1	3
104	со всеми	1	3
105	в общем	1	3
106	отношение к	1	3
107	как к	3	3
108	все же	3	3
109	целый ряд	1	3
110	и как	3	3
111	и наконец	2	3
112	в себе	3	3
113	их отношения	1	3
114	человек не	1	3
115	так сказать	2	3
116	он не	3	3
117	всех этих	3	3
118	так например	1	3
119	значение в	1	3
120	его в	9	3
121	в жизни	2	3
122	в них	7	3
123	со всей	1	3
124	они не	2	3
