N	3gram	Trubetskoy_1	KulturaY
1	для того чтобы	6	15
2	в том что	7	15
3	с точки зрения	9	9
4	в том чтобы	1	8
5	по отношению к	1	8
6	в самом деле	1	7
7	о том что	2	5
8	в этом отношении	1	5
9	по крайней мере	1	5
10	во всяком случае	6	5
11	до сих пор	5	4
12	тем не менее	1	4
13	состоит в том	1	3
14	более или менее	4	3
15	того или иного	2	3
16	только в том	2	3
17	можно было бы	3	3
18	вместе с тем	3	3
19	в связи с	1	3
20	в свою очередь	1	3
21	не может быть	4	3
22	не трудно видеть	1	3
23	и того же	1	2
24	сводится к тому	1	2
25	на самом деле	6	2
26	на то что	4	2
27	в том и	2	2
28	в этом случае	3	2
29	естественно поэтому что	1	2
30	потому что так	1	2
31	котором идет речь	2	2
32	а в том	1	2
33	то же время	10	2
34	заключается в том	1	2
35	речь идет о	1	2
36	но все же	1	2
37	одного и того	1	2
38	в то же	10	2
39	о котором идет	2	2
40	к тому что	2	2
41	должны были бы	1	1
42	в том виде	1	1
43	отношениях к другим	1	1
44	в силу этого	1	1
45	чтобы мы были	1	1
46	заключается не в	1	1
47	прежде всего на	1	1
48	не может но	1	1
49	на том же	1	1
50	в настоящее время	2	1
51	во многих случаях	1	1
52	то это потому	2	1
53	что с точки	1	1
54	есть ничто иное	1	1
55	том случае если	3	1
56	только для того	1	1
57	от этого не	1	1
58	лишь тогда когда	1	1
59	в себе и	2	1
60	с тем чтобы	3	1
61	но для этого	1	1
62	к тому чтобы	4	1
63	на этот вопрос	1	1
64	что все это	1	1
65	в противном случае	1	1
66	в том случае	4	1
67	отнюдь не является	1	1
68	в применении к	1	1
69	роль в истории	1	1
70	говорить что в	1	1
71	в этих последних	1	1
72	и с точки	1	1
73	лишь к тому	1	1
74	к вопросу о	3	1
75	тех или иных	1	1
76	разумеется только в	1	1
77	что в этих	1	1
78	всех этих случаях	1	1
79	на том основании	1	1
80	и вместе с	2	1
81	во всех этих	1	1
82	ничто иное как	1	1
83	к мысли что	1	1
84	так же как	1	1
85	потому что они	1	1
86	в совершенно ином	1	1
87	об этом и	1	1
88	содержат в себе	1	1
89	это потому что	2	1
90	русского языка и	1	1
91	что он есть	1	1
92	и все же	1	1
93	этого не меняется	1	1
94	когда речь идет	1	1
95	том основании что	1	1
96	от того что	1	1
97	лишь в том	2	1
98	что в большинстве	1	1
99	и тем самым	2	1
100	той или иной	3	1
101	мог бы привести	1	1
102	смысле этого слова	1	1
103	друг от друга	2	1
104	тем более что	1	1
105	трудно видеть что	1	1
106	в большинстве случаев	2	1
107	именно в силу	1	1
108	свидетельствуют о том	1	1
109	по сравнению со	1	1
110	заключающим в себе	1	1
111	этого слова но	1	1
112	точно так же	2	1
113	это как не	1	1
114	тот или иной	1	1
