N	3gram	Losev_Prob_3	Literetu
1	в том что	9	11
2	так или иначе	1	8
3	в отличие от	2	5
4	в то же	4	5
5	в данном случае	7	4
6	не только в	2	4
7	в связи с	7	4
8	при этом в	1	3
9	с этой точки	1	3
10	этой точки зрения	2	3
11	дело в том	3	2
12	с точки зрения	2	2
13	только в том	1	2
14	из того что	1	2
15	и то что	7	2
16	ту или иную	1	2
17	в виду не	1	2
18	с одной стороны	1	2
19	но при этом	1	2
20	во всяком случае	6	2
21	в целом но	1	2
22	о том что	3	2
23	и тем самым	2	2
24	тем не менее	10	2
25	это уже не	2	1
26	произведение в целом	1	1
27	в чистом виде	2	1
28	только потому что	2	1
29	в медном всаднике	1	1
30	иметь в виду	1	1
31	теми или иными	1	1
32	а не в	1	1
33	одним и тем	1	1
34	на самом деле	2	1
35	как и во	1	1
36	на то что	1	1
37	том что он	1	1
38	как раз и	4	1
39	имеется в виду	4	1
40	герой нашего времени	1	1
41	и не только	1	1
42	в первой главе	1	1
43	бы то ни	4	1
44	и в литературе	1	1
45	несмотря на свою	1	1
46	можно было бы	3	1
47	том или ином	2	1
48	перед нами не	1	1
49	а то и	1	1
50	по крайней мере	5	1
51	то в чем	1	1
52	и в частности	2	1
53	может быть каким	1	1
54	и тем же	1	1
55	в самом деле	1	1
56	на первый взгляд	2	1
57	в данном стихотворении	1	1
58	и в этом	6	1
59	только при условии	1	1
60	в евгении онегине	1	1
61	с собой а	1	1
62	на второй план	1	1
63	но может быть	1	1
64	но только в	2	1
65	с другой стороны	5	1
66	не может быть	5	1
67	тем более не	1	1
68	только то что	2	1
69	ничего общего с	2	1
70	нельзя сказать что	1	1
71	в войне и	1	1
72	имел в виду	1	1
73	нет ничего кроме	1	1
74	уже не просто	1	1
75	и того же	1	1
76	до сих пор	2	1
77	войне и мире	1	1
78	в полтаве и	1	1
79	то ни было	3	1
80	одного и того	1	1
81	то есть от	2	1
82	быть каким угодно	1	1
83	тех или иных	4	1
84	к тому же	1	1
85	не нуждается в	1	1
86	и тем более	2	1
