N	3gram	Trubetskoy_1	Vladivir
1	в том что	7	9
2	в связи с	1	8
3	во всяком случае	6	6
4	тем не менее	1	6
5	и то что	3	5
6	по крайней мере	1	4
7	само собой разумеется	1	3
8	дело в том	1	3
9	более или менее	4	3
10	с точки зрения	9	3
11	в то же	10	3
12	точно так же	2	3
13	в конце концов	3	3
14	то же время	10	3
15	о том что	2	3
16	между прочим и	1	2
17	на то что	4	2
18	в настоящее время	2	2
19	в том же	1	2
20	ко всему этому	1	2
21	можно было бы	3	2
22	никогда не был	1	2
23	в данном случае	3	2
24	в том чтобы	1	2
25	так как это	1	2
26	в свою очередь	1	2
27	а в том	1	2
28	собой разумеется что	1	2
29	но из этого	1	2
30	заключается в том	1	2
31	несмотря на все	1	2
32	и все же	1	2
33	к богу а	1	1
34	не может не	3	1
35	жизни и деятельности	2	1
36	для нас важно	1	1
37	во что бы	3	1
38	при этом надо	1	1
39	ни к чему	2	1
40	то ни стало	3	1
41	прежде всего на	1	1
42	на том же	1	1
43	так же и	1	1
44	и во всяком	2	1
45	и в частности	1	1
46	что для этого	1	1
47	но даже и	1	1
48	в такой обстановке	1	1
49	в том числе	1	1
50	в этом случае	3	1
51	он не может	1	1
52	до сих пор	5	1
53	бы то ни	4	1
54	с ним в	1	1
55	только то что	1	1
56	в этом отношении	1	1
57	от того чтобы	1	1
58	на этот вопрос	1	1
59	что все это	1	1
60	вместе с тем	3	1
61	и в своем	1	1
62	что бы то	3	1
63	в прежнее время	1	1
64	для россии и	1	1
65	в последние дни	5	1
66	до известной степени	1	1
67	как и следовало	1	1
68	но в то	1	1
69	человека с богом	1	1
70	может остановиться на	1	1
71	не был и	1	1
72	заключается не в	1	1
73	и как бы	1	1
74	к одному из	1	1
75	если только не	1	1
76	но как бы	1	1
77	ничего подобного не	1	1
78	это конечно не	1	1
79	и в том	2	1
80	не может быть	4	1
81	что же это	1	1
82	последнее время в	1	1
83	к чему не	1	1
84	содержат в себе	1	1
85	мы прежде всего	1	1
86	речь шла о	1	1
87	с самого начала	1	1
88	и прежде всего	1	1
89	в самом деле	1	1
90	но все же	1	1
91	за то что	1	1
92	все же у	1	1
93	также и то	1	1
94	во многих случаях	1	1
95	для того чтобы	6	1
96	к тому же	1	1
97	себе представить как	1	1
98	которую можно назвать	1	1
99	том что только	1	1
100	и следовало ожидать	1	1
