N	3gram	Tiupa_Anal_2	FransuaR
1	то же время	2	10
2	в то же	2	10
3	в том что	6	6
4	как и в	3	4
5	в связи с	1	3
6	более или менее	1	2
7	с точки зрения	2	2
8	далеко за пределы	1	2
9	в данном случае	5	2
10	с одной стороны	4	2
11	с одной из	1	2
12	на две части	1	2
13	о том что	6	2
14	не только не	2	2
15	можно сказать что	1	2
16	с другой стороны	2	2
17	не может быть	1	2
18	при взгляде на	1	2
19	но и все	1	1
20	таит в себе	1	1
21	сказать что в	1	1
22	прежде всего в	1	1
23	по отношению к	4	1
24	как один из	1	1
25	в первой строфе	1	1
26	в самом деле	1	1
27	подобно тому как	3	1
28	он не только	1	1
29	начала и конца	1	1
30	речи и к	1	1
31	до известной степени	1	1
32	в таких случаях	1	1
33	в отличие от	2	1
34	но и в	1	1
35	в этом отношении	3	1
36	несмотря на его	1	1
37	том или ином	2	1
38	не мог найти	1	1
39	и то что	2	1
40	то есть на	1	1
41	в сущности это	1	1
42	и тогда когда	1	1
43	в самом начале	3	1
44	и т.д в	1	1
45	состоит в том	4	1
46	в известном смысле	1	1
47	и в этом	4	1
48	как правило не	2	1
49	в том или	2	1
50	в мире в	1	1
51	в свое время	1	1
52	языка и в	1	1
53	во всех этих	1	1
54	только то что	1	1
55	в частности в	2	1
56	сказать и о	1	1
57	в этом ряду	1	1
58	и в самом	2	1
59	заключается в том	1	1
60	речь идет о	1	1
61	в этой системе	2	1
62	в этом смысле	2	1
63	можно было бы	2	1
64	в центре событий	1	1
65	с жизнью и	1	1
66	друг с другом	1	1
67	в этом контексте	2	1
68	но если бы	1	1
69	это было в	1	1
70	к тому же	4	1
71	то же самое	1	1
72	той или иной	3	1
