N	3gram	Tiupa_Anal_1	RusskieA
1	в том что	9	18
2	состоит в том	3	13
3	в данном случае	2	6
4	для того чтобы	3	6
5	вместе с тем	1	4
6	о том что	3	4
7	в отличие от	6	3
8	не может быть	16	3
9	подобно тому как	3	3
10	только тогда когда	1	3
11	что иное как	5	2
12	на самом же	1	2
13	не что иное	4	2
14	в том чтобы	7	2
15	самом же деле	1	2
16	умирающего и воскресающего	1	2
17	с одной стороны	3	2
18	приводит нас к	1	2
19	на себя внимание	1	1
20	более или менее	1	1
21	в том же	1	1
22	о том как	1	1
23	более высокой ступени	1	1
24	но и в	2	1
25	как мы увидим	1	1
26	между тем как	1	1
27	в этом отношении	2	1
28	по аналогии с	1	1
29	из того что	3	1
30	а вместе с	1	1
31	есть рассказ о	1	1
32	состоит не в	1	1
33	но и как	1	1
34	ставит себе целью	1	1
35	в этой связи	1	1
36	здесь мы имеем	1	1
37	во всяком случае	1	1
38	на первый взгляд	1	1
39	смысле этого слова	1	1
40	в такой же	1	1
41	с другой стороны	2	1
42	далеко не все	1	1
43	в свою очередь	1	1
44	в течение всего	1	1
45	или во всяком	1	1
46	и таким образом	1	1
47	дело не в	1	1
48	как и в	1	1
49	в мировом фольклоре	1	1
