N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	29
2	то есть	9	21
3	таким образом	2	20
4	и не	12	16
5	в этой	9	13
6	и все	3	13
7	но в	6	12
8	как и	14	12
9	и т.п	8	12
10	и на	6	11
11	в этом	18	11
12	так и	15	11
13	то же	4	10
14	мы уже	1	10
15	не только	16	10
16	в то	2	10
17	как мы	3	10
18	в романе	1	10
19	все эти	1	9
20	его в	2	9
21	в конце	4	9
22	вовсе не	2	9
23	но и	12	9
24	же время	2	8
25	и его	4	8
26	в его	2	8
27	прежде всего	3	8
28	как бы	10	8
29	в них	1	7
30	в том	12	7
31	так как	1	7
32	еще и	1	7
33	так же	2	7
34	в сущности	4	6
35	своего рода	12	6
36	здесь в	2	6
37	из них	3	6
38	и до	2	5
39	в нем	1	5
40	он и	2	5
41	в своей	2	5
42	и о	1	5
43	это не	1	5
44	все они	1	5
45	это место	1	5
46	у него	4	5
47	далеко не	1	5
48	сказать что	2	5
49	и по	1	5
50	того же	4	5
51	также и	1	4
52	в которой	1	4
53	еще не	2	4
54	с его	1	4
55	в нашем	3	4
56	в образе	1	4
57	точки зрения	4	4
58	в результате	3	4
59	жизнь и	1	4
60	в литературе	1	4
61	и одновременно	3	4
62	тем что	3	4
63	связан с	1	4
64	с другой	6	4
65	только для	1	4
66	но это	1	4
67	все это	4	4
68	один из	2	4
69	перед нами	1	4
70	то что	7	4
71	здесь и	1	3
72	по преимуществу	4	3
73	и за	3	3
74	той же	2	3
75	и здесь	1	3
76	в чем	1	3
77	в своем	4	3
78	и как	1	3
79	более или	1	3
80	в себе	7	3
81	при этом	10	3
82	он не	2	3
83	всех этих	1	3
84	и сам	3	3
85	подобно тому	3	3
86	а затем	2	3
87	особенно в	7	3
88	такой же	1	3
89	том что	12	3
90	или менее	1	3
91	в эту	3	3
92	почти все	1	3
93	в разных	1	3
94	по своей	1	3
95	они были	1	3
96	конечно и	1	3
97	с ее	2	3
98	в ее	1	3
99	роль в	2	3
100	начала и	1	3
101	однако ж	2	3
102	имеется в	1	3
103	все остальные	1	3
104	к нему	1	3
105	слов и	1	3
106	того что	2	3
107	что здесь	1	3
108	с ними	3	3
109	в качестве	11	3
110	этой системе	2	3
111	же и	1	3
112	и их	2	3
113	ведь это	2	3
114	не случайно	8	3
115	и даже	9	3
116	превращается в	2	3
117	границы между	1	3
118	тому как	3	3
119	мы видим	1	3
120	тот же	1	3
121	другой стороны	2	3
122	в частности	16	3
123	как известно	1	2
124	с жизнью	1	2
125	и то	3	2
126	в приведенном	1	2
127	перед лицом	2	2
128	в виду	1	2
129	он был	2	2
130	с одной	5	2
131	но не	4	2
132	один и	1	2
133	как в	4	2
134	хотя и	4	2
135	и наконец	1	2
136	и к	5	2
137	всего романа	1	2
138	бы не	1	2
139	раз в	1	2
140	и тот	1	2
141	как он	1	2
142	так сказать	1	2
143	на его	3	2
144	время и	1	2
145	на этом	4	2
146	может быть	6	2
147	и второй	2	2
148	в жизни	1	2
149	ни в	1	2
150	соответствии с	2	2
151	со своими	1	2
152	в один	4	2
153	не мог	3	2
154	в этих	2	2
155	и при	1	2
156	в котором	2	2
157	с точки	2	2
158	в их	3	2
159	место в	3	2
160	не столько	3	2
161	что я	1	2
162	том же	1	2
163	на котором	2	2
164	но только	1	2
165	никогда не	3	2
166	связи с	1	2
167	в эпизоде	10	2
168	уже и	2	2
169	как будто	3	2
170	у меня	1	2
171	к тому	7	2
172	если же	1	2
173	о том	7	2
174	же не	2	2
175	в себя	4	2
176	или в	3	2
177	времени и	1	2
178	было в	1	2
179	во второй	4	2
180	поэтому в	1	2
181	с ним	2	2
182	на этой	2	2
183	но мы	1	2
184	в игре	7	2
185	а также	7	2
186	будто он	1	2
187	в споре	2	2
188	одной из	3	2
189	то он	1	2
190	себя в	2	2
191	это ни	1	2
192	есть в	3	2
193	уже не	4	2
194	уже в	1	2
195	его и	1	2
196	ни с	2	2
197	как раз	4	2
198	со стороны	3	2
199	о своей	2	2
200	именно в	3	2
201	нового времени	1	2
202	но оно	1	2
203	одной стороны	4	2
204	изображается в	1	2
205	это своего	1	2
206	о чем	2	2
207	в словах	3	2
208	да и	1	2
209	о его	4	2
210	между прочим	1	2
211	и для	2	2
212	которых он	1	2
213	этого рода	2	2
214	эту игру	1	2
215	еще раз	1	2
216	и частей	1	2
217	а как	2	2
218	его к	1	2
219	не может	4	2
220	из этого	1	2
221	этой сцены	2	2
222	как на	1	2
223	только в	4	2
224	это в	1	2
225	к этому	2	2
226	отношения к	2	1
227	связь этих	1	1
228	он произносит	2	1
