N	2gram	Tiupa_Anal_2	Tvorches
1	и в	16	20
2	в романе	1	15
3	и т	1	13
4	не только	16	13
5	никогда не	3	11
6	как бы	10	11
7	таким образом	2	10
8	в то	2	10
9	в его	2	10
10	и его	4	9
11	и не	12	9
12	при этом	10	8
13	в том	12	8
14	может быть	6	8
15	в этом	18	8
16	прежде всего	3	8
17	но и	12	8
18	то же	4	7
19	это не	1	7
20	же время	2	7
21	потому что	1	7
22	не может	4	7
23	что в	2	7
24	в целом	8	6
25	как и	14	6
26	в своей	2	6
27	так и	15	6
28	в конце	4	6
29	у него	4	6
30	именно в	3	6
31	а не	10	6
32	в основном	1	6
33	все это	4	6
34	еще не	2	5
35	и на	6	5
36	но не	4	5
37	в этой	9	5
38	если он	1	5
39	и сам	3	5
40	в творческом	1	5
41	в мире	6	5
42	то есть	9	5
43	о том	7	5
44	и даже	9	5
45	но это	1	5
46	читателя в	4	5
47	так же	2	5
48	творческом процессе	1	4
49	все эти	1	4
50	отнюдь не	8	4
51	как в	4	4
52	хотя и	4	4
53	когда он	1	4
54	но в	6	4
55	не в	4	4
56	на его	3	4
57	что она	2	4
58	первой части	1	4
59	в принципе	1	4
60	об этом	1	4
61	соответствии с	2	4
62	если бы	3	4
63	тем самым	4	4
64	ничего не	9	4
65	в чем	1	4
66	мы видим	1	4
67	а в	3	4
68	в соответствии	2	4
69	если не	1	4
70	и потому	1	4
71	том что	12	4
72	самой своей	1	3
73	по отношению	4	3
74	тогда как	19	3
75	о жизни	2	3
76	отношению к	4	3
77	в себе	7	3
78	в нем	1	3
79	он не	2	3
80	евгения онегина	1	3
81	в образе	1	3
82	так например	2	3
83	человека в	1	3
84	а затем	2	3
85	его в	2	3
86	в самом	6	3
87	в котором	2	3
88	в их	3	3
89	место в	3	3
90	своего рода	12	3
91	тем что	3	3
92	одна из	1	3
93	казалось бы	3	3
94	с ним	2	3
95	между тем	2	3
96	этот вопрос	1	3
97	уже не	4	3
98	в начале	1	3
99	для него	4	3
100	так как	1	3
101	то что	7	3
102	как у	1	3
103	превращается в	2	3
104	в рассказе	1	3
105	вместе с	2	3
106	главного героя	3	3
107	с этой	1	3
108	один из	2	3
109	не является	1	3
110	одной из	3	3
111	к этому	2	3
112	в таком	2	3
113	как известно	1	2
114	неотделима от	1	2
115	таком случае	2	2
116	самом деле	1	2
117	по преимуществу	4	2
118	проникает в	1	2
119	говорить о	6	2
120	со своими	1	2
121	я не	1	2
122	и он	2	2
123	как правило	4	2
124	в ее	1	2
125	героя романа	1	2
126	тут же	1	2
127	так что	3	2
128	и наконец	1	2
129	имеет в	1	2
130	но эта	2	2
131	в которой	1	2
132	в литературном	1	2
133	бы не	1	2
134	особое место	1	2
135	тому же	4	2
136	но ведь	1	2
137	так сказать	1	2
138	и если	3	2
139	наш взгляд	1	2
140	в статье	1	2
141	а скорее	1	2
142	едва ли	3	2
143	у читателя	1	2
144	характер в	1	2
145	на наш	1	2
