N	4gram	Losev_Dial_4	Problema
1	ни в каком случае	1	3
2	ни в коем случае	2	3
3	и тем не менее	1	3
4	или по крайней мере	3	2
5	в каком смысле не	1	2
6	а это значит что	1	2
7	не что иное как	8	2
8	ни в каком смысле	1	2
9	не имеет ничего общего	2	2
10	на самом же деле	1	2
11	есть не что иное	5	2
12	и ни в каком	1	1
13	и есть не что	1	1
14	д и т д	2	1
15	в том что они	1	1
16	и в то же	2	1
17	смысле есть не что	1	1
18	вовсе не думает что	1	1
19	ничего не говорит о	2	1
20	и т д и	3	1
21	в коем случае не	2	1
22	заключается не в том	1	1
23	что в данном случае	1	1
24	случае не есть ни	1	1
25	это значит что и	1	1
26	различить и противопоставить все	1	1
27	этом смысле есть не	1	1
28	с этой точки зрения	2	1
29	в этом смысле есть	1	1
30	не говоря уже о	3	1
31	ни в чем не	1	1
32	имеет ничего общего с	2	1
33	дело в том что	1	1
34	мы должны сказать что	1	1
35	т д и т	2	1
