N	2gram	Propp_Isto_4	Narrotol
1	не только	15	26
2	а не	6	17
3	представляет собой	2	16
4	тогда как	4	15
5	но и	12	15
6	при этом	3	14
7	в том	3	14
8	в качестве	7	14
9	и не	9	14
10	в этом	7	13
11	и в	26	13
12	том что	3	13
13	такого рода	2	12
14	только в	3	11
15	в частности	2	11
16	может быть	14	10
17	в данном	3	10
18	своего рода	1	9
19	так и	10	9
20	к тому	1	9
21	а в	8	9
22	в себе	2	8
23	то что	16	8
24	не в	5	8
25	в тексте	2	8
26	не может	6	8
27	иначе говоря	1	7
28	к себе	3	7
29	у него	5	6
30	в своем	2	6
31	все же	9	6
32	и к	1	6
33	но в	5	6
34	никогда не	2	6
35	ничего не	5	6
36	данном случае	3	6
37	можно сказать	1	6
38	а также	3	6
39	в его	5	6
40	того что	2	6
41	со стороны	1	6
42	прежде всего	1	6
43	как бы	3	6
44	героя в	7	6
45	что он	10	5
46	как в	7	5
47	хотя и	2	5
48	в нем	2	5
49	тем не	2	5
50	он не	7	5
51	таким образом	10	5
52	и тем	2	5
53	точки зрения	1	5
54	в котором	1	5
55	тем самым	1	5
56	в то	1	5
57	на него	3	5
58	о том	4	5
59	в форме	2	5
60	с другой	4	5
61	то же	8	4
62	в этой	2	4
63	перед нами	3	4
64	что это	2	4
65	в силу	5	4
66	уже не	5	4
67	об этом	7	4
68	войны и	1	4
69	все его	1	4
70	и уже	1	4
71	в своей	4	4
72	не к	2	4
73	не менее	2	4
74	при всей	1	4
75	если бы	2	4
76	как у	1	4
77	в другом	5	4
78	уже говорилось	1	4
79	у нее	2	4
80	как и	7	4
81	как это	3	4
82	и все	2	4
83	с ним	1	4
84	же в	3	4
85	и у	5	4
86	жизни и	1	4
87	что в	14	4
88	все что	4	4
89	говорилось выше	1	3
90	а как	2	3
91	мы имеем	7	3
92	пребывания в	1	3
93	жизни так	1	3
94	как правило	1	3
95	но не	5	3
96	большей части	1	3
97	что они	6	3
98	как к	1	3
99	в целом	2	3
100	все эти	3	3
101	в ответ	1	3
102	и его	10	3
103	особое место	1	3
104	не следует	1	3
105	от которого	2	3
106	и по	5	3
107	он является	1	3
108	которой он	2	3
109	что я	2	3
110	тому что	1	3
111	одна из	2	3
112	по своей	2	3
113	на том	2	3
114	между собой	1	3
115	о нем	1	3
116	внимание на	1	3
117	это не	5	3
118	к ней	1	3
119	один из	1	3
120	с ними	5	3
121	то и	1	3
122	представить себе	1	3
123	как раз	1	3
124	и даже	4	3
125	по большей	1	3
126	человек в	1	3
127	с этой	2	3
128	а к	1	3
129	сказать что	2	3
130	к его	1	3
131	и т	27	2
132	он может	2	2
133	к другому	1	2
134	должна быть	2	2
135	по его	2	2
136	мы не	1	2
137	же как	13	2
138	ему в	2	2
139	в ней	1	2
140	еще не	6	2
141	он сам	1	2
142	в чем	1	2
143	же она	1	2
144	себе и	1	2
145	в центре	1	2
146	как образ	1	2
147	однако не	1	2
148	из этих	3	2
149	роль в	1	2
150	как он	6	2
151	на то	3	2
152	жизнью и	1	2
153	что она	3	2
154	к миру	1	2
155	том свете	1	2
156	той же	1	2
157	себя не	1	2
158	было бы	2	2
159	должен был	3	2
160	в самую	2	2
161	со своими	1	2
162	бы на	1	2
163	и что	5	2
164	от его	1	2
165	но он	4	2
166	и более	3	2
167	однако в	2	2
168	не имеет	3	2
169	не могло	2	2
170	потому что	6	2
171	для нас	3	2
172	со своим	1	2
173	не вполне	1	2
174	в области	2	2
175	у нас	2	2
176	и здесь	5	2
177	но для	2	2
178	и он	3	2
179	подобно тому	1	2
180	здесь не	4	2
181	и служит	1	2
182	всей своей	1	2
183	на свой	1	2
184	что у	3	2
185	те же	3	2
186	во второй	1	2
187	том как	2	2
188	все те	1	2
189	или иначе	1	2
190	что и	9	2
191	важно не	1	2
192	представления о	3	2
193	в современной	2	2
194	может оказаться	1	2
195	себя в	2	2
196	исключительно в	1	2
197	в виде	2	2
198	в начале	1	2
199	не все	1	2
200	персонажа и	1	2
201	у меня	1	2
202	обратиться к	1	2
203	одно из	1	2
204	могло бы	2	2
205	вовсе не	4	2
206	не случайно	2	2
207	жизни на	1	2
208	в других	2	2
209	представляют собой	4	2
210	только на	1	2
211	не обязательно	1	2
212	именно в	1	2
213	а с	1	2
214	говорит о	2	2
215	только по	1	2
216	превращается в	7	2
217	зависит от	1	2
218	так же	18	2
219	в него	1	2
220	к своему	3	2
221	о чем	3	2
222	тому как	1	2
223	а потом	1	2
224	но это	3	2
225	видно что	1	2
226	к которому	1	2
227	не объясняет	1	2
228	в результате	1	2
229	бы в	1	2
230	тем более	1	2
231	хотя бы	2	2
232	только что	3	2
233	во время	7	2
234	вступает в	1	2
235	который она	1	2
236	точно так	5	2
237	в своих	1	2
238	по поводу	1	2
239	как на	1	2
240	и вновь	1	2
