N	3gram	Voloshinov_1	Vvedenie
1	для того чтобы	1	20
2	в том что	1	12
3	о том что	2	12
4	в этом смысле	3	8
5	не может быть	3	8
6	до сих пор	3	6
7	в самом деле	2	6
8	в применении к	1	6
9	что иное как	1	4
10	в этом отношении	1	4
11	можно было бы	1	4
12	по крайней мере	3	4
13	в данном случае	1	4
14	и в этом	2	4
15	по сравнению с	3	4
16	во всяком случае	3	4
17	не что иное	1	4
18	с одной стороны	1	4
19	вместе с тем	1	3
20	что может быть	1	3
21	можно сказать что	3	3
22	в свое время	1	3
23	дело в том	1	2
24	вообще не может	1	2
25	подобно тому как	1	2
26	то же самое	1	2
27	с точки зрения	6	2
28	не могут быть	2	2
29	в связи с	1	2
30	но вместе с	1	2
31	на вопрос о	1	2
32	мы уже знаем	1	2
33	той или иной	1	2
34	и того же	1	1
35	как один из	1	1
36	имеем в виду	1	1
37	на самом деле	4	1
38	со стороны формы	1	1
39	во многих случаях	1	1
40	этом смысле они	1	1
41	как это было	1	1
42	но в общем	2	1
43	в следующем в	1	1
44	и говорить о	1	1
45	имеем дело с	1	1
46	она может быть	1	1
47	каждое из этих	1	1
48	может быть только	1	1
49	нечего и говорить	2	1
50	с этой точки	1	1
51	было до сих	1	1
52	самом деле есть	1	1
53	все то что	2	1
54	так же как	2	1
55	то ни было	1	1
56	мы имеем в	1	1
57	только в одном	1	1
58	то что можно	1	1
59	всяком случае не	1	1
60	бы то ни	1	1
61	для нашего времени	1	1
62	на этом пути	1	1
63	же самое и	1	1
64	из всего сказанного	1	1
65	этой точки зрения	1	1
66	говорить о том	1	1
67	его отношение к	1	1
68	в них и	1	1
69	связи с этим	1	1
70	прежде всего к	1	1
71	с самого начала	4	1
72	и прежде всего	1	1
73	одного и того	1	1
74	в известных пределах	1	1
75	обратим внимание на	1	1
76	все эти разнородные	1	1
77	во всех его	2	1
78	все же в	1	1
79	как мы знаем	1	1
80	да притом еще	1	1
